siteid,spid,x,y,occ,group,bc01,bc04,bc05,bc06,bc12,bc15,bc17,bc20,bc31,bc33,slope,topo,tri
10532,tgb,411415,7902979,0,bird,19.6,1.11,28.7,10,2086,98,119,18.7,27,0.48,3.26E+01,34,759.3662
10533,tgb,416917,7900679,0,bird,23.1,1.04,31.3,12.9,1459,106,60,19.3,57,0.16,4.38E+01,18,1499.213
10534,tgb,413393,7899096,0,bird,19.4,1.12,28.6,9.900001,2226,98,129,18.6,24,0.53,7.19E-02,0,146.9864
10535,tgb,413270,7898616,0,bird,19.4,1.12,28.6,9.8,2212,98,128,18.6,25,0.53,2.76E-01,0,124.4307
10536,tgb,416743,7898678,0,bird,19.4,1.12,28.5,9.900001,2335,98,136,18.5,22,0.57,1.86E+01,92,874.7045
10537,tgb,413161,7898578,0,bird,19.4,1.12,28.6,9.8,2213,98,128,18.6,24,0.53,4.30E+00,6,138.9712
10538,tgb,416297,7898386,0,bird,19.4,1.12,28.5,9.900001,2298,98,133,18.6,23,0.55,1.05E+00,0,186.9813
10539,tgb,416366,7898379,0,bird,19.4,1.12,28.5,9.900001,2300,98,133,18.6,23,0.55,4.59E+00,50,189.6576
10007,tgb,326380,8212113,0,bird,17.5,0.93,25.5,10.3,3401,75,289,17.8,7,0.87,4.63E+01,88,2000.206
10082,tgb,379996,8090608,0,bird,18.5,0.94,26.7,10.8,4045,68,356,17.6,2,0.97,3.20E+01,90,1732.294
10540,tgb,416716,7898229,0,bird,19.3,1.12,28.4,9.8,2358,98,138,18.5,22,0.58,2.37E+00,100,416.7289
10541,tgb,416794,7898235,0,bird,19.3,1.12,28.4,9.8,2359,98,138,18.5,22,0.58,0.00E+00,50,498.1275
10543,tgb,417087,7898051,0,bird,19.3,1.12,28.4,9.8,2342,98,137,18.5,22,0.57,7.65E+00,86,470.2414
10544,tgb,416903,7897982,0,bird,19.3,1.12,28.4,9.8,2356,98,138,18.5,22,0.58,9.72E-01,100,314.8698
10545,tgb,416521,7897898,0,bird,19.3,1.12,28.4,9.8,2338,98,137,18.5,22,0.57,6.17E+00,81,168.7928
10546,tgb,416557,7897791,0,bird,19.4,1.12,28.5,9.8,2320,98,135,18.6,23,0.56,1.04E+01,56,195.438
10547,tgb,416829,7897579,0,bird,19.3,1.12,28.5,9.8,2327,98,136,18.5,22,0.57,1.27E+01,87,364.6409
10548,tgb,413757,7897514,0,bird,19.3,1.12,28.5,9.7,2271,98,132,18.6,23,0.55,2.42E+00,100,791.074
10549,tgb,419893,7891885,0,bird,21.2,1.08,29.9,11.3,1320,104,61,19.4,52,0.18,1.53E+01,26,1056.352
10550,tgb,434215,7886379,0,bird,18.5,1.13,27.7,9.3,2451,95,155,18.4,18,0.65,4.72E+01,100,2139.959
10084,tgb,349530,8089641,0,bird,20.2,0.95,28.9,10.8,1465,90,83,19.2,44,0.25,5.38E+00,82,160.9814
10551,tgb,437040,7877106,0,bird,20.6,1.1,29.4,10.8,1483,104,71,19.2,46,0.23,1.90E+00,100,241.574
10552,tgb,438355,7877110,0,bird,20.6,1.1,29.4,10.9,1474,104,70,19.2,47,0.22,1.28E+01,10,822.9562
10553,tgb,437216,7873579,0,bird,20.7,1.1,29.5,10.8,1397,104,65,19.3,49,0.2,7.92E+00,100,631.1711
10555,tgb,496846,7844604,0,bird,17.6,1.17,26.8,8.5,2133,88,155,18.4,20,0.62,1.36E+01,95,1169.68
10557,tgb,333253,8215184,0,bird,24.5,0.77,30.8,17.4,3553,83,227,18,29,0.45,0.00E+00,50,395.7234
10559,tgb,330176,8208106,0,bird,24.5,0.78,30.9,17.2,3367,84,213,18.1,30,0.43,2.22E+00,0,148.9396
10560,tgb,322517,8201276,0,bird,24.4,0.8,30.9,16.6,2952,86,176,18.2,35,0.36,3.20E+01,10,875.0012
10561,tgb,286613,8196773,0,bird,18,0.97,26.7,9.5,2218,83,157,18.6,27,0.49,6.85E+00,0,295.3015
10562,tgb,303335,8178255,0,bird,20.7,0.94,28.9,11.4,1359,97,64,19.4,57,0.15,2.83E+00,0,715.1985
10563,tgb,303512,8178226,0,bird,20.7,0.94,28.8,11.4,1368,97,65,19.4,56,0.15,2.28E+01,4,812.4279
10086,tgb,353666,8088777,0,bird,19.6,0.96,28.2,10.6,1896,80,134,18.7,29,0.45,2.20E+01,100,574.8678
10564,tgb,325217,8177577,0,bird,23.6,0.83,30.6,15.4,1959,96,92,18.9,51,0.19,2.65E+01,100,1193.735
10565,tgb,325317,8176877,0,bird,23.6,0.83,30.6,15.3,1935,97,90,18.9,52,0.19,1.63E+01,86,884.0916
10566,tgb,325516,8176577,0,bird,23.5,0.84,30.5,15.1,1889,97,88,18.9,52,0.18,2.17E+01,91,1017.469
10567,tgb,315617,8174177,0,bird,17.7,0.97,26.2,9.5,2707,78,210,18.2,17,0.68,3.94E+00,83,429.6778
10568,tgb,320875,8166358,0,bird,21.9,0.91,29.7,12.7,1343,101,58,19.5,62,0.13,2.58E+01,0,710.2704
10569,tgb,320909,8166020,0,bird,21.8,0.91,29.7,12.6,1348,101,59,19.4,61,0.13,3.05E+01,48,574.1185
10570,tgb,321551,8160154,0,bird,22.2,0.91,30.1,12.8,1238,106,47,19.6,68,0.09999999,4.12E-01,0,82.04877
10571,tgb,321438,8159972,0,bird,22.2,0.91,30.1,12.8,1232,106,47,19.6,68,0.09999999,1.87E+00,0,129.244
10572,tgb,321463,8159999,0,bird,22.2,0.91,30.1,12.8,1234,106,47,19.6,68,0.09999999,3.75E-01,0,107.1214
10573,tgb,321552,8159969,0,bird,22.2,0.91,30.1,12.8,1236,106,47,19.6,68,0.09999999,0.00E+00,0,86.07555
10091,tgb,332600,8086896,0,bird,18.2,1,27.2,9,1835,81,125,18.8,26,0.5,2.22E+00,0,476.9088
10574,tgb,322243,8158745,0,bird,22.2,0.91,30.2,12.8,1228,106,47,19.6,68,0.09999999,0.00E+00,50,73.7428
10576,tgb,350166,8116227,0,bird,20.6,0.92,29,11.5,1544,95,78,19.2,48,0.21,7.39E+00,0,303.193
10578,tgb,349395,8108083,0,bird,18.9,0.95,27.5,10.2,2136,81,150,18.6,25,0.52,1.95E+01,0,975.5337
10579,tgb,339310,8089993,0,bird,19.6,0.97,28.6,10,1439,87,85,19.2,41,0.28,3.27E+00,100,281.615
10580,tgb,337601,8089181,0,bird,19.9,0.98,29,10,1299,91,67,19.4,48,0.21,2.72E+00,2,169.9117
10581,tgb,353081,8088744,0,bird,19.9,0.95,28.5,10.7,1729,83,114,18.9,34,0.37,6.98E+00,29,315.3997
10582,tgb,337340,8088594,0,bird,19.8,0.98,28.9,10,1332,90,72,19.3,46,0.23,6.61E+00,21,261.8186
10583,tgb,337880,8087554,0,bird,19.9,0.98,28.9,10,1339,89,73,19.3,46,0.23,6.90E+00,20,191.0497
10584,tgb,332572,8086804,0,bird,18.2,1,27.2,9,1832,81,125,18.8,26,0.5,1.25E+01,0,416.0373
10585,tgb,329712,8086575,0,bird,18.5,1,27.6,9.1,1595,84,101,19,33,0.39,3.10E+01,63,389.4239
10093,tgb,332630,8086835,0,bird,18.2,1,27.2,9,1835,81,125,18.8,26,0.5,3.67E+00,2,440.3237
10586,tgb,354286,8085433,0,bird,19.7,0.96,28.3,10.6,1938,78,140,18.7,28,0.47,1.42E+01,30,180.1138
10587,tgb,352423,8073647,0,bird,19.8,0.97,28.6,10.5,2221,72,180,18.4,22,0.59,0.00E+00,100,150.3995
10588,tgb,345181,8071441,0,bird,19.3,0.9899999,28.2,9.900001,2011,73,160,18.6,23,0.55,8.37E+00,54,245.6502
10589,tgb,349413,8064479,0,bird,19.3,0.9899999,28.2,10,2314,72,193,18.4,18,0.66,1.44E+01,100,335.5622
10590,tgb,332033,8062759,0,bird,18.8,1.01,28,9.1,1514,78,108,19.1,31,0.42,4.03E+00,29,127.1102
10591,tgb,352516,8042378,0,bird,22,0.98,30.6,11.9,2282,76,180,18.4,25,0.52,1.07E+01,3,953.5979
10592,tgb,337598,8041900,0,bird,18.4,1.04,27.6,8.8,1833,77,134,18.8,23,0.56,3.18E+01,100,1307.041
10593,tgb,343619,8040688,0,bird,19.3,1.02,28.4,9.6,1863,76,141,18.8,24,0.54,2.61E+00,100,304.1102
10594,tgb,374066,7992521,0,bird,23.5,0.98,31.7,13.4,2084,95,106,18.7,37,0.33,9.07E+00,72,264.8924
10595,tgb,377017,7987378,0,bird,21.5,1.01,30,11.8,1834,89,129,18.9,33,0.4,5.79E+01,44,1390.093
10094,tgb,339917,8086778,0,bird,19.8,0.98,28.8,10,1422,87,84,19.2,42,0.27,0.00E+00,50,60.58878
10596,tgb,373717,7984578,0,bird,19.6,1.05,28.5,10.2,2053,80,169,18.6,21,0.58,8.25E+00,50,193.1243
10597,tgb,381731,7978982,0,bird,23.3,0.9899999,31.5,13.3,1905,98,93,18.9,42,0.28,1.94E+01,32,474.231
10598,tgb,408001,7914853,0,bird,23.9,1.02,32,13.5,1714,105,73,19.1,53,0.19,9.41E+00,6,685.4845
10599,tgb,412984,7900430,0,bird,19.9,1.11,28.9,10.2,1904,100,105,18.8,32,0.4,1.12E+00,0,335.5846
10600,tgb,413441,7898811,0,bird,19.4,1.12,28.6,9.8,2220,98,128,18.6,24,0.53,0.00E+00,50,85.12931
10601,tgb,424250,7898051,0,bird,22.6,1.04,30.8,12.6,1426,106,61,19.3,55,0.17,2.21E+01,0,819.6407
10602,tgb,404516,7897879,0,bird,19.7,1.13,28.9,9.8,1788,99,100,18.9,33,0.38,1.52E+01,36,276.1105
10603,tgb,409811,7897218,0,bird,19.4,1.12,28.6,9.7,2096,98,120,18.7,26,0.49,2.70E+00,27,133.5889
10604,tgb,409171,7896754,0,bird,19.5,1.13,28.7,9.7,2049,98,117,18.7,27,0.47,7.37E-01,0,92.7793
10605,tgb,438906,7887071,0,bird,23.8,1.02,31.5,13.6,1346,108,53,19.4,63,0.13,3.14E+00,0,689.9949
10095,tgb,361617,8086778,0,bird,20.1,0.94,28.5,11.2,2357,75,181,18.4,23,0.56,1.17E+01,100,384.3254
10606,tgb,433616,7880929,0,bird,20.7,1.1,29.5,10.9,1485,104,71,19.2,46,0.23,9.96E+00,2,671.4283
10607,tgb,437358,7878029,0,bird,20.6,1.1,29.4,10.9,1486,104,71,19.2,46,0.23,3.72E+01,72,1006.15
10609,tgb,360556,8101122,0,bird,20.1,0.93,28.4,11.4,1980,85,129,18.7,32,0.4,3.38E+01,90,1349.674
10610,tgb,360669,8074565,0,bird,20.1,0.96,28.6,11,2899,67,247,18,14,0.74,4.15E+00,51,240.7841
10613,tgb,376513,7986696,0,bird,21.1,1.02,29.7,11.4,1800,88,133,18.9,32,0.41,5.52E+01,74,1493.155
10614,tgb,374517,7986678,0,bird,20.4,1.03,29.1,10.8,1845,85,147,18.8,28,0.46,3.10E+01,21,985.3406
10615,tgb,373108,7986182,0,bird,20.1,1.04,29,10.6,1871,83,151,18.8,26,0.49,5.08E+00,0,586.0751
10616,tgb,373917,7986078,0,bird,20.3,1.04,29.1,10.7,1847,84,148,18.8,27,0.47,1.66E+01,0,827.5397
10619,tgb,416615,7898779,0,bird,19.4,1.11,28.5,9.900001,2311,98,134,18.6,23,0.56,1.43E+01,90,872.5342
10620,tgb,354880,8139935,0,bird,22.6,0.87,30.1,14,1984,92,110,18.8,45,0.24,6.98E-01,100,139.8714
10098,tgb,332485,8086496,0,bird,18.3,1,27.3,9,1798,82,122,18.8,27,0.49,1.82E+01,23,447.1174
10621,tgb,358968,8122044,0,bird,22,0.89,29.9,13.1,1882,91,106,18.9,44,0.25,0.00E+00,50,200.634
10625,tgb,381411,8109578,0,bird,20,0.9,27.8,12.3,3220,74,251,17.9,14,0.74,2.54E+01,73,1162.761
10626,tgb,362569,8078667,0,bird,19.2,0.96,27.7,10.5,2879,69,246,18,12,0.78,7.33E+00,100,370.7627
10627,tgb,361985,8077771,0,bird,19.5,0.96,28,10.6,2813,69,239,18.1,13,0.75,1.13E+01,34,312.2867
10628,tgb,365569,8075920,0,bird,20.3,0.95,28.6,11.4,3176,68,271,17.9,12,0.78,2.00E+01,26,307.9903
10629,tgb,391865,8075001,0,bird,23.5,0.87,30.7,15.2,3913,75,304,17.7,13,0.75,0.00E+00,50,0
10630,tgb,358986,8067576,0,bird,20.2,0.96,28.8,11,2881,68,249,18,13,0.74,1.52E+01,43,309.1682
10631,tgb,357215,8067564,0,bird,20,0.97,28.6,10.7,2758,68,239,18.1,14,0.73,1.21E+01,69,209.8356
10632,tgb,343759,8052862,0,bird,18.6,1.02,27.6,9.2,2002,75,154,18.6,20,0.6,8.43E+00,0,175.8977
10633,tgb,345202,8038142,0,bird,19.5,1.02,28.6,9.7,1974,74,156,18.7,21,0.58,4.07E+00,50,160.6829
10099,tgb,332103,8086400,0,bird,18.3,1,27.3,9,1770,82,119,18.8,28,0.47,1.85E+01,22,568.4839
10634,tgb,348167,8037878,0,bird,19.8,1.01,28.8,10,2162,72,179,18.5,19,0.63,0.00E+00,50,65.19969
10635,tgb,400990,8026118,0,bird,23.4,0.92,30.9,14.6,3261,78,240,18,18,0.65,6.61E+00,63,221.5085
10638,tgb,439327,7874870,0,bird,20.8,1.1,29.5,11,1413,105,65,19.3,49,0.2,6.59E+01,73,1416.381
10639,tgb,315117,8173927,0,bird,17.7,0.97,26.3,9.6,2654,78,204,18.2,18,0.66,1.83E+01,83,415.7319
10640,tgb,351353,8107175,0,bird,19.8,0.94,28.3,10.9,1684,89,98,19,39,0.31,1.43E+01,100,451.5141
10641,tgb,335014,8080491,0,bird,17.6,1.01,26.6,8.6,2396,75,186,18.3,14,0.73,1.57E+01,100,912.7968
10642,tgb,328338,8077515,0,bird,19.4,0.9899999,28.4,9.400001,1255,88,71,19.4,44,0.25,8.48E+00,10,330.2469
10643,tgb,345902,8034896,0,bird,19.9,1.02,29,10,2031,73,166,18.6,21,0.59,1.00E-01,50,89.80534
10645,tgb,316198,8258140,0,bird,23.3,0.82,29.9,16.1,1996,96,89,18.9,53,0.18,0.00E+00,0,356.5796
10646,tgb,318892,8252549,0,bird,22.8,0.83,29.5,15.5,2209,92,115,18.8,46,0.24,4.23E+01,10,1264.195
10102,tgb,330493,8085471,0,bird,18.6,1,27.7,9.2,1562,84,100,19,34,0.38,2.43E+01,13,614.1588
10647,tgb,322063,8250349,0,bird,21.9,0.85,28.8,14.8,2493,87,158,18.5,36,0.35,4.40E+01,100,1400.989
10649,tgb,321182,8248958,0,bird,24,0.8,30.4,16.7,2025,98,86,18.9,55,0.17,1.83E+01,0,476.5774
10650,tgb,321220,8247791,0,bird,24.4,0.78,30.8,17.1,1957,100,77,19,58,0.15,2.66E+00,0,784.8478
10651,tgb,323502,8237911,0,bird,24.4,0.79,30.8,17.1,2074,100,86,18.9,55,0.16,0.00E+00,50,273.2618
10653,tgb,331328,8201727,0,bird,24.4,0.78,30.9,17.1,3170,85,199,18.1,32,0.41,2.65E+01,17,497.8373
10655,tgb,321392,8191678,0,bird,23.2,0.84,30.2,15.1,2264,90,125,18.6,42,0.27,3.39E+00,0,222.6679
10656,tgb,321817,8178477,0,bird,23.7,0.83,30.7,15.4,1963,96,91,18.9,52,0.19,5.39E+01,19,1405.041
10657,tgb,326516,8171777,0,bird,22.3,0.88,29.8,13.6,1598,98,77,19.2,55,0.17,1.76E+01,81,697.1693
10658,tgb,326517,8171677,0,bird,22.2,0.89,29.7,13.4,1593,97,77,19.2,55,0.17,2.07E+01,100,765.6148
10659,tgb,330417,8167977,0,bird,22.1,0.88,29.7,13.4,1615,97,80,19.2,54,0.18,7.17E+00,100,313.5427
10008,tgb,325938,8211648,0,bird,18.7,0.92,26.6,11.3,2924,78,235,18.1,18,0.66,4.40E+01,0,1866.648
10106,tgb,332047,8083104,0,bird,18,1.01,27,8.8,1922,80,134,18.7,24,0.55,1.28E+01,100,847.5258
10660,tgb,331204,8163725,0,bird,22.2,0.89,29.9,13.4,1535,99,73,19.3,57,0.16,6.06E+00,100,265.9229
10661,tgb,349110,8147733,0,bird,22,0.88,29.7,13.3,1864,92,103,18.9,45,0.24,0.00E+00,50,31.96873
10663,tgb,356632,8139056,0,bird,22.5,0.87,30,13.9,2034,91,115,18.8,43,0.26,0.00E+00,100,185.7148
10664,tgb,359219,8124135,0,bird,24,0.84,31.2,15.4,1945,98,91,18.9,53,0.19,1.18E+01,3,1250.663
10670,tgb,379712,8110874,0,bird,20.8,0.88,28.5,12.9,2953,77,218,18.1,20,0.61,4.66E+01,100,1871.56
10671,tgb,345495,8096066,0,bird,20.1,0.95,28.9,10.7,1306,95,62,19.4,51,0.18,1.97E+00,50,71.225
10673,tgb,369438,8093773,0,bird,23.7,0.87,31.2,14.9,2820,85,184,18.2,30,0.43,0.00E+00,0,471.6853
10674,tgb,355589,8093065,0,bird,19.9,0.94,28.5,11,1792,84,117,18.9,34,0.37,0.00E+00,0,70.54077
10675,tgb,353788,8089057,0,bird,19.8,0.95,28.4,10.7,1791,82,121,18.8,32,0.4,1.95E+01,56,318.2939
10676,tgb,367926,8053804,0,bird,21.8,0.95,30,12.4,3091,74,261,18,14,0.74,6.01E+00,0,419.5021
10107,tgb,354117,8082228,0,bird,20,0.96,28.7,10.8,1949,77,142,18.7,29,0.46,0.00E+00,0,80.13114
10677,tgb,368738,8053169,0,bird,21.8,0.95,30,12.4,3123,74,265,17.9,13,0.75,0.00E+00,0,332.2695
10678,tgb,347213,8052473,0,bird,18.6,1.01,27.6,9.3,2180,74,172,18.5,18,0.66,9.85E-01,22,324.6475
10679,tgb,380316,8047078,0,bird,22.7,0.93,30.5,13.6,3372,77,276,17.8,13,0.75,2.11E+01,21,387.0646
10680,tgb,380417,8047078,0,bird,22.7,0.93,30.5,13.7,3376,77,276,17.8,13,0.74,8.74E+00,0,341.8932
10683,tgb,366767,7989110,0,bird,20.8,1.03,29.6,10.9,1559,89,117,19.1,35,0.36,0.00E+00,50,51.45872
10684,tgb,380016,7987878,0,bird,22.7,0.9899999,30.9,12.8,2021,92,122,18.8,35,0.38,3.97E+01,34,1327.295
10685,tgb,380116,7987478,0,bird,23.1,0.98,31.3,13.1,2030,94,111,18.8,37,0.35,1.30E+01,8,705.0206
10686,tgb,376917,7987178,0,bird,21.6,1.01,30.1,11.9,1836,89,127,18.9,33,0.4,2.09E+01,0,1493.567
10687,tgb,367846,7987120,0,bird,20.8,1.04,29.6,10.9,1549,90,115,19.1,36,0.36,0.00E+00,50,48.6621
10688,tgb,377016,7986578,0,bird,21.3,1.02,29.8,11.6,1809,89,130,18.9,32,0.4,2.22E+01,100,1877.43
10108,tgb,349817,8080627,0,bird,19.9,0.97,28.7,10.5,1722,80,119,18.9,33,0.4,1.64E-01,100,105.8773
10689,tgb,378617,7985178,0,bird,23.7,0.98,31.8,13.6,1969,98,90,18.8,42,0.28,7.68E+00,57,164.6329
10690,tgb,381733,7978552,0,bird,23,0.9899999,31.2,13,1887,96,100,18.9,40,0.31,1.94E+01,64,643.3008
10695,tgb,406943,7956646,0,bird,20.1,1.04,28.6,11.1,2335,89,164,18.5,22,0.57,8.97E+00,0,801.0269
10699,tgb,420915,7898979,0,bird,21.3,1.07,29.8,11.5,1431,103,68,19.3,49,0.21,3.15E+01,24,1288.834
10700,tgb,437006,7878489,0,bird,20.1,1.11,29,10.5,1651,102,85,19.1,40,0.29,2.46E+01,100,1381.904
10701,tgb,436016,7872679,0,bird,21.1,1.1,29.9,11.1,1278,106,56,19.5,54,0.17,3.33E+00,0,180.6073
10702,tgb,335355,8089532,0,bird,19.2,0.98,28.2,9.7,1469,86,89,19.1,39,0.31,4.46E+01,21,1253.522
10703,tgb,362140,8085303,0,bird,20.2,0.94,28.6,11.3,2453,74,191,18.3,22,0.59,1.18E+01,89,388.8174
10704,tgb,350476,8081348,0,bird,20,0.96,28.8,10.6,1746,80,121,18.9,33,0.4,2.18E-01,0,85.73798
10705,tgb,359945,8056978,0,bird,20.9,0.97,29.4,11.4,2787,70,236,18.1,15,0.7,1.10E+01,76,395.1329
10109,tgb,344616,8079828,0,bird,19.8,0.97,28.8,10.2,1654,80,114,18.9,33,0.38,7.46E+00,9,191.0838
10707,tgb,412117,7899779,0,bird,19.4,1.12,28.6,9.8,2198,98,127,18.6,25,0.52,0.00E+00,0,168.2676
10708,tgb,439376,7877575,0,bird,22.3,1.06,30.6,12.3,1222,107,50,19.5,61,0.14,4.13E+01,20,1384.146
10709,tgb,312833,8287161,0,bird,24.6,0.73,31.1,17.7,1737,102,63,19.2,62,0.12,8.49E+00,12,493.9848
10713,tgb,330217,8233492,0,bird,23.4,0.81,29.9,16.3,2728,88,159,18.4,37,0.33,1.24E+01,0,473.5916
10716,tgb,320899,8203093,0,bird,24.4,0.8,31,16.6,2943,86,174,18.3,36,0.35,0.00E+00,50,105.2711
10717,tgb,320189,8202749,0,bird,24.4,0.8,31,16.6,2909,87,171,18.3,36,0.34,0.00E+00,50,59.58187
10718,tgb,321356,8201683,0,bird,24.1,0.81,30.8,16.3,2908,86,174,18.3,35,0.36,2.91E+01,29,766.1971
10720,tgb,321648,8190745,0,bird,23.1,0.85,30.1,15,2213,91,122,18.7,43,0.26,1.18E+01,85,395.7512
10725,tgb,322298,8166431,0,bird,22.1,0.9,29.9,13,1369,102,59,19.4,62,0.13,0.00E+00,0,41.48494
10726,tgb,322758,8164621,0,bird,22.1,0.9,29.9,13,1347,102,57,19.5,63,0.12,1.77E+00,95,78.36453
10111,tgb,360317,8079078,0,bird,19.8,0.96,28.3,10.8,2610,70,217,18.2,17,0.68,9.83E+00,0,236.2245
10727,tgb,323707,8164660,0,bird,22.1,0.9,29.9,13,1370,102,59,19.4,62,0.13,7.66E-01,100,185.4292
10728,tgb,322907,8164499,0,bird,22.1,0.9,29.9,13,1347,103,57,19.5,63,0.12,2.29E+00,70,76.03289
10729,tgb,327148,8164411,0,bird,22.2,0.89,29.9,13.2,1448,101,65,19.4,60,0.14,0.00E+00,50,6.708204
10730,tgb,330305,8164209,0,bird,22.3,0.88,29.9,13.5,1523,100,71,19.3,57,0.15,7.98E+00,29,122.7273
10731,tgb,322475,8162928,0,bird,22.1,0.9,30,12.9,1308,104,54,19.5,64,0.12,7.79E-01,85,55.25396
10734,tgb,360709,8140252,0,bird,24.5,0.8,31.2,16.5,1964,97,92,18.9,53,0.19,1.55E+00,97,306.6823
10736,tgb,358293,8134150,0,bird,24.2,0.82,31.2,15.9,1915,98,88,18.9,54,0.18,2.52E+01,18,921.3631
10737,tgb,358471,8133997,0,bird,24.4,0.81,31.4,16.1,1916,99,87,18.9,55,0.18,3.94E+00,0,831.3326
10738,tgb,362832,8132458,0,bird,24.1,0.82,31.1,15.9,2037,96,101,18.8,50,0.21,4.21E+01,48,487.3828
10739,tgb,364764,8131242,0,bird,24.3,0.81,31.2,16.3,2081,95,102,18.8,50,0.21,4.09E+00,33,183.9375
10112,tgb,343114,8078987,0,bird,19.6,0.98,28.5,10,1781,76,132,18.8,30,0.44,1.15E+01,44,248.3304
10740,tgb,365226,8128478,0,bird,24.4,0.81,31.3,16.3,2091,96,102,18.8,50,0.21,5.21E-01,24,43.27817
10744,tgb,354093,8091795,0,bird,19.8,0.95,28.4,10.8,1779,83,118,18.9,33,0.38,1.81E+01,75,438.9818
10747,tgb,348704,8081076,0,bird,19.8,0.97,28.6,10.4,1682,81,116,18.9,33,0.39,3.35E-01,100,121.9139
10749,tgb,389126,8058082,0,bird,22.7,0.91,30.3,14.2,3505,77,274,17.8,14,0.74,1.01E+01,99,521.2476
10750,tgb,398528,8041288,0,bird,23.4,0.9,30.8,14.8,3362,77,249,17.9,17,0.66,0.00E+00,50,3.162278
10751,tgb,396691,8037591,0,bird,23.5,0.91,30.9,14.7,3383,77,254,17.9,17,0.67,0.00E+00,50,0
10752,tgb,395925,8037433,0,bird,23.5,0.91,30.9,14.7,3396,77,256,17.9,17,0.67,0.00E+00,50,0
10754,tgb,392453,8026196,0,bird,23.3,0.93,30.9,14.2,3504,76,275,17.8,14,0.73,7.44E+00,7,629.6054
10755,tgb,401291,8024221,0,bird,23.4,0.92,30.9,14.6,3237,78,238,18,18,0.65,0.00E+00,50,240.4537
10756,tgb,401315,8019818,0,bird,23.6,0.92,31,14.6,3145,80,227,18,20,0.62,0.00E+00,0,42.59108
10114,tgb,343916,8078877,0,bird,19.7,0.98,28.6,10.1,1768,77,130,18.8,30,0.44,9.51E+00,73,310.3627
10757,tgb,392127,8005170,0,bird,23.7,0.94,31.5,14.3,2761,86,187,18.2,26,0.51,7.24E-02,50,1
10758,tgb,386952,7995120,0,bird,23.8,0.96,31.6,14,2225,95,110,18.6,37,0.34,3.83E-01,50,14.24781
10761,tgb,378316,7984578,0,bird,23.6,0.98,31.8,13.5,1954,98,90,18.8,42,0.28,3.35E+00,3,372.768
10762,tgb,386754,7983562,0,bird,23.8,0.97,31.8,13.9,2041,99,91,18.8,43,0.28,3.47E-01,72,14.4222
10763,tgb,428174,7950074,0,bird,23.9,0.95,31.3,14.6,2036,96,109,18.8,42,0.28,2.89E-01,44,11.22497
10765,tgb,422315,7897279,0,bird,21.8,1.06,30.3,11.9,1369,104,61,19.4,53,0.18,2.05E+01,5,1286.529
10767,tgb,436996,7873140,0,bird,21.1,1.1,29.8,11.1,1302,106,57,19.4,53,0.17,5.50E+00,11,277.6058
10769,tgb,329372,8171561,0,bird,22.9,0.86,30.2,14.5,1714,98,80,19.1,55,0.17,2.56E+01,0,1011.829
10770,tgb,332974,8166056,0,bird,22.6,0.87,30,14,1635,98,78,19.2,55,0.17,6.84E+00,67,977.3433
10771,tgb,321699,8156650,0,bird,22.2,0.91,30.2,12.7,1186,108,44,19.7,70,0.09,0.00E+00,50,42.81355
10118,tgb,351666,8078078,0,bird,19.9,0.97,28.7,10.6,1936,76,145,18.7,28,0.48,0.00E+00,0,91.12629
10772,tgb,347320,8149565,0,bird,22.1,0.88,29.8,13.4,1790,93,96,19,48,0.22,0.00E+00,50,26.98148
10773,tgb,353670,8143647,0,bird,22,0.88,29.7,13.4,1997,90,114,18.8,42,0.27,4.73E+00,100,308.8236
10774,tgb,361407,8142193,0,bird,24.5,0.8,31.2,16.6,1979,97,94,18.9,53,0.19,1.75E+01,3,546.13
10775,tgb,336768,8093785,0,bird,19.7,0.97,28.8,10,1307,92,66,19.4,48,0.2,3.40E+00,13,136.9671
10776,tgb,331126,8082918,0,bird,18.2,1.01,27.2,8.900001,1775,82,119,18.8,27,0.49,1.26E+01,81,534.972
10777,tgb,346484,8078521,0,bird,19.8,0.97,28.7,10.3,1731,78,123,18.9,32,0.41,2.11E+00,0,176.1846
10778,tgb,353206,8071408,0,bird,19.8,0.97,28.5,10.5,2357,70,195,18.3,19,0.63,3.02E+00,40,214.2218
10779,tgb,340207,8043581,0,bird,18.8,1.03,28,9.2,1715,79,121,18.9,26,0.5,1.12E+01,35,307.8506
10780,tgb,343361,8043483,0,bird,18.7,1.03,27.8,9.2,1890,77,137,18.8,23,0.56,6.60E+00,100,290.6682
10781,tgb,341795,8036708,0,bird,20.3,1.02,29.4,10.1,1756,76,134,18.9,27,0.48,6.29E-01,0,414.5721
10119,tgb,371608,8078105,0,bird,18,0.97,26.5,9.900001,4029,67,365,17.5,1,0.98,4.28E+01,54,1300.954
10782,tgb,367917,7989252,0,bird,20.8,1.03,29.6,10.9,1593,88,120,19.1,34,0.37,0.00E+00,50,159.9719
10783,tgb,422057,7898411,0,bird,20.9,1.08,29.5,11.2,1531,103,75,19.2,45,0.24,3.44E+01,100,1397.453
10784,tgb,479815,7882490,0,bird,23.9,0.97,30.7,14.6,1259,107,52,19.4,64,0.13,4.65E+00,3,296.4625
10785,tgb,479539,7868443,0,bird,23.9,1,31,14.1,1091,109,44,19.6,71,0.09999999,7.17E-02,50,2.236068
