siteid,spid,x,y,occ,group,sabio1,sabio2,sabio4,sabio5,sabio6,sabio7,sabio8,sabio12,sabio15,sabio17,sabio18
100273,tgb,-70.75,-13.283,0,plant,219,102,913,282,148,134,225,5406,43,636,1343
100275,tgb,-70.683,-12.45,0,plant,249,95,589,307,188,119,251,5213,35,656,1307
100276,tgb,-70.666,-0.5,0,plant,259,85,477,312,209,103,261,3168,14,636,649
100277,tgb,-70.5,-3.916,0,plant,259,93,383,312,202,110,260,3178,22,509,683
100022,tgb,-78.766,0.2,0,plant,221,119,295,287,153,134,225,2458,50,199,885
100278,tgb,-70.5,-0.25,0,plant,258,85,467,310,208,102,260,3204,15,632,641
100280,tgb,-70.25,-7.5,0,plant,258,108,451,319,189,130,260,2730,43,204,589
100281,tgb,-70.05,1.133,0,plant,255,92,480,314,204,110,249,3530,27,564,573
100282,tgb,-70,-8,0,plant,254,113,523,318,181,137,256,2676,46,172,548
100283,tgb,-69.75,-13.5,0,plant,244,113,1200,313,161,152,252,3954,46,392,1269
100284,tgb,-69.666,-13.2,0,plant,253,108,1070,320,177,143,260,4414,45,455,1151
100285,tgb,-69.616,-11.5,0,plant,244,112,1095,317,150,167,251,2187,45,155,644
100287,tgb,-69.416,-1.416,0,plant,255,85,393,304,206,98,255,3691,19,604,820
100288,tgb,-69.416,-1.25,0,plant,255,86,399,304,206,98,255,3644,18,616,788
100290,tgb,-69.333,-12.55,0,plant,255,112,1025,327,174,153,261,3021,47,247,832
100023,tgb,-78.75,-6.333,0,plant,154,135,716,229,68,161,160,897,39,84,321
100291,tgb,-69.333,-11.2,0,plant,245,112,1043,318,151,167,251,1844,50,89,566
100293,tgb,-69.283,-12.983,0,plant,255,111,1064,325,176,149,262,3233,48,277,875
100296,tgb,-69.25,-12.433,0,plant,253,113,1043,325,171,154,260,2741,48,211,765
100297,tgb,-69.2,-12.516,0,plant,255,113,1043,327,173,154,262,2698,48,203,752
100299,tgb,-69.116,-9.716,0,plant,249,120,751,317,162,155,254,2079,53,82,604
100305,tgb,-69,-10,0,plant,251,115,761,320,165,155,256,2007,53,76,588
100311,tgb,-68.666,-12.5,0,plant,258,114,1115,333,173,160,266,2097,52,136,597
100312,tgb,-68.666,-11.95,0,plant,254,112,1148,331,166,165,262,1956,51,117,432
100313,tgb,-68.65,-18.116,0,plant,76,187,2596,191,-70,261,100,439,112,0,239
100314,tgb,-68.616,-11.85,0,plant,254,111,1134,329,166,163,261,1927,51,113,428
100001,tgb,-80.816,-1.566,0,plant,248,70,1171,298,194,104,261,355,78,25,178
100024,tgb,-78.716,-4.3,0,plant,219,112,531,291,154,137,219,2515,14,490,521
100315,tgb,-68.6,-12.1,0,plant,253,112,1141,329,166,163,260,1968,51,120,429
100316,tgb,-68.333,-10.75,0,plant,257,103,866,326,178,148,262,2118,52,108,459
100317,tgb,-68.283,-12.016,0,plant,255,111,1120,330,168,162,262,1887,52,115,408
100318,tgb,-68.25,-12.016,0,plant,256,111,1111,331,169,162,263,1879,52,114,406
100320,tgb,-68.2,-13.716,0,plant,254,107,1249,324,176,148,261,2080,50,176,545
100321,tgb,-68.1,-16.133,0,plant,151,132,1435,234,45,189,162,940,64,39,351
100322,tgb,-68.066,-14.333,0,plant,214,98,1268,279,141,138,221,2059,46,203,536
100323,tgb,-68.033,-9.65,0,plant,256,112,695,321,177,144,259,2214,50,124,806
100324,tgb,-68.016,-16.05,0,plant,203,130,1407,284,101,183,214,1054,62,49,389
100325,tgb,-68.016,-11.983,0,plant,259,112,1090,336,173,163,266,1857,52,116,397
100025,tgb,-78.666,-4.333,0,plant,227,113,533,300,164,136,228,2640,13,514,545
100326,tgb,-68,-3.3,0,plant,255,91,348,309,203,106,253,3147,18,503,601
100327,tgb,-67.983,-11.733,0,plant,260,110,1067,335,173,162,266,1897,51,117,411
100328,tgb,-67.945,-11.601,0,plant,258,108,1052,333,172,161,264,1930,51,119,419
100331,tgb,-67.75,-16.333,0,plant,135,128,1303,216,36,180,144,1176,58,59,432
100333,tgb,-67.75,-2.767,0,plant,252,91,354,306,201,105,251,3407,15,599,656
100334,tgb,-67.733,-16.216,0,plant,198,127,1293,278,101,177,208,1254,57,66,458
100335,tgb,-67.733,-16.183,0,plant,215,127,1282,294,118,176,225,1268,57,68,463
100336,tgb,-67.733,-15.733,0,plant,223,114,1292,295,133,162,232,1666,52,115,593
100337,tgb,-67.733,-11.116,0,plant,261,106,915,332,179,153,266,2155,49,139,461
100339,tgb,-67.7,-16.083,0,plant,228,123,1243,304,133,171,237,1397,55,81,506
100026,tgb,-78.666,0.166,0,plant,208,123,246,277,137,140,211,2000,49,146,719
100340,tgb,-67.616,-16.016,0,plant,236,120,1207,310,144,166,245,1557,54,98,559
100341,tgb,-67.616,-12.45,0,plant,260,115,1077,337,172,165,267,1796,55,121,508
100342,tgb,-67.533,-14.45,0,plant,254,113,1389,328,167,161,263,2126,46,217,503
100343,tgb,-67.5,-15.5,0,plant,245,108,1334,314,158,156,255,1980,47,164,678
100345,tgb,-67.366,-16.533,0,plant,212,136,1296,295,109,186,222,1306,59,65,473
100346,tgb,-67.333,-16.666,0,plant,148,139,1407,235,40,195,158,1224,61,58,447
100348,tgb,-67.266,0.1,0,plant,263,89,413,315,213,102,260,3190,17,557,557
100355,tgb,-67.083,-14.833,0,plant,254,108,1430,326,165,161,263,2040,45,203,509
100357,tgb,-67,-0.183,0,plant,266,83,451,315,217,98,262,3138,17,531,620
100358,tgb,-66.983,-11.333,0,plant,265,112,903,340,178,162,269,1964,51,127,423
100027,tgb,-78.666,1.083,0,plant,260,84,353,309,213,96,265,3373,24,565,1029
100359,tgb,-66.933,-15.033,0,plant,255,105,1472,326,166,160,265,2094,45,200,538
100360,tgb,-66.683,-10.666,0,plant,264,109,752,335,180,155,267,2295,51,124,479
100361,tgb,-66.666,-14.833,0,plant,254,106,1535,326,162,164,264,2022,48,180,505
100362,tgb,-66.5,-14.75,0,plant,253,107,1559,327,160,167,263,2004,50,169,497
100364,tgb,-66.416,-14.816,0,plant,253,107,1602,326,159,167,263,2047,50,170,511
100365,tgb,-66.416,-0.416,0,plant,266,84,443,314,217,97,262,3013,17,513,589
100366,tgb,-66.383,-14.833,0,plant,253,107,1612,325,158,167,263,2061,50,171,514
100367,tgb,-66.366,-14.65,0,plant,252,109,1586,325,157,168,262,1977,51,158,491
100368,tgb,-66.333,-14.75,0,plant,252,108,1640,325,156,169,262,2026,51,164,504
100370,tgb,-66.25,-11.033,0,plant,265,114,799,341,176,165,267,1938,56,80,392
100030,tgb,-78.2,-2.366,0,plant,212,105,487,276,154,122,209,2405,24,389,422
100371,tgb,-66.166,-11.25,0,plant,266,115,820,344,177,167,268,1844,58,77,368
100372,tgb,-66.166,-11.133,0,plant,267,115,801,344,178,166,269,1885,58,75,376
100374,tgb,-66.1,-11.133,0,plant,266,115,798,343,178,165,268,1877,58,71,371
100375,tgb,-66.1,-11.033,0,plant,266,114,756,344,180,164,269,1910,58,70,377
100378,tgb,-66.083,-3.5,0,plant,262,91,344,317,209,108,262,3201,25,451,616
100381,tgb,-66,-10.933,0,plant,266,113,722,343,182,161,267,1916,59,65,377
100382,tgb,-66,-3.217,0,plant,260,92,337,315,207,108,259,3184,23,465,604
100384,tgb,-65.933,-0.283,0,plant,267,86,402,316,218,98,263,2911,17,511,656
100386,tgb,-65.916,-0.25,0,plant,268,86,407,317,219,98,263,2915,17,513,566
100387,tgb,-65.9,-11.083,0,plant,266,113,729,344,183,161,267,1859,59,61,362
100031,tgb,-78.166,-3.5,0,plant,191,105,583,261,132,129,188,3176,14,622,672
100389,tgb,-65.833,-11.083,0,plant,266,113,710,344,184,160,267,1847,60,59,358
100390,tgb,-65.833,-11.05,0,plant,265,112,697,343,184,159,266,1853,59,59,360
100391,tgb,-65.71,-9.1,0,plant,261,105,520,326,191,135,260,2005,56,74,255
100392,tgb,-65.583,-1.833,0,plant,260,93,333,312,208,104,257,3086,19,542,559
100394,tgb,-65.366,-10.816,0,plant,267,108,705,345,188,157,264,1819,59,51,358
100397,tgb,-65.333,-9.666,0,plant,264,104,589,333,196,137,262,1916,57,67,233
100400,tgb,-65.017,-11.9,0,plant,267,117,704,351,181,170,266,1756,61,39,334
100402,tgb,-64.966,-14.766,0,plant,258,114,1551,334,160,174,269,2189,53,145,585
100403,tgb,-64.883,-14.8,0,plant,259,114,1533,335,161,174,270,2207,53,147,592
100404,tgb,-64.87,-7.2,0,plant,264,101,326,328,197,131,263,2638,45,163,530
100032,tgb,-77.966,-5.916,0,plant,199,111,421,265,131,134,200,843,26,120,207
100407,tgb,-64.833,-3.333,0,plant,268,90,273,321,217,104,266,2842,25,397,460
100408,tgb,-64.8,-14.816,0,plant,259,113,1523,335,162,173,270,2206,53,147,595
100409,tgb,-64.8,-2.3,0,plant,264,93,306,318,211,107,261,3799,19,657,695
100410,tgb,-64.783,-3.583,0,plant,268,88,264,321,219,102,266,2639,27,347,409
100412,tgb,-64.7,-15.616,0,plant,254,102,1791,323,157,166,268,3093,48,278,1053
100413,tgb,-64.7,-3.39,0,plant,269,89,273,322,218,104,266,2727,26,370,434
100414,tgb,-64.656,-12.486,0,plant,264,121,736,350,178,172,265,1706,62,35,327
100416,tgb,-64.466,-19.583,0,plant,186,120,2228,265,79,186,205,808,77,19,307
100417,tgb,-64.433,-22.166,0,plant,198,151,3781,305,42,263,235,1455,71,32,653
100418,tgb,-64.416,-22.083,0,plant,204,152,3716,312,49,263,241,1403,73,29,632
100034,tgb,-77.75,-5.833,0,plant,118,92,445,178,57,121,118,1200,21,190,298
100420,tgb,-64.367,-9.367,0,plant,260,103,602,328,188,140,259,2314,52,101,307
100422,tgb,-64.3,-21.45,0,plant,155,147,3374,258,2,256,189,998,75,15,460
100423,tgb,-64.25,-21.333,0,plant,183,148,3401,286,29,257,217,940,76,12,433
100424,tgb,-64.233,-12.416,0,plant,259,122,683,346,174,172,260,1733,62,34,330
100425,tgb,-64.133,-13.35,0,plant,260,123,907,344,172,172,264,1666,61,51,335
100426,tgb,-64.133,-12.5,0,plant,261,122,695,347,175,172,262,1723,62,36,331
100427,tgb,-64.05,-18.016,0,plant,184,117,1797,258,89,169,201,884,56,71,367
100428,tgb,-64.033,-21.333,0,plant,220,144,3531,324,67,257,249,965,75,9,432
100429,tgb,-64.033,-17.95,0,plant,188,116,1812,261,93,168,205,964,54,83,394
100430,tgb,-64,-9,0,plant,260,103,606,328,184,144,258,2405,53,99,317
100041,tgb,-77.416,4.25,0,plant,253,60,310,292,220,72,250,8460,26,1211,1698
100432,tgb,-63.733,-17.675,0,plant,239,108,2073,311,145,166,258,1448,46,154,546
100433,tgb,-63.733,-17.566,0,plant,245,107,2106,317,151,166,264,1598,49,166,612
100434,tgb,-63.733,-17.551,0,plant,245,107,2095,317,150,167,264,1611,49,167,618
100435,tgb,-63.733,-14.666,0,plant,258,117,1383,337,164,173,269,1675,58,97,489
100436,tgb,-63.725,-17.666,0,plant,239,108,2082,311,145,166,258,1464,46,156,551
100438,tgb,-63.7,-17.45,0,plant,244,105,2141,315,150,165,264,1756,50,179,677
100439,tgb,-63.666,-17.416,0,plant,246,104,2161,318,152,166,266,1777,50,181,684
100440,tgb,-63.616,-17.683,0,plant,245,106,2148,318,151,167,264,1451,44,157,533
100441,tgb,-63.616,-17.583,0,plant,245,105,2167,317,151,166,264,1567,46,166,586
100442,tgb,-63.616,-17.416,0,plant,245,104,2204,317,150,167,265,1748,49,179,667
100043,tgb,-77.333,-0.5,0,plant,244,94,496,300,191,109,241,3753,19,702,809
100443,tgb,-63.616,-10.583,0,plant,252,114,523,329,176,153,251,2551,55,96,322
100444,tgb,-63.616,-10.566,0,plant,253,114,530,330,178,152,252,2558,55,96,322
100446,tgb,-63.583,-17.7,0,plant,244,105,2175,316,150,166,264,1437,44,155,525
100447,tgb,-63.583,-10.583,0,plant,249,114,509,326,174,152,248,2570,55,95,324
100448,tgb,-63.533,-18.166,0,plant,231,113,2109,309,134,175,249,1079,52,83,393
100449,tgb,-63.533,-17.766,0,plant,244,105,2173,316,150,166,263,1377,43,147,497
100452,tgb,-63.5,-18.1,0,plant,237,112,2149,314,142,172,256,1121,49,95,404
100453,tgb,-63.5,-8.45,0,plant,263,102,567,331,189,142,260,2504,56,101,476
100455,tgb,-63.433,-17.666,0,plant,244,103,2231,317,151,166,263,1471,44,157,515
100457,tgb,-63.416,-20.05,0,plant,227,132,3052,323,100,223,255,945,75,25,376
100002,tgb,-80.766,-1.683,0,plant,246,72,1193,298,192,106,260,403,83,26,212
100044,tgb,-77.333,-0.166,0,plant,222,98,504,282,168,114,219,3833,15,753,795
100458,tgb,-63.416,-17.683,0,plant,243,103,2223,315,150,165,262,1458,44,156,513
100459,tgb,-63.341,-17.716,0,plant,244,103,2239,318,152,166,264,1430,44,153,512
100460,tgb,-63.341,-14.716,0,plant,256,119,1419,335,160,175,267,1531,60,84,458
100462,tgb,-63.266,-17.35,0,plant,245,104,2270,320,150,170,265,1514,47,158,548
100463,tgb,-63.25,-17.816,0,plant,244,104,2247,318,151,167,264,1363,45,145,499
100464,tgb,-63.25,-17.566,0,plant,244,104,2240,319,151,168,264,1459,46,155,538
100465,tgb,-63.216,-18.025,0,plant,242,109,2232,319,148,171,262,1209,48,117,451
100466,tgb,-63.2,-18.041,0,plant,243,110,2246,320,148,172,263,1196,48,115,448
100467,tgb,-63.2,-17.783,0,plant,244,104,2238,319,152,167,264,1370,45,149,507
100468,tgb,-63.183,-17.866,0,plant,244,106,2221,320,153,167,264,1316,46,140,490
100045,tgb,-77.316,-0.35,0,plant,246,96,503,304,192,112,242,3797,17,733,805
100469,tgb,-63.183,-17.85,0,plant,244,105,2242,319,152,167,264,1329,46,143,494
100472,tgb,-63.166,-15.8,0,plant,256,111,1862,330,162,168,272,1333,54,109,360
100476,tgb,-63.1,-15.566,0,plant,256,114,1806,332,160,172,271,1284,56,97,357
100479,tgb,-63.033,-15.583,0,plant,255,115,1793,330,158,172,269,1258,57,93,351
100480,tgb,-63.017,-7.55,0,plant,264,103,506,338,193,145,261,2483,50,127,292
100481,tgb,-63.008,-17.733,0,plant,245,114,2138,324,154,170,264,1266,48,141,487
100482,tgb,-62.983,-17.75,0,plant,245,115,2131,325,154,171,264,1245,48,138,481
100485,tgb,-62.883,-17.7,0,plant,247,121,2061,329,153,176,265,1175,49,130,460
100486,tgb,-62.867,-8.083,0,plant,263,103,560,336,188,148,262,2471,54,106,469
100487,tgb,-62.8,-10.233,0,plant,250,118,496,332,166,166,249,2468,59,57,295
100046,tgb,-77.283,-4.366,0,plant,267,87,348,325,216,109,267,2994,10,592,715
100490,tgb,-62.483,-16.6,0,plant,248,123,1748,327,152,175,262,1216,54,95,326
100491,tgb,-62.3,-18.766,0,plant,251,135,2403,348,141,207,273,610,54,37,208
100493,tgb,-62.083,-16.133,0,plant,235,133,1728,319,129,190,248,1313,53,83,480
100494,tgb,-62.05,-16.133,0,plant,235,134,1736,320,128,192,248,1315,54,81,386
100496,tgb,-61.848,-16.184,0,plant,237,139,1747,326,126,200,250,1313,54,77,389
100498,tgb,-61.833,-16.216,0,plant,235,139,1730,324,125,199,248,1313,54,77,482
100499,tgb,-61.833,-6.133,0,plant,265,94,409,326,206,120,260,2608,42,198,630
100501,tgb,-61.8,-0.15,0,plant,272,97,343,325,216,109,267,2414,35,353,438
100502,tgb,-61.783,-17.066,0,plant,241,138,1791,332,133,199,255,1106,54,87,321
100503,tgb,-61.75,-15.833,0,plant,238,141,1676,328,125,203,250,1369,57,65,415
100047,tgb,-77.2,3.916,0,plant,259,74,322,305,219,86,256,8080,28,1102,1247
100504,tgb,-61.68,-16.52,0,plant,236,142,1748,328,124,204,249,1251,54,79,366
100505,tgb,-61.667,3.417,0,plant,267,110,512,330,204,126,260,1858,65,174,259
100506,tgb,-61.666,-16.5,0,plant,236,142,1743,328,124,204,249,1255,54,78,367
100507,tgb,-61.6,-1.45,0,plant,273,92,348,328,220,108,269,2333,28,363,363
100508,tgb,-61.5,-14.533,0,plant,241,140,1226,329,133,196,249,2011,69,47,407
100510,tgb,-61.492,-14.605,0,plant,235,140,1242,324,127,197,243,1964,69,47,397
100512,tgb,-61.466,-14.516,0,plant,240,140,1202,328,132,196,248,2035,69,47,412
100515,tgb,-61.383,-1.833,0,plant,273,90,374,328,222,106,269,2611,32,367,378
100516,tgb,-61.366,-13.733,0,plant,236,136,862,322,135,187,241,2530,71,44,522
100517,tgb,-61.351,-14.597,0,plant,241,141,1233,331,132,199,249,2002,69,47,403
100049,tgb,-77.133,4.2,0,plant,259,71,307,302,221,81,256,7335,25,1081,1498
100518,tgb,-61.333,-13.666,0,plant,236,136,848,322,135,187,241,2557,71,44,529
100519,tgb,-61.267,1.55,0,plant,274,100,573,334,213,121,265,1849,65,161,201
100522,tgb,-61.203,-14.575,0,plant,243,142,1228,333,132,201,250,2046,69,48,411
100523,tgb,-61.2,-2.65,0,plant,270,86,456,325,222,103,266,2825,37,303,358
100524,tgb,-61.161,-14.346,0,plant,240,140,1120,329,132,197,247,2230,70,47,450
100525,tgb,-61.16,-14.705,0,plant,243,143,1290,334,131,203,251,1949,68,49,389
100527,tgb,-61.159,-14.343,0,plant,240,140,1120,329,132,197,247,2230,70,47,450
100529,tgb,-61.15,-3.7,0,plant,272,85,453,326,225,101,267,2471,34,285,323
100535,tgb,-61.126,-14.703,0,plant,243,143,1263,334,131,203,251,1951,68,49,388
100538,tgb,-61.041,-14.763,0,plant,243,144,1292,334,130,204,251,1913,67,49,380
100050,tgb,-77.116,7.45,0,plant,269,86,375,325,220,105,269,3237,49,208,372
100541,tgb,-61.033,-11.2,0,plant,233,131,464,326,136,190,233,2282,64,46,246
100542,tgb,-61.028,-14.779,0,plant,243,144,1315,335,130,205,251,1900,67,50,376
100544,tgb,-61.016,-14.533,0,plant,241,142,1204,331,130,201,248,2091,68,50,418
100547,tgb,-61.008,-13.55,0,plant,236,136,782,322,135,187,240,2662,70,48,551
100548,tgb,-61,-13.55,0,plant,236,136,778,322,135,187,239,2663,70,48,551
100549,tgb,-61,-13.5,0,plant,236,135,758,322,136,186,239,2638,69,49,546
100550,tgb,-60.983,-16.35,0,plant,235,150,1777,334,112,222,246,1354,58,68,267
100551,tgb,-60.983,-13.766,0,plant,231,137,869,317,128,189,236,2647,70,49,544
100552,tgb,-60.971,-16.459,0,plant,231,148,1785,330,110,220,243,1353,58,72,267
100553,tgb,-60.95,-15.5,0,plant,244,149,1568,340,125,215,254,1545,63,55,298
100051,tgb,-77.083,-0.333,0,plant,248,96,489,307,194,113,245,3791,16,760,882
100554,tgb,-60.933,-13.583,0,plant,236,136,778,322,134,188,239,2655,69,49,548
100555,tgb,-60.933,-2.416,0,plant,273,86,450,328,225,103,269,2852,36,320,374
100557,tgb,-60.92,-1.4,0,plant,271,90,398,327,220,107,267,2580,36,369,371
100558,tgb,-60.9,-13.65,0,plant,216,134,788,301,115,186,219,2673,69,51,553
100559,tgb,-60.883,-14.583,0,plant,241,143,1222,331,128,203,248,2044,67,51,406
100560,tgb,-60.883,-14.55,0,plant,238,142,1202,328,127,201,245,2072,68,52,412
100562,tgb,-60.856,-14.606,0,plant,241,143,1242,331,128,203,248,2022,67,51,400
100563,tgb,-60.847,-13.632,0,plant,236,136,820,322,134,188,240,2623,69,50,541
100564,tgb,-60.831,-13.653,0,plant,227,136,823,312,125,187,231,2624,69,51,541
100566,tgb,-60.814,-13.906,0,plant,221,137,909,308,117,191,226,2553,69,52,522
100052,tgb,-77.066,8.016,0,plant,266,78,304,315,222,93,265,2493,44,199,347
100568,tgb,-60.8,-13.65,0,plant,236,136,810,322,133,189,240,2592,68,50,533
100570,tgb,-60.787,-14.641,0,plant,238,143,1253,328,125,203,245,1993,67,52,393
100574,tgb,-60.716,-14.633,0,plant,213,141,1210,302,102,200,219,2016,66,56,399
100576,tgb,-60.62,-19.296,0,plant,247,137,2585,342,129,213,264,696,51,39,243
100577,tgb,-60.616,-18.7,0,plant,246,134,2307,339,134,205,265,859,51,54,258
100578,tgb,-60.553,-13.368,0,plant,223,133,699,309,124,185,226,2375,63,57,501
100580,tgb,-60.5,3.033,0,plant,274,99,612,334,215,119,265,1528,83,66,158
100581,tgb,-60.4,-13.983,0,plant,237,139,967,324,130,194,242,2322,65,54,465
100583,tgb,-60.4,-5.117,0,plant,269,89,402,326,215,111,264,2740,40,249,472
100584,tgb,-60.4,-3.8,0,plant,273,84,468,329,226,103,268,2404,38,246,269
100053,tgb,-77.066,8.033,0,plant,266,78,304,315,222,93,265,2474,43,199,346
100585,tgb,-60.383,-14.816,0,plant,208,142,1279,297,95,202,215,1836,64,62,353
100586,tgb,-60.317,3.367,0,plant,274,98,572,332,217,115,266,1460,87,53,150
100587,tgb,-60.283,-3.417,0,plant,275,83,458,330,228,102,270,2447,42,226,257
100588,tgb,-60.25,-2.516,0,plant,274,84,497,329,226,103,270,2617,30,338,406
100590,tgb,-60,-3,0,plant,273,83,497,329,226,103,269,2360,37,233,307
100591,tgb,-59.916,-7.25,0,plant,260,103,432,333,181,152,256,2434,47,124,673
100592,tgb,-59.9,-2.416,0,plant,270,84,475,325,222,103,266,2510,28,326,412
100593,tgb,-59.766,-18.333,0,plant,254,130,2157,343,150,193,273,1239,46,100,428
100594,tgb,-59.733,-18.35,0,plant,253,131,2157,341,148,193,272,1241,46,100,429
100596,tgb,-59.666,-15.166,0,plant,246,142,1476,330,132,198,255,1689,64,56,293
100054,tgb,-77.033,-0.583,0,plant,244,94,464,300,190,110,241,3706,18,721,890
100597,tgb,-59.533,-1.833,0,plant,275,85,481,331,227,104,271,2720,41,325,325
100598,tgb,-59.466,-18.533,0,plant,256,135,2208,346,148,198,275,1222,47,94,419
100600,tgb,-59,-9,0,plant,256,119,531,343,157,186,256,2478,60,70,448
100601,tgb,-59,-1,0,plant,269,87,512,327,221,106,265,2631,46,270,270
100602,tgb,-58.75,-3,0,plant,266,86,419,323,217,106,262,2454,46,244,244
100603,tgb,-58.3,-12.933,0,plant,248,140,990,335,131,204,252,2405,66,43,504
100606,tgb,-57.916,-7.25,0,plant,265,110,409,348,175,173,263,2765,55,101,534
100608,tgb,-57.833,-4.583,0,plant,268,93,400,329,208,121,264,2603,44,250,296
100610,tgb,-57.75,-3.383,0,plant,272,88,461,330,221,109,267,2404,35,287,287
100612,tgb,-57.683,-3.316,0,plant,272,88,480,331,222,109,267,2415,35,284,284
100004,tgb,-80.716,-1.583,0,plant,223,76,1088,274,167,107,235,494,81,28,257
100055,tgb,-77.033,3.916,0,plant,266,82,303,315,223,92,263,6302,28,875,1003
100615,tgb,-57.6,-17.833,0,plant,265,118,2095,348,167,181,280,1369,56,79,517
100616,tgb,-57.583,-7.583,0,plant,264,114,421,351,170,181,262,2952,55,96,614
100617,tgb,-57.55,-22.167,0,plant,250,111,3022,339,144,195,278,1470,35,150,447
100618,tgb,-57.533,-17.866,0,plant,262,116,2082,346,166,180,278,1365,57,77,517
100619,tgb,-57.516,-7.583,0,plant,264,114,441,352,170,182,262,2965,55,94,626
100620,tgb,-57.5,-19.183,0,plant,237,100,2262,310,152,158,257,1301,53,91,480
100621,tgb,-57.333,-7.75,0,plant,259,117,466,349,164,185,257,2959,56,89,417
100622,tgb,-57.183,-15.017,0,plant,259,125,1250,332,149,183,266,1874,62,57,707
100623,tgb,-56.916,-17.25,0,plant,267,117,1909,355,168,187,280,1386,61,57,274
100624,tgb,-56.833,-21,0,plant,222,111,2596,305,118,187,246,1539,40,144,512
100056,tgb,-77,-0.5,0,plant,246,95,476,304,192,112,243,3707,17,735,889
100627,tgb,-56.71,-2.64,0,plant,276,84,606,336,231,105,271,2513,46,199,199
100628,tgb,-56.65,-2.167,0,plant,275,83,614,335,230,105,270,2573,53,159,159
100629,tgb,-56.633,-9.933,0,plant,256,136,654,355,156,199,253,2620,62,45,317
100630,tgb,-56.517,-14.5,0,plant,260,128,835,335,160,175,263,1940,62,40,631
100634,tgb,-56.283,-15.733,0,plant,258,115,1451,336,153,183,269,1474,59,46,580
100635,tgb,-56.267,-14.733,0,plant,252,114,1059,317,161,156,261,1690,56,61,623
100638,tgb,-56.033,-21.483,0,plant,239,118,2546,322,127,195,260,1536,35,153,430
100639,tgb,-56,-1.5,0,plant,275,92,692,340,226,114,269,2676,47,260,260
100644,tgb,-55.804,-15.29,0,plant,228,109,1341,299,133,166,240,1637,56,57,625
100646,tgb,-55.75,2.333,0,plant,241,97,682,314,190,124,237,1902,57,142,142
100057,tgb,-77,-0.433,0,plant,247,95,467,304,193,111,244,3729,17,746,890
100647,tgb,-55.7,-11.7,0,plant,252,143,917,363,145,218,252,2056,67,14,236
100648,tgb,-55.65,-22.45,0,plant,220,124,2534,305,107,198,242,1566,32,168,468
100649,tgb,-55.65,-10.283,0,plant,255,144,728,361,152,209,250,2498,62,46,323
100652,tgb,-55.517,-3.733,0,plant,262,98,537,326,203,123,256,2220,51,190,249
100654,tgb,-55.383,-12.3,0,plant,248,145,932,356,138,218,248,2161,69,11,468
100655,tgb,-55.166,-11.3,0,plant,251,148,820,362,141,221,249,2156,67,12,256
100656,tgb,-55,-9,0,plant,240,141,676,350,141,209,237,2894,63,37,365
100657,tgb,-54.95,-15.983,0,plant,249,125,1591,340,139,201,259,1927,65,31,418
100658,tgb,-54.95,-8.75,0,plant,246,139,674,354,149,205,238,2884,62,39,358
100659,tgb,-54.917,-30.25,0,plant,193,114,4019,310,86,224,212,1696,8,353,376
100058,tgb,-77,-0.4,0,plant,247,96,489,306,193,113,244,3737,16,750,891
100660,tgb,-54.916,-9.583,0,plant,246,145,691,360,145,215,239,2792,62,41,369
100661,tgb,-54.867,-22.15,0,plant,233,118,2338,314,124,190,244,1575,32,168,418
100666,tgb,-54.617,-16.483,0,plant,251,129,1680,342,139,203,261,1829,67,31,393
100671,tgb,-54.483,-27.833,0,plant,204,116,3579,309,91,218,167,1929,10,406,422
100673,tgb,-54.317,-24.467,0,plant,217,125,3233,314,102,212,234,1767,19,296,468
100676,tgb,-54.25,-21.083,0,plant,238,112,1665,310,146,164,249,1631,43,123,551
100677,tgb,-54.15,-13.9,0,plant,232,144,1182,320,120,200,238,1845,65,41,452
100679,tgb,-54.067,-24.567,0,plant,207,129,3115,305,93,212,224,1777,21,301,481
100680,tgb,-54,-28.383,0,plant,204,113,3582,310,97,213,169,1945,10,407,423
100681,tgb,-53.983,-24.033,0,plant,217,124,2932,312,108,204,234,1616,21,277,443
100059,tgb,-76.966,-1.366,0,plant,241,94,425,296,186,110,239,4338,18,825,1079
100682,tgb,-53.95,2.116,0,plant,248,94,562,318,196,122,245,2348,47,152,152
100684,tgb,-53.766,-27.166,0,plant,211,126,3421,318,98,220,217,1917,9,400,449
100685,tgb,-53.75,-27.367,0,plant,198,122,3387,303,86,217,205,1921,9,408,440
100688,tgb,-53.617,-23.983,0,plant,213,130,2939,309,100,209,243,1586,21,288,422
100689,tgb,-53.566,-26.666,0,plant,186,132,3367,294,69,225,222,2073,10,444,518
100690,tgb,-53.566,-26.533,0,plant,185,134,3375,293,66,227,221,2099,12,443,534
100691,tgb,-53.516,-26.716,0,plant,182,131,3351,289,67,222,217,2081,9,449,517
100692,tgb,-53.5,-28.3,0,plant,199,112,3383,302,97,205,200,1876,11,395,419
100693,tgb,-53.483,-24.983,0,plant,183,131,3051,285,70,215,216,1984,22,360,550
100694,tgb,-53.333,-27.066,0,plant,208,124,3305,313,97,216,216,2018,7,436,479
100060,tgb,-76.916,-7.25,0,plant,229,150,505,309,134,175,228,1603,31,188,420
100695,tgb,-53.25,-22.167,0,plant,231,122,2149,313,129,184,245,1482,40,147,471
100696,tgb,-53.25,1.35,0,plant,252,93,609,320,201,119,248,2530,41,198,277
