siteid,spid,x,y,occ,group,disturb,mi,rainann,rugged,soildepth,soilfert,solrad,tempann,topo,vegsys,cti,raindq,tempmin
11110,tgb,153.4486,-28.7447,0,db,4,85,1582,18,1159,4,89,196,-2,9,1339,228,78
11114,tgb,153.4794,-28.7528,0,db,4,85,1646,15,1169,4,89,195,-13,9,1779,252,78
11115,tgb,153.4838,-28.1651,0,db,3,88,1592,15,1149,2,89,199,-3,5,1439,216,84
11121,tgb,153.5223,-28.5414,0,db,3,90,1820,1,1179,4,88,199,0,5,1609,246,83
11134,tgb,153.5509,-28.5304,0,db,4,90,1754,1,1360,1,88,199,0,5,1039,240,84
11135,tgb,153.5512,-28.1965,0,db,3,90,1676,1,1350,1,89,200,0,5,1312,228,87
11138,tgb,153.5543,-28.1974,0,db,3,90,1666,1,1340,1,89,200,0,5,1069,228,88
11142,tgb,153.5615,-28.6017,0,db,3,90,1816,8,1370,1,88,198,-1,5,1589,264,84
10138,tgb,152.1335,-29.4891,0,db,3,89,1340,39,1039,2,90,130,-15,3,1349,204,6
11145,tgb,153.5677,-28.6152,0,db,2,90,1830,1,1360,1,88,198,0,5,1489,276,84
11151,tgb,153.5793,-28.672,0,db,4,92,2096,30,1149,4,87,186,15,7,1179,336,68
11160,tgb,153.604,-28.7017,0,db,3,88,1834,17,1190,2,88,196,-10,2,1319,300,83
11164,tgb,153.6092,-28.7053,0,db,3,88,1790,14,1190,2,89,196,4,1,1199,294,83
11165,tgb,153.6133,-28.7143,0,db,1,87,1778,21,1110,2,90,194,-2,1,1399,300,81
10007,tgb,151.3823,-32.1255,0,db,3,92,1510,54,1059,5,87,129,17,2,1119,294,-13
10074,tgb,152.1997,-29.8577,0,db,1,85,1128,48,1059,2,89,133,10,2,1209,156,-1
10077,tgb,152.2714,-28.9556,0,db,2,81,1180,28,1080,1,89,157,5,2,1219,168,26
10096,tgb,152.3162,-29.4712,0,db,2,93,1930,30,1149,2,87,147,-14,1,1139,270,7
10196,tgb,152.8224,-28.3708,0,db,1,84,1210,53,1110,5,90,182,-17,1,1459,156,46
10139,tgb,152.1346,-30.0856,0,db,3,73,930,24,1019,2,94,128,0,3,1319,138,1
10198,tgb,152.8389,-30.2219,0,db,3,88,1634,57,1139,2,85,152,6,1,1169,252,14
10245,tgb,153.38,-28.4688,0,db,3,93,1972,51,1169,2,87,188,-8,2,1229,228,63
10023,tgb,151.3717,-32.0676,0,db,1,92,1522,55,1029,2,89,121,9,2,1209,312,-19
10075,tgb,151.7748,-31.7826,0,db,1,79,918,63,990,2,80,162,5,2,1189,114,38
10125,tgb,152.1125,-30.8092,0,db,1,72,756,56,959,2,93,175,-45,1,1629,108,55
10210,tgb,152.1851,-31.489,0,db,2,92,1238,32,1059,2,85,144,-17,2,2049,162,3
10223,tgb,152.1906,-31.2085,0,db,1,94,1490,44,1100,2,83,124,-14,2,1379,192,-12
10253,tgb,152.2079,-31.1553,0,db,1,93,1348,17,1110,2,87,124,11,3,1199,174,-11
10305,tgb,152.2793,-31.1503,0,db,1,94,1698,39,1080,2,84,125,-3,1,1299,216,-14
10309,tgb,152.2815,-31.1332,0,db,1,94,1664,23,1159,2,86,124,-6,3,1389,216,-12
10140,tgb,152.1352,-31.5284,0,db,3,89,1208,34,1070,2,88,151,-14,2,1489,168,15
10330,tgb,152.302,-31.3445,0,db,3,94,1456,70,1059,4,83,176,12,2,1189,186,68
10347,tgb,152.312,-29.4793,0,db,2,93,1936,43,1139,2,93,147,-21,1,1229,270,7
10430,tgb,152.381,-31.1554,0,db,2,95,2194,100,1049,2,68,124,14,1,1159,288,-5
10462,tgb,152.4073,-31.1465,0,db,1,94,1962,98,1029,2,88,130,-3,2,1149,246,-15
10484,tgb,152.4287,-29.2705,0,db,3,72,1136,36,1100,2,90,183,-19,9,1559,162,45
10520,tgb,152.4825,-30.0324,0,db,1,88,1150,89,990,2,75,150,13,2,1149,138,0
10597,tgb,152.5932,-30.0797,0,db,3,88,1372,28,1080,2,87,145,-2,2,1269,174,-2
10606,tgb,152.6208,-30.0833,0,db,2,88,1422,43,1100,2,82,145,25,2,1119,192,-1
10610,tgb,152.6302,-29.6169,0,db,3,71,1128,12,1090,2,90,185,16,3,1139,126,56
10612,tgb,152.6347,-28.5117,0,db,3,82,1188,63,1029,2,91,170,-22,2,1419,156,41
10141,tgb,152.1356,-30.0829,0,db,3,72,914,26,1029,2,94,130,-8,3,1439,138,0
10614,tgb,152.6459,-28.5099,0,db,3,88,1170,63,980,2,82,172,-13,2,1549,150,42
10619,tgb,152.6602,-28.5041,0,db,3,82,1198,38,1090,2,89,174,-21,2,1739,156,42
10621,tgb,152.6679,-28.5054,0,db,2,85,1206,46,1019,2,84,173,7,2,1329,150,43
10622,tgb,152.6698,-30.0861,0,db,3,86,1344,16,1090,2,88,157,-1,2,1439,192,23
10642,tgb,152.6934,-28.5172,0,db,2,86,1316,68,1009,2,80,171,-4,2,1219,162,42
10643,tgb,152.695,-28.4243,0,db,3,81,1226,39,1059,2,90,170,8,2,1239,156,42
10657,tgb,152.7206,-28.6618,0,db,3,82,1280,21,1110,2,91,172,16,2,1179,150,43
10660,tgb,152.7224,-29.1669,0,db,3,84,1368,37,980,1,83,166,13,7,1129,174,43
10666,tgb,152.7339,-28.8089,0,db,2,89,1450,30,1049,5,82,163,28,1,1159,180,44
10702,tgb,152.7731,-28.535,0,db,3,89,1438,66,1059,2,82,171,-15,2,1499,174,44
10142,tgb,152.1367,-31.4806,0,db,2,93,1332,25,1100,2,81,134,-21,2,1949,162,-12
10711,tgb,152.7808,-30.202,0,db,3,86,1446,39,1100,2,88,156,-21,2,1559,222,23
10724,tgb,152.7987,-30.0919,0,db,3,86,1372,44,1059,2,88,163,-19,3,1289,204,39
10762,tgb,152.8795,-28.4394,0,db,3,83,1188,21,1070,5,89,192,-5,7,2119,150,52
10764,tgb,152.8837,-30.1137,0,db,2,87,1460,23,1110,2,89,171,11,3,1169,210,54
10771,tgb,152.9054,-30.277,0,db,2,93,2058,23,1139,2,84,150,17,1,1179,312,9
10807,tgb,152.9646,-30.3312,0,db,2,90,2008,29,1179,3,90,174,34,2,1089,240,64
10832,tgb,153.0214,-28.416,0,db,3,87,1582,43,1070,5,91,171,5,1,1179,180,50
10847,tgb,153.0312,-30.3141,0,db,3,89,2104,58,1090,3,76,169,39,2,1059,240,56
10861,tgb,153.0602,-30.1751,0,db,3,84,1582,18,1149,3,89,185,-10,2,1719,198,79
10884,tgb,153.0881,-29.9801,0,db,3,79,1344,15,1139,2,88,186,-4,3,1649,138,74
10013,tgb,151.3094,-32.1732,0,db,3,89,1334,40,1120,2,85,137,8,1,1349,270,-4
10143,tgb,152.1367,-30.082,0,db,3,70,888,25,1029,2,94,130,-13,3,1569,132,0
10908,tgb,153.1453,-30.1236,0,db,3,86,1702,34,1059,2,85,186,40,2,1059,210,78
10910,tgb,153.1481,-28.4692,0,db,3,92,1946,145,1059,4,90,166,5,2,1269,222,56
10917,tgb,153.1601,-29.6317,0,db,2,80,1394,53,1019,1,86,187,-10,9,1249,216,71
10999,tgb,153.3098,-28.5709,0,db,1,92,2034,63,1179,5,91,184,-22,1,2109,210,57
11000,tgb,153.3108,-28.5745,0,db,2,92,2076,79,1120,5,86,171,49,2,1059,222,58
11008,tgb,153.3163,-29.3544,0,db,1,82,1550,1,1340,1,89,191,0,5,1312,246,76
11018,tgb,153.3319,-28.7794,0,db,3,80,1272,7,1110,5,91,197,-3,7,1409,174,75
11021,tgb,153.3325,-28.6404,0,db,2,91,1878,22,1169,4,89,184,0,1,1239,222,57
11049,tgb,153.3628,-29.4003,0,db,1,82,1560,2,1320,1,88,189,0,3,1489,252,76
11059,tgb,153.3724,-28.6412,0,db,3,92,1950,30,1139,2,87,188,-1,1,1279,234,63
10144,tgb,152.1389,-30.6559,0,db,3,88,1232,10,1120,2,87,128,5,2,1249,186,-15
11062,tgb,153.3735,-28.6394,0,db,2,93,1980,30,1149,2,86,186,1,1,1289,234,60
11063,tgb,153.3764,-28.6005,0,db,3,93,2438,22,1159,2,88,170,-7,2,1819,336,59
11071,tgb,153.3918,-28.6159,0,db,1,93,2096,68,1129,2,87,185,-23,2,1209,240,61
11076,tgb,153.405,-28.8685,0,db,3,87,1778,6,1179,4,88,184,3,9,1369,252,62
11080,tgb,153.4082,-28.9046,0,db,4,88,1770,23,1120,4,85,185,10,8,1279,252,62
11081,tgb,153.4093,-28.9064,0,db,4,88,1758,23,1139,4,87,186,8,9,1249,252,64
11090,tgb,153.4165,-29.1664,0,db,1,84,1616,3,1320,1,88,192,6,5,1269,258,78
11093,tgb,153.4228,-28.6979,0,db,3,88,1690,27,1159,4,89,192,12,7,1139,222,71
11104,tgb,153.4393,-28.4848,0,db,1,94,2270,65,1059,2,69,176,21,2,1099,258,62
11109,tgb,153.4465,-28.7457,0,db,3,84,1552,11,1129,5,89,197,0,9,1089,228,78
10145,tgb,152.1399,-30.0703,0,db,3,75,924,24,1059,2,90,130,7,3,1189,138,0
11112,tgb,153.4627,-28.9171,0,db,3,89,1828,19,1139,2,86,187,-1,2,1279,264,67
11126,tgb,153.5388,-28.5549,0,db,3,90,1806,15,1179,2,89,198,-6,5,1419,246,83
11157,tgb,153.597,-28.7288,0,db,3,87,1762,19,1179,2,88,196,4,1,1199,294,82
11162,tgb,153.6078,-28.653,0,db,3,90,1878,2,1379,1,88,197,3,5,1349,300,85
10618,tgb,152.6579,-29.9924,0,db,3,85,1182,67,1019,2,81,169,-17,3,1279,162,45
10647,tgb,152.7041,-28.5177,0,db,1,85,1360,47,1049,2,92,174,28,2,1049,168,43
10745,tgb,152.837,-30.1371,0,db,3,87,1444,29,1090,2,88,158,14,2,1209,222,29
10815,tgb,152.9823,-30.3583,0,db,2,87,1922,48,1179,3,90,186,-28,2,1579,258,76
10850,tgb,153.0357,-28.4052,0,db,1,93,1762,64,1129,4,88,163,-21,1,1339,204,55
10878,tgb,153.0799,-30.1128,0,db,3,91,1834,41,1039,2,72,162,31,2,1119,252,43
10146,tgb,152.1403,-31.6683,0,db,2,94,1624,40,1129,2,83,127,1,2,1259,228,-17
11002,tgb,153.3108,-28.5646,0,db,1,93,2048,82,1039,2,83,179,-20,1,1319,216,59
11017,tgb,153.3315,-28.6413,0,db,2,91,1876,26,1200,4,89,184,-11,1,1579,222,58
11032,tgb,153.3556,-29.4102,0,db,3,82,1526,2,1320,1,89,190,0,1,1689,246,77
11043,tgb,153.3608,-29.4102,0,db,1,82,1524,3,1320,1,89,189,2,5,1369,246,75
11047,tgb,153.3618,-29.403,0,db,1,82,1556,2,1320,1,89,189,-1,1,1419,252,76
11058,tgb,153.3704,-28.6367,0,db,2,92,2004,42,1149,2,86,186,-24,2,1759,234,60
11061,tgb,153.3735,-28.6403,0,db,3,92,1950,30,1139,2,87,187,-10,1,1579,234,62
11066,tgb,153.3835,-28.5978,0,db,2,91,2256,85,1049,2,94,182,-20,2,1279,258,61
11070,tgb,153.3887,-28.6132,0,db,1,94,2136,68,1110,2,85,172,26,2,1099,246,60
11075,tgb,153.403,-28.8676,0,db,3,87,1768,7,1179,4,89,184,1,7,1399,252,62
10147,tgb,152.1454,-28.9206,0,db,2,84,1158,14,1080,1,92,136,-3,6,1629,180,12
11166,tgb,153.6143,-28.7143,0,db,4,87,1746,21,1149,2,88,196,-9,1,1189,294,83
10648,tgb,152.7053,-30.4419,0,db,3,84,1620,39,1070,2,85,184,30,2,1109,210,73
10699,tgb,152.771,-30.3716,0,db,1,92,1726,76,1070,2,94,174,29,2,1089,216,60
10888,tgb,153.1029,-30.2536,0,db,2,87,1780,30,1159,3,88,184,-12,2,1219,210,80
10906,tgb,153.1412,-30.1227,0,db,2,83,1654,36,1100,2,86,186,-29,2,1709,210,73
11056,tgb,153.3683,-28.6367,0,db,3,92,2018,41,1139,2,88,182,6,2,1149,234,60
10354,tgb,152.3138,-29.5172,0,db,1,94,2360,16,1210,1,83,135,8,6,1219,324,5
10419,tgb,152.3663,-29.3731,0,db,1,93,1800,29,1110,2,89,141,3,1,1229,246,7
10627,tgb,152.6796,-30.0014,0,db,3,74,1066,29,1059,2,89,180,1,2,1329,138,61
10780,tgb,152.92,-30.2599,0,db,2,91,1936,58,1139,2,92,156,36,1,1099,282,26
10148,tgb,152.1469,-31.6534,0,db,1,93,1552,60,1039,2,81,127,7,2,1169,216,-18
10907,tgb,153.1422,-30.1218,0,db,2,83,1654,37,1100,2,86,186,-29,2,1669,210,75
11067,tgb,153.3846,-28.5969,0,db,2,91,2256,83,1049,2,94,184,-26,2,1419,258,60
11077,tgb,153.4054,-28.9696,0,db,3,83,1538,16,1139,2,89,195,-2,2,1539,234,77
10149,tgb,152.148,-30.8076,0,db,3,57,734,51,970,2,89,181,-27,3,2399,108,55
10150,tgb,152.1486,-29.9025,0,db,1,83,1038,15,1090,2,87,130,16,3,1209,156,2
10151,tgb,152.149,-29.4901,0,db,1,90,1340,23,1049,2,88,133,-4,3,1569,198,4
10152,tgb,152.1495,-32.3792,0,db,3,83,1382,32,1100,2,87,168,-13,2,1999,246,46
10014,tgb,151.3166,-32.1832,0,db,1,94,1588,92,1000,5,67,121,4,1,1149,324,-15
10153,tgb,152.1508,-31.6299,0,db,3,93,1550,49,1009,2,84,127,-6,2,1179,210,-18
10154,tgb,152.151,-31.5285,0,db,3,91,1278,71,990,2,84,139,-4,2,1169,174,-6
10155,tgb,152.151,-31.4148,0,db,1,93,1450,26,1139,2,86,128,4,2,1259,162,-19
10156,tgb,152.1555,-29.9387,0,db,1,50,788,123,860,2,102,156,3,3,1159,114,13
10157,tgb,152.1558,-29.9089,0,db,1,83,1024,17,1009,2,88,133,-3,3,1449,150,-2
10158,tgb,152.1561,-29.501,0,db,1,88,1338,21,1029,1,91,134,-7,3,1399,198,5
10159,tgb,152.1563,-31.5258,0,db,2,89,1286,62,980,2,92,135,-33,2,1299,174,-11
10160,tgb,152.1575,-30.0704,0,db,3,70,882,20,1070,2,91,133,7,3,1179,126,-7
10161,tgb,152.1585,-28.8286,0,db,1,78,1056,15,1080,1,92,146,-6,3,1799,174,16
10162,tgb,152.1591,-29.5055,0,db,1,90,1350,48,1070,2,87,134,10,3,1269,198,4
10015,tgb,151.324,-32.1833,0,db,1,94,1532,112,1000,5,72,121,-9,1,1229,312,-17
10164,tgb,152.1617,-30.0659,0,db,3,70,898,15,949,2,90,133,6,3,1239,132,-6
10165,tgb,152.1617,-30.0641,0,db,3,68,878,15,1019,2,93,134,11,3,1159,120,-7
10166,tgb,152.1627,-30.0669,0,db,3,71,890,14,959,2,90,133,8,3,1259,132,-6
10167,tgb,152.1629,-28.659,0,db,3,73,978,31,970,2,92,146,7,2,1229,168,19
10168,tgb,152.1632,-31.2299,0,db,1,94,1452,21,1139,2,88,122,14,2,1219,186,-5
10169,tgb,152.1653,-31.2264,0,db,1,94,1442,24,1159,2,87,123,-12,2,1329,186,-9
10170,tgb,152.1666,-30.1003,0,db,3,75,904,32,1019,2,90,130,1,3,1219,132,0
10171,tgb,152.1671,-31.1416,0,db,3,91,1118,44,870,2,79,124,5,3,1139,144,-15
10172,tgb,152.1674,-29.5083,0,db,1,87,1306,27,1120,2,90,139,5,3,1229,186,1
10173,tgb,152.1684,-29.5083,0,db,1,87,1306,27,1120,2,90,139,5,3,1229,186,1
10016,tgb,151.3242,-32.1761,0,db,1,93,1726,89,1029,5,86,109,40,2,1059,354,-7
10174,tgb,152.169,-30.057,0,db,3,72,878,22,1029,2,89,133,-8,3,1589,120,-7
10175,tgb,152.1692,-31.2634,0,db,1,94,1664,16,1139,2,87,121,-1,6,1419,222,-6
10176,tgb,152.1698,-29.4659,0,db,1,90,1450,15,1120,2,89,136,-6,3,1659,216,4
10177,tgb,152.1704,-29.511,0,db,1,88,1314,24,1120,2,90,140,-9,3,1579,192,1
10178,tgb,152.1704,-29.5101,0,db,1,88,1314,22,1120,2,90,140,-3,3,1319,192,1
10179,tgb,152.1705,-31.23,0,db,1,94,1476,20,1159,2,87,123,4,1,1289,186,-8
10181,tgb,152.1706,-28.8522,0,db,1,84,1164,29,1070,1,93,138,-6,3,1449,186,13
10182,tgb,152.1707,-29.4821,0,db,1,90,1470,37,1090,2,92,133,6,3,1289,216,5
10183,tgb,152.1713,-28.8269,0,db,3,81,1106,21,1080,1,92,139,22,3,1139,180,14
10184,tgb,152.1746,-29.5128,0,db,1,87,1298,23,1100,2,90,142,-6,3,1249,186,3
10017,tgb,151.3334,-32.2511,0,db,3,85,1218,66,1000,2,81,151,-20,2,1519,222,16
10185,tgb,152.1748,-31.3437,0,db,1,94,1522,84,1019,2,84,156,-48,2,1229,186,24
10186,tgb,152.175,-28.8188,0,db,1,81,1090,10,1100,1,92,142,-4,3,1689,174,15
10187,tgb,152.1752,-31.2986,0,db,1,94,1622,102,1039,2,75,132,-8,2,1309,186,-16
10188,tgb,152.1756,-29.8883,0,db,1,79,1048,27,1029,2,90,132,19,3,1159,150,0
10189,tgb,152.1756,-29.6733,0,db,2,93,1476,71,980,2,88,127,-6,2,1299,216,5
10190,tgb,152.1756,-29.5128,0,db,1,87,1298,23,1100,2,90,142,-6,3,1249,186,3
10192,tgb,152.1776,-29.6708,0,db,2,94,1516,54,959,2,76,123,24,2,1139,222,4
10193,tgb,152.1779,-29.4758,0,db,1,92,1490,23,1149,2,89,135,4,3,1219,216,3
10194,tgb,152.1789,-31.2255,0,db,1,93,1488,37,1090,2,88,123,21,1,1139,186,-10
10195,tgb,152.1799,-31.48,0,db,2,92,1302,31,1110,2,87,142,-14,2,1579,168,0
10018,tgb,151.3348,-32.1763,0,db,1,92,1438,79,1029,5,76,129,-15,1,1379,288,-13
10196,tgb,152.1799,-31.4791,0,db,3,92,1304,35,1080,2,86,142,-21,2,1989,162,-1
10197,tgb,152.1799,-29.8738,0,db,1,82,1044,75,1029,2,93,135,18,2,1289,144,-3
10198,tgb,152.1809,-29.8738,0,db,1,82,1044,82,1029,2,93,135,22,2,1259,144,-3
10199,tgb,152.1809,-29.8702,0,db,1,86,1076,64,1009,2,81,133,21,2,1139,156,-1
10200,tgb,152.181,-31.231,0,db,1,94,1520,16,1139,2,86,124,-14,2,1879,198,-16
10201,tgb,152.1812,-31.2057,0,db,1,94,1442,48,1049,2,78,122,-5,2,1289,186,-5
10202,tgb,152.1812,-29.6843,0,db,3,92,1370,95,959,2,79,134,23,2,1119,192,1
10203,tgb,152.1817,-31.2707,0,db,1,95,1596,113,949,2,70,124,2,2,1299,192,-20
10204,tgb,152.1833,-31.203,0,db,1,93,1428,37,1110,2,90,123,-17,1,1279,186,-11
10205,tgb,152.1833,-28.7981,0,db,2,84,1146,15,1049,1,88,141,3,3,1259,180,14
10020,tgb,151.3538,-31.942,0,db,1,94,1424,66,1059,5,77,105,14,2,1199,312,-9
10206,tgb,152.1836,-29.9244,0,db,1,84,1048,33,1039,2,82,133,-2,3,1459,150,-1
10207,tgb,152.1841,-29.4813,0,db,1,93,1532,21,1139,2,87,132,4,3,1219,222,6
10208,tgb,152.1846,-31.5801,0,db,2,91,1264,33,1120,2,87,134,34,2,1109,174,-11
10209,tgb,152.1849,-31.6018,0,db,3,90,1274,19,1100,2,89,138,22,2,1149,186,-6
10211,tgb,152.1852,-31.2247,0,db,1,92,1478,39,1039,2,89,123,16,1,1179,180,-12
10212,tgb,152.1852,-28.8225,0,db,3,82,1114,47,1039,1,88,142,14,2,1229,174,14
10213,tgb,152.1862,-31.4827,0,db,2,91,1270,26,1110,2,88,143,-19,2,1739,168,1
10214,tgb,152.1865,-31.1985,0,db,1,93,1398,37,1100,2,88,124,5,3,1179,174,-12
10216,tgb,152.1872,-28.8225,0,db,3,82,1096,51,1019,1,86,145,16,2,1189,180,16
10217,tgb,152.1884,-31.2265,0,db,1,93,1504,27,1049,2,85,124,22,1,1119,186,-11
10001,tgb,151.1695,-31.631,0,db,1,88,1302,18,1110,4,87,103,-5,3,1389,306,-10
10021,tgb,151.3561,-32.1675,0,db,1,80,1176,44,1110,2,87,156,33,2,1109,204,26
10218,tgb,152.1893,-29.8595,0,db,2,81,1092,37,1059,2,94,135,-8,2,1379,156,-3
10219,tgb,152.1898,-29.9253,0,db,1,84,1042,24,1039,2,84,133,4,3,1339,150,-2
10220,tgb,152.1899,-29.596,0,db,2,90,1372,28,1029,1,86,135,-9,2,1479,198,2
10221,tgb,152.1903,-29.8604,0,db,2,81,1092,27,1059,2,94,134,-5,2,1229,156,-2
10222,tgb,152.1905,-30.095,0,db,3,75,922,16,1059,2,92,132,-7,3,1289,132,-5
10226,tgb,152.1921,-28.8604,0,db,3,84,1182,18,1080,1,91,139,14,2,1179,186,13
10227,tgb,152.1924,-29.6014,0,db,3,90,1324,49,1000,1,82,138,-8,2,1619,186,1
10228,tgb,152.1926,-31.3492,0,db,3,91,1392,85,1049,2,96,177,-48,2,1859,180,67
10229,tgb,152.1934,-29.475,0,db,1,93,1572,53,1039,2,72,132,23,3,1139,228,5
10230,tgb,152.1934,-29.4723,0,db,1,93,1622,27,1090,2,78,134,-6,3,1279,240,6
10022,tgb,151.3685,-32.1848,0,db,2,83,1170,43,1039,2,82,161,10,2,1159,192,36
10231,tgb,152.1939,-31.1977,0,db,1,93,1374,25,1100,2,88,124,-5,1,1289,168,-16
10232,tgb,152.1944,-29.575,0,db,3,91,1420,20,1070,1,88,135,-12,2,1629,204,2
10233,tgb,152.1948,-31.582,0,db,2,92,1356,40,1019,2,77,131,36,2,1079,180,-14
10234,tgb,152.1948,-31.2175,0,db,1,94,1416,36,1100,2,86,128,-16,2,1809,174,-19
10235,tgb,152.195,-29.5969,0,db,2,89,1364,32,1019,1,87,137,6,2,1209,192,1
10236,tgb,152.1955,-29.4732,0,db,1,93,1622,36,1090,2,78,133,6,3,1189,240,5
10237,tgb,152.196,-30.5679,0,db,3,89,1216,21,1049,2,87,125,0,2,1359,180,0
10238,tgb,152.1966,-31.2419,0,db,1,94,1548,68,1019,2,76,131,25,2,1129,186,-17
10239,tgb,152.1971,-31.564,0,db,3,89,1200,20,1100,2,87,146,-6,3,1279,174,6
10240,tgb,152.1981,-29.6709,0,db,2,92,1488,35,1049,2,87,131,8,2,1199,210,4
10024,tgb,151.3804,-32.1723,0,db,1,91,1416,71,1029,2,76,135,20,2,1139,264,-6
10241,tgb,152.1988,-31.2392,0,db,1,93,1476,51,1049,2,81,131,-16,2,1189,174,-17
10242,tgb,152.1995,-31.2807,0,db,1,94,1396,89,1029,2,78,147,-6,2,1199,174,5
10244,tgb,152.2009,-31.2374,0,db,1,94,1490,43,1100,2,82,128,4,2,1209,180,-19
10247,tgb,152.202,-31.2356,0,db,1,94,1506,38,1149,2,82,129,-4,2,1269,180,-18
10248,tgb,152.2033,-31.1986,0,db,1,93,1416,24,1070,2,83,125,2,3,1209,174,-18
10249,tgb,152.205,-29.8379,0,db,1,88,1238,14,1080,2,87,132,-4,2,1519,180,1
10250,tgb,152.2061,-30.0978,0,db,3,74,928,17,1049,2,91,131,1,3,1279,132,-2
10251,tgb,152.2065,-30.558,0,db,3,91,1226,24,1120,2,88,124,4,2,1239,186,0
10252,tgb,152.2066,-31.5864,0,db,3,92,1236,30,1059,2,83,141,8,2,1229,180,-1
10255,tgb,152.2114,-31.362,0,db,2,93,1634,112,990,2,87,168,18,2,1149,210,52
10025,tgb,151.3813,-31.9396,0,db,3,93,1532,30,1029,2,90,100,11,4,1219,330,-11
10257,tgb,152.2164,-31.3981,0,db,1,93,1480,71,1019,2,84,174,5,2,1129,198,64
10258,tgb,152.2164,-31.1364,0,db,1,93,1364,33,1129,2,87,124,-5,3,1329,174,-13
10260,tgb,152.2212,-31.4541,0,db,3,92,1338,28,1090,2,89,151,-7,3,1569,180,15
10261,tgb,152.2217,-31.3936,0,db,1,94,1544,80,1100,2,82,175,-27,2,1459,204,66
10263,tgb,152.2255,-32.3202,0,db,3,87,1508,52,1049,2,84,168,46,2,1089,264,61
10264,tgb,152.2322,-30.079,0,db,3,72,914,37,1070,2,91,136,-4,3,1159,126,-8
10267,tgb,152.2425,-32.3248,0,db,3,82,1320,27,1120,2,85,168,-10,2,2079,228,45
10268,tgb,152.2462,-29.0358,0,db,3,83,1174,23,1080,1,92,140,11,3,1189,174,10
10269,tgb,152.2477,-29.515,0,db,1,93,1840,69,1090,2,82,136,-12,6,1339,258,3
10270,tgb,152.2487,-29.5079,0,db,1,93,1870,36,1120,2,88,137,-10,6,1229,264,3
10026,tgb,151.3822,-32.13,0,db,1,91,1550,62,970,5,89,129,-7,2,1239,306,-14
10271,tgb,152.2488,-29.536,0,db,1,93,1830,32,1129,2,89,136,-8,3,1349,258,2
10274,tgb,152.2498,-29.493,0,db,1,94,1910,22,1190,2,87,133,-2,6,1379,270,5
10275,tgb,152.2518,-30.6359,0,db,2,89,1408,113,939,2,90,130,11,2,1159,204,-16
10276,tgb,152.2542,-29.0629,0,db,3,88,1272,44,1029,1,82,135,4,3,1399,174,11
10277,tgb,152.2558,-31.1989,0,db,1,94,1728,32,1110,2,86,124,1,3,1279,222,-10
10279,tgb,152.2576,-28.7317,0,db,3,75,994,39,949,2,91,166,-10,2,1269,150,38
10280,tgb,152.258,-31.18,0,db,1,94,1710,35,1110,2,85,122,0,3,1279,222,-4
10281,tgb,152.2603,-28.7796,0,db,2,79,1138,41,1019,2,94,155,14,2,1119,168,27
10282,tgb,152.2607,-31.1123,0,db,1,92,1534,75,1009,2,92,122,57,3,1059,198,-3
10283,tgb,152.2609,-29.5567,0,db,1,94,1870,54,1129,2,78,134,19,6,1109,258,4
10028,tgb,151.4111,-32.179,0,db,2,81,1244,31,1059,3,85,161,6,3,1149,198,37
10284,tgb,152.263,-30.3887,0,db,1,85,966,8,1049,1,91,114,3,6,1379,156,0
10285,tgb,152.2635,-28.7579,0,db,2,82,1190,56,990,2,91,152,-5,2,1239,180,24
10286,tgb,152.264,-32.2942,0,db,3,83,1334,12,1080,2,86,168,8,2,1179,228,51
10287,tgb,152.2642,-32.4034,0,db,3,80,1346,5,1090,2,87,171,0,9,1999,240,48
10288,tgb,152.2657,-30.4465,0,db,1,92,1140,4,1070,1,84,108,2,6,1359,180,-2
10291,tgb,152.2665,-28.924,0,db,2,78,1172,23,1070,2,93,159,-9,3,1559,168,29
10292,tgb,152.2682,-30.3905,0,db,1,84,968,8,1059,1,92,114,-2,6,1969,150,0
10293,tgb,152.2691,-30.8345,0,db,3,93,1530,29,1080,2,87,127,12,1,1229,210,-10
10294,tgb,152.2692,-28.6803,0,db,3,66,910,46,990,2,88,172,-6,3,1289,132,33
10295,tgb,152.2734,-28.8076,0,db,2,83,1250,59,1000,2,84,153,7,3,1239,186,25
10029,tgb,151.4181,-31.9572,0,db,1,94,1830,19,1149,5,86,93,0,4,1299,390,-14
10296,tgb,152.2734,-28.8067,0,db,2,83,1250,59,1000,2,84,153,23,3,1129,186,24
10297,tgb,152.274,-29.462,0,db,1,93,1880,27,1149,2,87,139,-15,6,1659,264,4
10298,tgb,152.2749,-28.7417,0,db,3,86,1214,34,980,2,81,152,8,2,1129,180,24
10299,tgb,152.2759,-28.7417,0,db,3,85,1212,44,1019,2,83,154,1,2,1159,180,26
10300,tgb,152.2767,-30.3743,0,db,3,83,952,26,1009,2,90,114,6,3,1279,144,0
10301,tgb,152.2769,-32.3999,0,db,3,81,1356,17,1090,2,85,169,-2,3,1499,246,46
10302,tgb,152.277,-28.7427,0,db,3,84,1224,52,1039,2,86,152,-14,2,1329,180,25
10303,tgb,152.2772,-29.1452,0,db,3,88,1296,18,1120,1,89,137,2,2,1339,180,10
10304,tgb,152.2792,-29.1597,0,db,3,85,1220,43,1120,1,88,143,-10,2,1399,174,10
10306,tgb,152.28,-28.7454,0,db,3,85,1248,57,1000,2,86,150,-6,2,1209,192,23
