siteid,spid,x,y,occ,group,bc01,bc04,bc05,bc06,bc12,bc15,bc17,bc20,bc31,bc33,slope,topo,tri
10292,tgb,329093.4,8206594,0,plant,24.4,0.78,30.9,17.1,3309,84,209,18.1,31,0.42,4.99626,0,225.546
10293,tgb,330879.7,8206608,0,plant,24.5,0.78,30.9,17.2,3330,84,210,18.1,30,0.42,0,50,0
10294,tgb,316632.1,8204656,0,plant,23.6,0.84,30.4,15.6,2607,87,151,18.4,38,0.32,19.56406,61,330.4648
10295,tgb,325548.5,8204729,0,plant,24.5,0.79,30.9,16.9,3133,85,192,18.2,33,0.39,0,50,28.53069
10296,tgb,332668.6,8204785,0,plant,24.5,0.78,30.9,17.2,3314,84,211,18.1,30,0.43,4.434872,9,270.3646
10297,tgb,334453.1,8204798,0,plant,24.4,0.77,30.8,17.3,3327,84,214,18.1,30,0.44,7.350564,96,377.2678
10298,tgb,325563.2,8202881,0,plant,24.5,0.79,31,16.9,3080,86,188,18.2,34,0.38,0,50,109.9773
10002,tgb,295267.4,8202618,0,plant,19.1,0.95,27.4,10.6,1986,86,132,18.7,34,0.37,25.89635,13,747.3312
10029,tgb,351015.6,8129297,0,plant,22.1,0.9,30.1,12.9,1593,97,79,19.2,53,0.18,10.23392,1,203.5117
10299,tgb,322174,8180721,0,plant,22.4,0.88,29.8,13.9,1730,95,86,19,52,0.19,36.56789,42,750.8196
10300,tgb,325755.8,8178902,0,plant,24.5,0.8,31.1,16.4,2209,96,106,18.7,49,0.21,0,50,78.90501
10301,tgb,322204.4,8177036,0,plant,23,0.86,30.2,14.4,1718,97,80,19.1,55,0.17,31.27223,100,1085.315
10302,tgb,329383.9,8169713,0,plant,22,0.89,29.6,13.3,1628,96,82,19.2,53,0.18,17.11905,71,367.35
10303,tgb,320509,8167792,0,plant,22,0.91,29.8,12.8,1356,101,58,19.4,62,0.13,11.72861,7,356.5123
10304,tgb,338345.3,8160564,0,plant,20.4,0.91,28.4,11.9,1959,88,120,18.8,38,0.32,34.78294,100,1570.65
10305,tgb,385003.7,8083416,0,plant,22.8,0.88,30.2,14.5,3897,75,308,17.7,12,0.78,46.0391,13,1331.908
10306,tgb,377927,8081527,0,plant,22.7,0.89,30.3,14,3567,76,280,17.8,15,0.71,25.71441,0,1188.691
10307,tgb,314381.3,8261806,0,plant,21,0.87,28.1,13.8,2599,85,188,18.4,31,0.43,43.20584,21,1171.283
10308,tgb,318010.8,8254466,0,plant,22.6,0.84,29.3,15.3,2210,92,117,18.7,45,0.24,23.32142,11,841.9857
10030,tgb,352806.6,8127473,0,plant,21.8,0.9,29.9,12.7,1654,95,85,19.1,49,0.2,11.3601,54,233.4802
10309,tgb,330922.5,8201075,0,plant,24.5,0.78,31,17.2,3105,86,191,18.2,33,0.39,0,50,382.8969
10310,tgb,354562,8129322,0,plant,21.9,0.89,29.8,12.9,1755,93,94,19,47,0.22,5.410099,52,148.3408
10311,tgb,363445.7,8129382,0,plant,24.1,0.82,31.1,15.9,2053,96,101,18.8,50,0.21,14.58017,19,686.2521
10312,tgb,345825.8,8110823,0,plant,18.6,0.96,27.3,9.900001,2239,80,161,18.5,23,0.56,39.45114,29,773.706
10313,tgb,349382.6,8109001,0,plant,18.4,0.96,27,9.900001,2505,77,190,18.3,18,0.66,8.197924,26,577.7396
10314,tgb,351173.8,8107167,0,plant,20.1,0.93,28.6,11.1,1579,92,86,19.1,43,0.25,6.276504,0,483.3125
10315,tgb,354755.4,8101659,0,plant,19.9,0.94,28.4,11,1744,88,106,18.9,37,0.33,20.51027,66,328.1174
10316,tgb,354794.4,8096126,0,plant,20.3,0.94,28.8,11.2,1634,90,95,19.1,41,0.28,5.695743,0,192.4682
10317,tgb,335344.8,8090446,0,plant,19.8,0.98,28.9,9.900001,1269,92,64,19.4,50,0.19,6.287166,5,470.9204
10318,tgb,370779.9,8090700,0,plant,23.5,0.87,31,14.7,3063,83,214,18.1,25,0.51,9.227873,11,347.6723
10031,tgb,351055,8123764,0,plant,20.4,0.92,28.7,11.5,1729,91,96,19,42,0.27,10.27947,9,771.4739
10319,tgb,361949.2,8086958,0,plant,20.1,0.94,28.5,11.3,2371,75,181,18.4,23,0.56,12.4173,96,326.7048
10320,tgb,337179.9,8083091,0,plant,19.6,0.98,28.7,9.8,1454,84,91,19.2,39,0.31,9.52455,100,430.8329
10321,tgb,349598.8,8079490,0,plant,19.9,0.97,28.7,10.5,1757,79,124,18.9,32,0.41,0,50,41.0731
10322,tgb,370849.8,8079636,0,plant,19.4,0.95,27.7,10.9,3341,68,289,17.8,7,0.86,29.51554,66,1016.189
10323,tgb,365550.5,8077764,0,plant,20.1,0.95,28.5,11.3,3100,68,264,18,12,0.77,9.589228,46,329.5648
10324,tgb,367324.1,8077776,0,plant,20.6,0.94,28.9,11.8,3079,70,252,18,15,0.72,14.9764,0,572.1311
10325,tgb,365575,8074069,0,plant,20.2,0.95,28.6,11.3,3280,67,285,17.9,10,0.81,9.71434,100,372.1787
10326,tgb,367348.2,8074080,0,plant,22.1,0.93,30.1,12.9,3097,74,242,18,19,0.65,40.15538,22,1002.515
10327,tgb,379766.3,8070473,0,plant,23.5,0.89,31,14.6,3672,77,291,17.8,15,0.71,3.937983,0,118.8823
10328,tgb,362124.5,8061143,0,plant,21.6,0.95,30,12.1,2856,73,234,18.1,18,0.66,19.75785,19,917.2186
10032,tgb,352845.5,8121940,0,plant,21.5,0.91,29.7,12.3,1612,95,83,19.1,49,0.2,12.68545,0,807.8385
10329,tgb,349749.3,8059206,0,plant,19.2,0.9899999,28.1,9.900001,2301,72,190,18.4,17,0.66,7.430187,57,219.9727
10330,tgb,349790.6,8053673,0,plant,18.9,1.01,27.8,9.6,2262,73,183,18.4,17,0.67,2.654225,100,290.9673
10331,tgb,369252.8,8053810,0,plant,22.4,0.94,30.4,13,3138,76,260,17.9,15,0.71,51.66848,15,1297.998
10332,tgb,371026.4,8051973,0,plant,22,0.95,30.1,12.7,3204,75,271,17.9,12,0.77,0.2755932,0,185.3564
10333,tgb,377165.3,7921067,0,plant,20.6,1.11,29.9,10.3,1176,95,67,19.6,49,0.21,8.709183,50,178.418
10334,tgb,433523.7,7880775,0,plant,20.7,1.1,29.5,10.9,1480,104,71,19.2,47,0.23,12.88639,18,516.2877
10335,tgb,437037.3,7877102,0,plant,20.6,1.1,29.4,10.8,1483,104,71,19.2,46,0.23,1.90435,100,241.574
10336,tgb,314378,8261810,0,plant,21.2,0.86,28.3,14,2524,86,176,18.5,33,0.4,47.94295,0,1265.324
10337,tgb,295219,8208152,0,plant,19.3,0.95,27.5,10.8,2001,86,134,18.7,35,0.37,12.96893,76,269.0353
10338,tgb,315201.1,8164062,0,plant,18.9,0.96,27.4,10.1,2002,85,131,18.7,31,0.41,32.72188,71,1019.664
10033,tgb,351187.1,8105330,0,plant,20.2,0.93,28.7,11.2,1506,94,77,19.2,46,0.22,34.98819,25,402.7779
10339,tgb,352986.2,8101650,0,plant,20.1,0.94,28.6,11.1,1570,92,86,19.1,43,0.26,0.2826469,100,147.8208
10340,tgb,353052,8092429,0,plant,20,0.95,28.6,10.9,1620,87,98,19,39,0.31,8.593921,50,196.2065
10341,tgb,384969.3,8088945,0,plant,23.8,0.85,30.9,15.5,4088,77,315,17.6,13,0.76,0,50,18.76166
10342,tgb,333618.1,8084902,0,plant,18.9,0.9899999,27.9,9.400001,1537,83,100,19.1,35,0.36,35.65795,75,1061.459
10343,tgb,379708.4,8079693,0,plant,22.1,0.9,29.8,13.5,3586,73,283,17.8,14,0.75,29.26595,25,1389.461
10344,tgb,360279.2,8072193,0,plant,20.9,0.95,29.4,11.6,2728,71,221,18.2,19,0.64,0.9936227,0,596.3397
10345,tgb,356763.9,8068479,0,plant,19.9,0.97,28.6,10.6,2712,68,234,18.1,14,0.73,5.463435,9,190.7013
10346,tgb,395730.4,8063185,0,plant,23.4,0.88,30.7,14.9,3462,76,260,17.8,17,0.66,0.9629944,21,30.67572
10347,tgb,351509.3,8061064,0,plant,19.8,0.9899999,28.6,10.3,2430,71,205,18.3,17,0.67,8.172873,12,378.8285
10348,tgb,355180.4,8042647,0,plant,21.1,0.9899999,29.8,11.2,2384,73,198,18.4,20,0.61,29.84316,0,1090.297
10034,tgb,354742.4,8103507,0,plant,20,0.93,28.5,11.1,1700,90,100,19,39,0.3,5.347481,66,271.1715
10349,tgb,286326.1,8206222,0,plant,17.9,0.97,26.5,9.6,2337,82,171,18.5,25,0.53,7.12217,0,469.9202
10350,tgb,316979.1,8164077,0,plant,19.2,0.96,27.6,10.4,1918,87,122,18.8,34,0.37,21.66138,25,663.1711
10351,tgb,349372.4,8110846,0,plant,18.5,0.96,27,10,2495,77,188,18.3,18,0.65,32.26905,28,1241.103
10352,tgb,347612.7,8108989,0,plant,18,0.97,26.6,9.5,2815,74,224,18.1,12,0.78,12.43989,100,710.7208
10353,tgb,335418.9,8081228,0,plant,18,1.01,27,8.900001,2059,78,151,18.6,21,0.61,11.91741,50,528.7324
10354,tgb,335433.8,8079384,0,plant,18.1,1.01,27.1,8.900001,1996,78,147,18.6,22,0.59,0,50,186.984
10355,tgb,340834.1,8068360,0,plant,18.4,1.01,27.3,9.1,2103,73,171,18.5,19,0.64,17.04375,21,680.5307
10356,tgb,358690.5,8046360,0,plant,20.9,0.98,29.5,11.2,2629,71,224,18.2,16,0.69,10.49798,4,426.6251
10357,tgb,352829.3,8123780,0,plant,20.2,0.92,28.5,11.5,1857,89,110,18.9,37,0.32,32.63913,50,835.4137
10358,tgb,390433.8,8061313,0,plant,23.4,0.89,30.8,14.7,3487,77,268,17.8,17,0.68,6.071194,0,141.8309
10035,tgb,331789.6,8092266,0,plant,19.3,0.98,28.3,9.6,1351,90,73,19.3,44,0.24,46.49145,43,1276.471
10359,tgb,314182.8,8285785,0,plant,24.4,0.74,30.8,17.5,1779,102,67,19.2,60,0.13,21.19524,99,832.9022
10360,tgb,318025.8,8252618,0,plant,21.1,0.87,28.2,13.9,2614,85,188,18.4,31,0.43,59.8035,50,1660.53
10361,tgb,321728.2,8236049,0,plant,24.3,0.79,30.8,17,2083,99,87,18.9,55,0.17,0,50,386.0518
10362,tgb,316435.9,8228628,0,plant,23,0.85,29.8,15.3,2359,91,128,18.6,43,0.26,22.41446,54,344.5765
10363,tgb,318296.5,8219421,0,plant,22.2,0.87,29.2,14.4,2387,87,146,18.5,38,0.32,15.74733,100,899.775
10364,tgb,315089.8,8176973,0,plant,18.8,0.95,27.2,10.4,2178,83,151,18.6,29,0.46,1.805346,0,973.2117
10365,tgb,354475.9,8142235,0,plant,22.5,0.87,30,13.9,1982,92,111,18.8,45,0.25,7.408222,100,200.7486
10366,tgb,358054.2,8138571,0,plant,22.1,0.87,29.7,13.6,2068,89,120,18.7,41,0.29,22.48839,65,839.9393
10367,tgb,345689.4,8129262,0,plant,22.3,0.91,30.4,12.7,1358,103,58,19.4,62,0.13,2.379158,15,92.69843
10368,tgb,375867.2,8129462,0,plant,23.1,0.82,30.1,15.4,2479,86,152,18.5,36,0.35,44.6944,57,1189.737
10036,tgb,340646.8,8092337,0,plant,19.9,0.97,28.9,10.2,1316,92,67,19.4,49,0.2,3.410578,67,89.59911
10369,tgb,381245.3,8120273,0,plant,24.2,0.8,30.8,16.6,2528,88,147,18.4,38,0.32,21.45226,8,1017.971
10370,tgb,361850,8101711,0,plant,22.8,0.89,30.6,13.6,2242,88,139,18.6,37,0.33,35.55718,100,1155.16
10371,tgb,376043.3,8099958,0,plant,23.7,0.85,30.9,15.3,2900,86,187,18.2,29,0.45,14.80334,0,801.3401
10372,tgb,349493.5,8094248,0,plant,20.3,0.94,29,11,1412,93,73,19.3,47,0.21,0,50,0
10373,tgb,363709.6,8088814,0,plant,22.1,0.91,30.1,12.9,2597,78,186,18.3,28,0.48,74.46352,32,1717.024
10374,tgb,362036.5,8074048,0,plant,20.1,0.96,28.6,11.1,3043,67,263,18,12,0.77,12.45204,100,230.4778
10375,tgb,393961.5,8063175,0,plant,23.3,0.89,30.7,14.8,3496,76,265,17.8,17,0.68,0,100,1
10376,tgb,374567.3,8051999,0,plant,22.1,0.94,30.1,13,3286,76,276,17.9,12,0.77,0,100,238.3779
10377,tgb,386977.7,8046540,0,plant,23.2,0.91,30.8,14.3,3424,77,270,17.8,15,0.7,2.030345,27,79.26538
10378,tgb,341082.5,8037006,0,plant,20,1.02,29.1,9.900001,1753,76,134,18.9,26,0.49,10.32625,100,458.1168
10037,tgb,335359.5,8088609,0,plant,19.2,0.98,28.2,9.6,1478,85,91,19.1,38,0.32,32.44532,16,1092.164
10379,tgb,402977.8,8028184,0,plant,23.4,0.91,30.8,14.7,3248,78,237,18,18,0.65,12.99362,19,589.2071
10038,tgb,338915.3,8086790,0,plant,19.8,0.98,28.9,10,1387,88,79,19.3,43,0.25,1.688659,100,76.74634
10003,tgb,298855.3,8200803,0,plant,19.9,0.95,28,11.2,1774,90,108,18.9,42,0.28,6.974757,0,280.6956
10039,tgb,340704.3,8084956,0,plant,19.6,0.98,28.6,10,1547,83,101,19.1,36,0.34,24.80187,99,437.0217
10040,tgb,342478.6,8084969,0,plant,20.1,0.97,29.1,10.3,1425,87,82,19.2,43,0.26,1.362507,0,191.1361
10041,tgb,415885.6,7904682,0,plant,19.4,1.11,28.4,10,2325,98,137,18.5,22,0.56,13.82699,20,441.8314
10042,tgb,322083,8191798,0,plant,23.2,0.84,30.1,15.1,2276,90,127,18.6,42,0.28,10.28192,26,110.1317
10043,tgb,321813.7,8224983,0,plant,20.4,0.9,27.8,12.9,2597,83,193,18.3,28,0.47,27.58998,92,1275.063
10044,tgb,332556.3,8219534,0,plant,23,0.82,29.6,15.8,3008,84,198,18.2,30,0.44,19.84266,100,1003.802
10045,tgb,330908.2,8202923,0,plant,23.8,0.8,30.4,16.4,3163,84,207,18.1,29,0.45,55.79559,54,1403.807
10046,tgb,318556.7,8188072,0,plant,20.9,0.91,28.6,12.3,1821,90,108,18.9,43,0.26,38.74667,100,1405.235
10047,tgb,354421.8,8149615,0,plant,21.3,0.88,29,13,2142,87,131,18.7,36,0.34,10.30672,100,1077.876
10048,tgb,375896.8,8123927,0,plant,22.5,0.84,29.8,14.7,2573,84,166,18.4,32,0.4,31.98273,53,995.8373
10004,tgb,295302,8198933,0,plant,19,0.96,27.4,10.4,1985,86,132,18.7,34,0.38,12.05877,63,254.5309
10049,tgb,377675.8,8123937,0,plant,21.7,0.86,29.1,14,2711,81,185,18.3,28,0.47,36.60026,64,920.1304
10050,tgb,375918.7,8120242,0,plant,23.8,0.81,30.7,16,2404,90,136,18.5,40,0.3,14.69075,0,345.3317
10051,tgb,379474.6,8120263,0,plant,24.3,0.8,31,16.6,2462,89,139,18.5,40,0.3,0,0,374.6145
10052,tgb,349315.7,8118219,0,plant,20.9,0.92,29.3,11.7,1493,96,72,19.2,51,0.19,16.68102,35,257.1925
10053,tgb,374173.5,8116547,0,plant,24.2,0.81,31.1,16.2,2248,93,114,18.7,45,0.25,0,50,0
10054,tgb,351147.3,8110862,0,plant,18.7,0.95,27.2,10.2,2405,78,178,18.4,20,0.61,27.09371,56,778.0617
10055,tgb,352936.9,8109027,0,plant,18.1,0.96,26.7,9.8,2898,74,232,18,11,0.79,18.81109,100,1473.64
10056,tgb,345853.3,8107128,0,plant,19.6,0.95,28.2,10.5,1629,89,94,19,39,0.3,26.12911,23,968.7476
10057,tgb,352950,8107179,0,plant,19.5,0.94,28,10.8,1893,85,122,18.8,32,0.4,6.812839,85,605.7318
10058,tgb,352976.3,8103494,0,plant,20.4,0.93,28.9,11.3,1518,95,78,19.2,47,0.22,0,0,69.32532
10005,tgb,298889.3,8197118,0,plant,20.4,0.94,28.4,11.5,1603,92,89,19.1,48,0.21,39.38868,51,783.5496
10059,tgb,376029,8101798,0,plant,23.7,0.84,30.9,15.4,2796,87,176,18.2,31,0.42,26.03122,51,596.6875
10060,tgb,384910.6,8100013,0,plant,23.7,0.83,30.7,15.8,3431,81,243,17.9,21,0.58,42.75774,34,967.4006
10061,tgb,377871.9,8090744,0,plant,16.5,0.98,24.9,9.1,6101,64,588,17.1,0,1,63.71517,48,1709.187
10062,tgb,369074,8081472,0,plant,20.2,0.94,28.5,11.6,3109,69,257,18,13,0.75,28.196,87,1085.052
10063,tgb,379700.8,8081538,0,plant,23.4,0.87,30.8,14.8,3917,76,308,17.7,13,0.75,9.401736,0,701.2888
10064,tgb,381464.9,8081548,0,plant,23.6,0.87,31,15,4046,75,319,17.6,12,0.77,3.970435,55,102.0245
10065,tgb,386778.2,8081578,0,plant,23.7,0.86,30.9,15.3,4165,75,328,17.6,11,0.79,0,50,0
10066,tgb,337253.7,8073862,0,plant,18.6,1,27.5,9.2,1835,76,140,18.7,25,0.53,15.52108,83,476.2426
10067,tgb,362036.6,8074045,0,plant,20.2,0.95,28.7,11.1,3037,67,261,18,12,0.76,12.46369,33,176.2129
10068,tgb,339031.9,8072039,0,plant,18.5,1,27.4,9.2,1958,75,154,18.6,22,0.58,3.256395,100,614.6414
10006,tgb,334749.1,8166070,0,plant,22.7,0.86,30.1,14.2,1683,98,81,19.1,54,0.17,12.44174,72,797.8891
10069,tgb,363823.8,8072220,0,plant,20.2,0.95,28.7,11.2,3223,67,281,17.9,10,0.81,0.4616462,100,118.5538
10070,tgb,358564.1,8064803,0,plant,20.2,0.97,28.8,10.9,2855,68,247,18.1,13,0.74,2.377784,0,210.4852
10071,tgb,316145.7,8263669,0,plant,22.2,0.84,29,15,2254,91,128,18.7,42,0.27,14.01348,0,635.1094
10072,tgb,316250.8,8250755,0,plant,18.8,0.9,26.4,11.7,3103,79,260,18,17,0.69,67.26215,55,1196.512
10073,tgb,314533.1,8243371,0,plant,20.7,0.89,28,13.2,2563,84,189,18.4,30,0.44,12.24482,100,936.5666
10074,tgb,321917.9,8212070,0,plant,23.3,0.84,30,15.6,2811,85,174,18.3,34,0.37,8.99077,16,334.0943
10075,tgb,286344,8204381,0,plant,17.6,0.97,26.2,9.3,2473,81,186,18.4,22,0.59,12.18884,100,345.8511
10076,tgb,288146.8,8202550,0,plant,18.1,0.97,26.7,9.7,2250,83,161,18.5,27,0.5,33.89046,43,690.0587
10077,tgb,289921.7,8202568,0,plant,18.3,0.97,26.8,9.900001,2219,83,158,18.6,28,0.48,11.99856,100,320.5542
10078,tgb,320355.3,8186239,0,plant,22.2,0.88,29.6,13.7,1798,93,95,19,49,0.21,32.87066,82,1488.778
10007,tgb,349103.8,8147730,0,plant,22,0.88,29.7,13.3,1864,92,103,18.9,45,0.24,0,50,31.96873
10079,tgb,315108.9,8175128,0,plant,17.6,0.97,26.1,9.5,2765,78,217,18.2,16,0.71,27.63624,60,662.2922
10080,tgb,354600.4,8123789,0,plant,20.8,0.91,29,12,1779,91,100,19,42,0.27,0.6567086,100,481.3855
10081,tgb,358182.3,8120129,0,plant,21.9,0.9,29.9,13,1837,92,103,18.9,44,0.25,14.49755,31,288.484
10082,tgb,333510.1,8097813,0,plant,20.3,0.96,29.3,10.3,1126,100,44,19.6,60,0.12,5.535991,62,186.7244
10083,tgb,331774.4,8094114,0,plant,18.1,1,27.1,9,1934,81,133,18.7,25,0.52,24.22831,61,885.4518
10084,tgb,358360.5,8092466,0,plant,20,0.94,28.5,11.1,1952,82,133,18.7,31,0.42,0,50,149.8399
10085,tgb,376084.5,8092581,0,plant,19.4,0.93,27.6,11.4,3331,71,277,17.9,9,0.83,50.31892,45,1580.107
10086,tgb,381411.4,8090765,0,plant,22,0.88,29.6,13.7,3434,74,262,17.9,16,0.69,28.47276,0,1476.774
10087,tgb,331819.8,8088581,0,plant,17.6,1.01,26.6,8.6,2333,77,176,18.4,16,0.69,11.94532,100,838.544
10088,tgb,333584.8,8088595,0,plant,18.6,0.9899999,27.6,9.3,1666,83,110,18.9,31,0.42,18.89612,14,731.793
10008,tgb,356352.7,8127497,0,plant,19.7,0.92,27.9,11.3,2248,83,151,18.5,28,0.47,47.3365,78,1297.747
10089,tgb,379657.3,8088918,0,plant,18.7,0.94,26.8,10.8,3946,68,346,17.6,2,0.96,38.75181,65,1258.998
10090,tgb,333614.8,8084899,0,plant,19,0.9899999,28,9.5,1497,84,96,19.1,36,0.34,31.75041,59,1024.339
10091,tgb,331865.3,8083048,0,plant,18,1.01,27.1,8.8,1857,81,127,18.8,25,0.52,8.706569,77,618.9144
10092,tgb,376140.3,8083364,0,plant,20.5,0.92,28.6,12.1,3371,70,275,17.9,12,0.78,6.617939,0,1065.525
10093,tgb,393855.5,8083464,0,plant,23.7,0.85,30.7,15.6,4051,75,312,17.6,13,0.76,0.7278703,99,29.08608
10094,tgb,372648.2,8075962,0,plant,18.2,0.97,26.7,10.1,3924,67,354,17.6,2,0.97,35.05003,75,1148.821
10095,tgb,360263.3,8074033,0,plant,20.2,0.96,28.7,11.1,2870,68,244,18.1,14,0.73,13.90616,85,442.9876
10096,tgb,337283.2,8070176,0,plant,18.4,1.01,27.4,9,1935,75,152,18.6,22,0.58,5.48868,0,345.6993
10097,tgb,339046.6,8070191,0,plant,18.2,1.01,27.2,9,2132,74,171,18.5,18,0.65,13.0978,45,629.9484
10098,tgb,339061.3,8068343,0,plant,18,1.01,27.1,8.900001,2233,73,181,18.4,16,0.69,2.843801,0,340.4189
