siteid,spid,x,y,occ,group,disturb,mi,rainann,rugged,soildepth,soilfert,solrad,tempann,topo,vegsys,cti,raindq,tempmin
10088,tgb,152.25,-30.3833,0,ou,3,85,970,12,1059,1,90,110,5,6,1259,150,-1
10089,tgb,152.25,-29.5833,0,ou,2,81,1228,89,990,2,90,171,-26,3,1379,174,37
10090,tgb,152.25,-29.55,0,ou,2,93,1848,57,1090,2,83,134,11,3,1249,258,5
10091,tgb,152.2833,-30.4333,0,ou,1,91,1144,14,1080,1,88,108,-3,6,1439,180,-2
10092,tgb,152.2833,-29.1167,0,ou,3,89,1284,16,1090,1,87,138,2,6,1429,180,10
10093,tgb,152.3,-31.6333,0,ou,4,94,1710,35,1139,4,82,145,4,9,1229,246,8
10095,tgb,152.3,-30.4833,0,ou,3,93,1258,14,1090,1,84,114,-2,6,1309,198,0
10096,tgb,152.3,-30.4667,0,ou,1,92,1208,19,1120,1,88,110,-8,6,1409,192,0
10097,tgb,152.3,-30.4,0,ou,4,85,978,82,949,2,91,125,45,9,1039,150,1
10037,tgb,151.7,-30.4833,0,ou,4,61,774,12,1039,2,92,128,0,9,1409,150,-13
10098,tgb,152.3,-29.5333,0,ou,1,94,2246,29,1169,1,85,132,10,6,1199,306,7
10099,tgb,152.3,-28.95,0,ou,3,87,1366,45,1049,2,88,148,14,2,1209,192,17
10100,tgb,152.3167,-29.5,0,ou,1,94,2394,14,1210,1,83,132,-9,6,1679,330,7
10101,tgb,152.3333,-29.3167,0,ou,1,93,1758,35,1129,2,84,134,10,1,1179,240,9
10102,tgb,152.3358,-28.9603,0,ou,3,86,1322,54,1070,2,88,144,31,2,1149,186,15
10103,tgb,152.35,-30.4167,0,ou,4,92,1214,20,1080,5,91,110,-2,9,1409,198,-1
10105,tgb,152.3667,-29.5333,0,ou,1,94,2116,102,1029,1,73,137,41,2,1089,288,4
10106,tgb,152.3667,-28.9333,0,ou,4,80,1130,22,1029,2,88,167,-9,9,1559,156,39
10107,tgb,152.3681,-32.3008,0,ou,3,82,1320,15,1110,2,86,169,-13,2,1369,234,45
10111,tgb,152.4167,-29.45,0,ou,3,75,1182,13,1100,2,88,186,-3,9,1339,150,49
10038,tgb,151.7167,-32.8167,0,ou,3,69,1012,1,1240,1,85,176,0,5,1279,204,57
10114,tgb,152.4667,-30.1833,0,ou,3,85,1154,33,1029,2,89,135,-14,2,1879,150,-5
10115,tgb,152.4667,-29.5,0,ou,4,73,1144,19,1080,2,90,189,-9,9,1449,138,53
10116,tgb,152.4803,-28.8264,0,ou,4,67,1026,20,1059,2,94,183,3,9,1249,132,40
10117,tgb,152.4833,-30.4,0,ou,1,95,2268,83,1120,4,62,105,18,6,1189,336,-2
10118,tgb,152.4833,-30.2333,0,ou,3,82,1118,36,1070,2,91,138,-10,3,1469,144,-6
10119,tgb,152.5,-30.4,0,ou,1,95,2254,74,1149,4,68,108,12,2,1209,336,-1
10120,tgb,152.5,-30.3,0,ou,4,91,1464,24,1029,2,88,123,4,9,1299,210,3
10121,tgb,152.5,-29.3833,0,ou,3,80,1168,49,980,2,78,187,-10,3,1269,162,50
10123,tgb,152.5333,-31.2667,0,ou,3,94,1668,50,1179,2,86,158,15,2,1189,222,32
10125,tgb,152.55,-30.35,0,ou,4,94,1936,15,1159,5,81,122,-6,9,1459,276,3
10040,tgb,151.7167,-30.3833,0,ou,4,70,830,12,959,2,91,121,-3,9,1429,162,-1
10126,tgb,152.5667,-30.3667,0,ou,3,94,1862,47,1200,4,89,131,-27,2,1319,258,-5
10127,tgb,152.5833,-30.8667,0,ou,4,77,1038,11,1049,2,88,182,-10,9,1699,144,61
10128,tgb,152.5833,-30.3,0,ou,4,90,1516,26,1139,2,88,133,21,9,1159,204,-6
10129,tgb,152.5917,-30.4083,0,ou,1,91,2018,62,1000,2,80,142,34,2,1079,282,-7
10130,tgb,152.6,-31.55,0,ou,3,90,1404,53,1059,2,89,174,-17,2,1419,204,58
10132,tgb,152.6667,-30.3,0,ou,4,89,1578,23,1129,4,86,143,7,9,1239,228,-5
10133,tgb,152.6667,-29.5333,0,ou,3,69,1088,9,1070,2,88,189,1,3,1349,138,58
10135,tgb,152.7167,-31.85,0,ou,3,85,1378,1,1120,3,86,174,0,5,1519,240,51
10136,tgb,152.727,-30.3728,0,ou,1,94,2142,110,1100,4,83,153,1,1,1179,318,15
10137,tgb,152.7333,-31.5667,0,ou,2,88,1460,7,1149,2,87,176,11,2,1219,240,54
10041,tgb,151.7333,-32.8333,0,ou,4,70,1032,2,1070,3,85,176,0,9,1649,210,57
10138,tgb,152.75,-31.7333,0,ou,2,85,1402,8,1120,2,89,176,-1,3,1349,234,52
10141,tgb,152.7833,-31.55,0,ou,3,89,1500,7,1159,2,88,178,4,2,1239,246,52
10143,tgb,152.8333,-30.3167,0,ou,1,94,2328,58,1169,2,76,133,8,1,1139,336,-1
10144,tgb,152.9167,-30.4667,0,ou,4,82,1560,23,1110,2,90,185,-1,9,1309,216,72
10145,tgb,152.9333,-30.8,0,ou,3,86,1518,43,1039,2,89,180,-26,2,1309,228,78
10149,tgb,153.25,-28.6333,0,ou,4,90,1772,36,1169,5,87,182,10,9,1199,204,56
10150,tgb,153.25,-28.25,0,ou,1,95,2732,99,1049,2,68,163,15,1,1139,294,61
10152,tgb,153.3167,-28.6333,0,ou,3,91,1876,37,1200,5,88,181,5,2,1199,216,58
10154,tgb,153.35,-28.6167,0,ou,2,93,2080,31,1100,2,86,178,8,2,1239,234,61
10155,tgb,153.3833,-28.4667,0,ou,3,94,2094,70,1059,2,81,182,-24,2,1259,228,61
10042,tgb,151.7333,-32.7667,0,ou,4,69,1014,2,1090,3,86,176,0,9,1312,198,53
10156,tgb,153.4167,-28.55,0,ou,3,93,2428,107,1019,2,87,177,9,7,1319,282,62
10157,tgb,153.4333,-29.1167,0,ou,4,83,1540,11,1320,1,89,194,-1,9,1312,246,79
10003,tgb,151.9667,-32.4,0,ou,4,76,1148,11,1049,2,86,171,-4,9,1439,204,43
10004,tgb,152.0333,-30.5833,0,ou,4,71,822,99,959,2,80,129,12,9,1119,126,-17
10005,tgb,152.0667,-30.65,0,ou,4,82,1008,21,1070,2,89,129,8,9,1259,156,-19
10007,tgb,152.2,-30.6833,0,ou,1,86,1110,110,930,2,82,161,-32,3,1259,162,28
10013,tgb,152.4333,-30.5,0,ou,1,95,1758,130,1000,2,60,136,5,1,1159,246,-10
10014,tgb,152.45,-30.5167,0,ou,1,90,1660,94,1009,2,91,146,-40,2,1359,228,-4
10015,tgb,152.5,-32.3167,0,ou,4,79,1262,0,1120,2,86,170,0,9,1312,252,50
10016,tgb,152.5167,-32.1833,0,ou,4,80,1226,3,1279,1,87,171,1,9,1409,234,47
10003,tgb,150.95,-31.1667,0,ou,4,39,650,7,1009,2,92,164,-2,9,1619,132,18
10043,tgb,151.7333,-32.6,0,ou,3,69,1022,10,1049,2,86,174,7,3,1159,192,49
10017,tgb,152.5333,-31.3,0,ou,2,94,1760,53,1110,2,80,159,-37,2,1459,240,35
10018,tgb,152.5333,-30.1167,0,ou,2,87,1298,38,1049,2,82,142,-7,2,1209,162,-4
10019,tgb,152.5333,-28.3667,0,ou,3,74,1066,47,980,2,97,165,-7,7,1399,150,48
10020,tgb,152.5833,-31.9667,0,ou,4,82,1292,3,1129,2,86,173,0,9,1189,234,48
10021,tgb,152.5833,-30.15,0,ou,2,86,1390,28,1070,2,92,138,-5,2,1179,180,-4
10022,tgb,152.6333,-30.45,0,ou,4,86,1540,28,1129,2,89,185,1,9,1289,198,68
10024,tgb,152.6333,-30.05,0,ou,3,86,1338,21,1110,2,87,155,-9,2,1529,186,18
10025,tgb,152.6667,-30,0,ou,3,78,1152,39,1000,2,83,175,-20,3,1299,156,55
10034,tgb,153,-28.6333,0,ou,4,82,1208,19,1070,4,89,192,-1,9,1269,150,57
10037,tgb,153.1167,-29.5667,0,ou,4,73,1116,0,1070,1,90,190,0,9,1039,168,71
10044,tgb,151.7333,-30.5833,0,ou,4,64,804,14,1029,2,91,127,-1,9,1619,150,-14
10040,tgb,153.2,-30.0667,0,ou,4,79,1438,4,1139,3,88,188,-2,9,1359,198,74
10041,tgb,153.2,-28.85,0,ou,4,80,1262,5,1100,5,89,198,0,9,1489,162,71
10042,tgb,153.2167,-28.6667,0,ou,4,86,1486,19,1149,1,88,198,-12,9,1259,174,71
10043,tgb,153.25,-28.6667,0,ou,4,88,1666,32,1159,5,87,181,20,9,1149,198,56
10044,tgb,153.2667,-29.8167,0,ou,1,81,1380,7,1289,1,88,187,2,5,1319,192,75
10046,tgb,153.2667,-28.7667,0,ou,3,81,1290,38,1100,4,90,190,1,9,1239,156,64
10047,tgb,153.3167,-28.7667,0,ou,4,81,1254,13,1100,5,89,198,-7,9,1309,168,75
10048,tgb,153.35,-29.4,0,ou,4,82,1564,1,1320,1,88,190,0,9,1489,252,76
10049,tgb,153.35,-28.8167,0,ou,4,85,1536,10,1139,4,89,184,4,9,1319,204,60
10050,tgb,153.35,-28.7833,0,ou,4,79,1356,16,1070,5,94,197,-6,9,1539,186,75
10045,tgb,151.7333,-30.4167,0,ou,3,66,800,17,1029,2,92,126,-10,3,1649,156,-3
10051,tgb,153.35,-28.6,0,ou,3,93,2322,26,1120,2,85,170,-8,2,1249,300,58
10052,tgb,153.4,-28.3333,0,ou,4,89,1686,2,1169,4,89,200,0,9,1389,210,80
10055,tgb,153.6,-28.7167,0,ou,4,88,1832,8,1169,2,88,196,4,9,1289,306,82
10003,tgb,151.1833,-31.6167,0,ou,1,91,1362,16,1080,4,85,100,3,3,1309,318,-11
10004,tgb,151.2,-31.5333,0,ou,3,82,1146,40,1049,4,83,120,-6,3,1259,282,-12
10005,tgb,151.3667,-32.0833,0,ou,2,92,1462,42,1100,2,73,123,21,2,1129,294,-19
10007,tgb,151.4167,-32.0833,0,ou,1,93,1526,74,1029,2,80,128,4,1,1139,294,-15
10008,tgb,151.4167,-31.9667,0,ou,1,95,1874,42,1129,5,78,91,7,4,1349,396,-16
10009,tgb,151.4333,-31.9667,0,ou,1,94,1958,18,1129,5,84,92,3,4,1189,414,-14
10010,tgb,151.4333,-31.9,0,ou,1,94,1438,18,1100,5,87,99,-9,4,1549,306,-11
10046,tgb,151.7333,-30.4,0,ou,4,65,794,18,1039,2,90,126,-5,9,2189,156,-4
10012,tgb,151.4667,-32.1,0,ou,1,94,1842,84,1019,2,71,122,26,2,1099,354,-19
10013,tgb,151.4667,-32.05,0,ou,1,95,2444,31,1129,4,78,89,4,4,1359,510,-17
10014,tgb,151.4667,-32,0,ou,1,95,2212,12,1179,4,84,88,3,4,1219,462,-17
10015,tgb,151.4667,-31.9167,0,ou,1,94,1622,39,1110,4,86,99,-9,4,1469,342,-11
10016,tgb,151.5,-32.5,0,ou,4,70,1016,97,920,3,86,168,31,9,1099,168,48
10017,tgb,151.5,-31.9833,0,ou,1,95,1954,40,1049,4,74,97,-8,1,1349,402,-12
10018,tgb,151.5167,-31.9,0,ou,3,94,1552,26,1029,3,84,103,15,4,1159,318,-9
10019,tgb,151.5333,-31.9833,0,ou,1,91,1516,108,990,2,93,121,21,2,1099,288,-19
10020,tgb,151.55,-32.3833,0,ou,4,65,948,11,1029,2,86,172,-1,9,1419,150,37
10021,tgb,151.5528,-31.8958,0,ou,1,94,1572,56,1080,4,71,102,1,4,1309,318,-9
10047,tgb,151.75,-32.8333,0,ou,4,70,1042,1,1070,3,85,175,0,7,1169,216,57
10022,tgb,151.5667,-32.2167,0,ou,4,78,1240,27,1029,3,86,168,-16,9,1309,168,52
10023,tgb,151.6,-32.1,0,ou,1,95,2078,81,1080,4,83,112,13,2,1319,396,-6
10025,tgb,151.7417,-32.0917,0,ou,3,87,1366,70,1000,2,81,148,7,2,1109,198,13
10026,tgb,151.8167,-32.05,0,ou,4,77,1068,25,1049,2,85,172,-14,9,1759,144,54
10027,tgb,151.9167,-31.9667,0,ou,4,69,954,9,1049,3,89,171,0,9,1569,132,41
10029,tgb,152.0167,-31.35,0,ou,2,94,1316,43,1059,2,78,119,3,1,1409,192,-5
10030,tgb,152.05,-31.3667,0,ou,2,94,1366,32,1090,2,85,122,8,2,1159,186,-8
10031,tgb,152.15,-29.3167,0,ou,1,89,1444,59,1000,2,86,129,9,3,1119,216,7
10034,tgb,152.25,-32.3667,0,ou,3,82,1360,21,1090,2,87,168,-6,2,1559,240,44
10035,tgb,152.2667,-32.3333,0,ou,1,86,1442,41,1100,2,84,167,-15,2,1319,252,61
10048,tgb,151.75,-32.7667,0,ou,4,70,1042,7,1070,2,86,175,-4,9,1469,204,54
10036,tgb,152.2667,-32.3167,0,ou,3,84,1378,20,1090,2,86,168,18,2,1149,240,54
10037,tgb,152.3,-31.5833,0,ou,3,92,1350,56,1049,2,91,157,-45,2,1609,192,31
10043,tgb,152.4167,-31.7,0,ou,3,93,1720,50,970,2,76,168,56,2,1039,258,59
10044,tgb,152.4167,-30.5,0,ou,1,93,1666,95,990,2,82,128,32,1,1099,234,-2
10046,tgb,152.4167,-28.35,0,ou,1,82,1024,108,949,2,82,162,-8,1,1449,144,46
10050,tgb,152.4667,-31.2167,0,ou,2,94,1712,64,1029,2,73,161,36,2,1109,222,38
10052,tgb,152.6,-31.8167,0,ou,4,86,1362,1,1120,3,87,175,0,9,1119,222,48
10053,tgb,152.6167,-31.1833,0,ou,1,91,1394,35,1049,2,83,179,-29,2,1239,174,62
10055,tgb,152.7167,-28.4667,0,ou,2,91,1622,27,1149,5,89,160,-11,1,1779,210,47
10058,tgb,152.7667,-28.3667,0,ou,1,84,1358,108,1029,5,98,161,-26,2,1389,180,50
10049,tgb,151.75,-32.4,0,ou,4,68,1000,10,1080,2,87,172,4,9,1249,174,42
10059,tgb,152.7833,-30.1833,0,ou,3,84,1402,29,1070,2,90,158,-21,2,1509,210,29
10061,tgb,152.9333,-30.3333,0,ou,3,94,2594,75,1139,3,85,152,-43,2,1609,378,17
10062,tgb,152.95,-30.3583,0,ou,2,93,2404,112,1110,3,71,173,-19,2,1349,294,61
10063,tgb,153.0511,-28.86,0,ou,4,75,1082,1,1080,5,90,199,0,9,1749,132,67
10064,tgb,153.0561,-28.6028,0,ou,4,86,1392,22,1129,5,89,184,-6,9,1289,162,48
10065,tgb,153.0833,-28.4,0,ou,1,95,1854,110,990,4,69,165,-10,1,1249,210,57
10066,tgb,153.1,-29.5667,0,ou,4,70,1058,0,1080,1,90,190,0,9,1039,156,71
10067,tgb,153.1167,-28.4167,0,ou,3,94,2542,31,1179,4,85,136,22,1,1129,324,24
10069,tgb,153.1333,-30.1333,0,ou,3,86,1698,25,1149,3,88,181,32,2,1119,210,74
10070,tgb,153.1667,-28.9167,0,ou,4,75,1112,4,1090,5,90,197,3,9,1299,156,70
10050,tgb,151.75,-32.3333,0,ou,4,74,1114,7,1100,2,86,171,-2,9,1709,180,40
10071,tgb,153.1667,-28.5,0,ou,3,88,1610,29,1149,5,90,182,5,2,1179,174,54
10072,tgb,153.2167,-28.6,0,ou,4,86,1592,13,1149,2,90,194,3,9,1309,174,66
10073,tgb,153.2333,-28.5333,0,ou,2,90,1664,59,1129,5,79,182,11,2,1119,174,56
10074,tgb,153.2667,-28.9333,0,ou,4,80,1320,11,1100,5,89,197,-2,9,1299,186,74
10076,tgb,153.2667,-28.55,0,ou,2,90,1934,104,990,2,86,171,-25,2,1209,228,57
10078,tgb,153.2833,-28.8333,0,ou,3,84,1460,30,1149,5,90,189,15,7,1149,186,63
10079,tgb,153.2833,-28.8,0,ou,4,78,1196,8,1100,5,91,198,-3,9,1349,156,75
10080,tgb,153.2833,-28.5667,0,ou,3,92,1954,68,1129,2,88,173,44,2,1079,216,57
10081,tgb,153.3,-28.9167,0,ou,4,81,1412,2,1120,5,89,197,0,9,1429,204,75
10082,tgb,153.3,-28.6667,0,ou,4,86,1566,22,1129,2,90,194,-9,9,1919,186,70
10051,tgb,151.75,-30.4667,0,ou,4,64,798,9,1019,2,92,126,5,9,1239,150,-4
10083,tgb,153.3,-28.5833,0,ou,3,92,1950,63,1159,5,87,182,9,2,1279,210,58
10084,tgb,153.3,-28.55,0,ou,2,94,2328,69,1200,4,88,165,-31,2,1369,282,58
10086,tgb,153.3022,-28.8055,0,ou,4,79,1276,36,1110,4,90,197,-20,9,1489,168,73
10087,tgb,153.3167,-28.6167,0,ou,3,91,1942,31,1190,5,88,182,4,2,1199,216,58
10088,tgb,153.3167,-28.4167,0,ou,4,89,1530,25,1120,2,87,196,-14,9,1629,180,73
10089,tgb,153.3317,-28.4083,0,ou,4,87,1518,17,1039,2,92,198,-5,9,1549,180,77
10090,tgb,153.3333,-28.7833,0,ou,3,78,1286,19,1070,5,93,197,-2,7,1479,174,74
10092,tgb,153.35,-28.7667,0,ou,4,83,1392,19,1100,5,87,192,21,9,1129,186,70
10093,tgb,153.3528,-28.6203,0,ou,3,92,2028,23,1159,2,88,182,-20,2,2149,228,60
10094,tgb,153.3833,-28.6167,0,ou,3,93,2220,23,1120,2,85,171,-4,2,1409,282,58
10052,tgb,151.7667,-30.7167,0,ou,4,65,806,15,1019,2,92,125,-3,9,1299,150,-5
10095,tgb,153.4,-28.2667,0,ou,4,92,1782,41,1120,2,86,198,3,9,1399,228,79
10096,tgb,153.4167,-28.6167,0,ou,3,93,2018,32,1129,5,85,185,12,2,1139,246,61
10097,tgb,153.45,-28.5167,0,ou,3,93,2112,43,1120,2,86,189,19,2,1099,246,67
10098,tgb,153.4667,-28.4333,0,ou,3,91,1950,18,1179,2,88,195,12,9,1169,228,76
10099,tgb,153.4667,-28.2667,0,ou,4,91,1824,26,1149,2,87,198,1,9,1339,240,82
10100,tgb,153.5,-28.5833,0,ou,4,90,1852,5,1190,4,88,198,-2,9,1609,258,81
10102,tgb,153.55,-28.5167,0,ou,4,90,1738,7,1360,1,88,199,0,9,1039,234,84
10005,tgb,151.1333,-31.45,0,ou,4,54,806,13,1019,2,91,147,-1,9,1469,180,-2
10039,tgb,151.7167,-31.5167,0,ou,4,84,1024,10,1070,2,87,126,0,9,1369,174,-23
10090,tgb,151.9667,-32.4833,0,ou,4,77,1230,8,1110,2,86,173,-2,9,1099,234,46
10004,tgb,151.1167,-31.35,0,ou,4,49,752,8,1029,2,90,154,-1,9,1399,162,5
10053,tgb,151.7667,-30.25,0,ou,4,74,842,15,1019,5,91,114,3,9,1309,168,-1
10092,tgb,151.9667,-32.0167,0,ou,4,72,982,8,1059,4,87,170,1,9,1429,150,39
10108,tgb,152.05,-29.65,0,ou,3,82,1048,12,1009,1,91,133,-7,9,1659,162,1
10117,tgb,152.1,-28.8833,0,ou,4,78,1036,8,1080,1,90,141,-4,9,1559,174,12
10125,tgb,152.1667,-28.9667,0,ou,4,73,994,19,1019,2,91,147,2,9,1299,156,15
10131,tgb,152.2,-30.65,0,ou,1,84,1244,139,939,2,94,151,-21,2,1219,180,6
10138,tgb,152.2167,-28.4667,0,ou,4,61,880,38,1019,2,92,164,10,9,1179,144,41
10146,tgb,152.25,-30.4,0,ou,1,86,996,22,1080,1,90,109,26,6,1119,156,-1
10159,tgb,152.3,-31.6167,0,ou,2,92,1426,86,1029,2,91,153,20,2,1109,204,22
10167,tgb,152.3333,-30.4667,0,ou,3,93,1270,22,1110,5,89,112,-3,6,1269,204,0
10172,tgb,152.3667,-29.45,0,ou,1,92,1820,73,949,2,70,148,48,2,1089,246,9
10054,tgb,151.7728,-30.0647,0,ou,4,79,934,9,1080,5,91,110,-6,9,1179,186,-2
10174,tgb,152.3833,-32.1,0,ou,4,77,1108,3,1090,2,86,172,0,9,1429,198,44
10183,tgb,152.4167,-30.45,0,ou,1,94,1446,150,930,2,62,126,19,1,1099,204,1
10191,tgb,152.45,-29.1167,0,ou,2,86,1396,28,1059,2,88,153,11,7,1169,186,21
10219,tgb,152.6667,-31.1667,0,ou,2,88,1372,11,1110,2,89,179,3,2,1329,186,68
10231,tgb,152.7333,-31.4667,0,ou,4,86,1306,6,1120,3,88,178,5,9,1259,204,53
10233,tgb,152.7333,-29.5833,0,ou,4,61,994,17,1059,4,93,191,-9,9,2519,126,61
10237,tgb,152.75,-30.4167,0,ou,3,90,1734,77,1090,4,78,183,-12,2,1339,216,74
10266,tgb,153,-30.5833,0,ou,3,82,1474,4,1139,2,88,186,0,9,1429,204,69
10269,tgb,153.0167,-30.4167,0,ou,3,85,1666,7,1169,2,88,186,-5,2,1549,252,70
10273,tgb,153.05,-28.8667,0,ou,4,75,1078,6,1080,5,90,198,-12,9,1119,132,68
10055,tgb,151.7833,-32.5833,0,ou,4,70,1046,3,1070,3,86,175,-1,9,1139,204,48
10278,tgb,153.0833,-30.9167,0,ou,1,84,1418,31,1059,2,86,184,9,2,1069,228,69
10279,tgb,153.0833,-30.05,0,ou,3,82,1494,37,1129,2,93,182,-22,2,1479,174,73
10298,tgb,153.35,-29.4833,0,ou,2,81,1488,6,1320,1,89,188,0,5,1389,234,76
10301,tgb,153.35,-29.0667,0,ou,4,79,1372,0,1110,4,89,195,0,9,1312,216,76
10008,tgb,151.1667,-31.6333,0,ou,1,89,1304,24,1100,5,86,102,4,3,1369,306,-10
10009,tgb,151.1667,-31.6167,0,ou,2,85,1218,98,959,4,88,111,-29,3,1319,294,-7
10036,tgb,151.8667,-30.05,0,ou,3,81,958,17,1009,1,90,113,0,3,1389,180,0
10054,tgb,152.05,-28.85,0,ou,1,77,1030,24,1080,1,95,134,-5,3,1529,180,12
10076,tgb,152.2,-31.5833,0,ou,3,93,1262,46,990,2,80,136,-5,2,1289,180,-9
10104,tgb,152.35,-30.4,0,ou,3,91,1164,6,1110,5,88,111,5,9,1239,186,0
10056,tgb,151.8,-32.7,0,ou,4,73,1108,14,1059,2,84,173,-3,3,1539,222,56
10110,tgb,152.4167,-29.5833,0,ou,3,93,1996,67,1090,2,85,136,25,2,1139,270,3
10112,tgb,152.4333,-31.1667,0,ou,1,94,2178,121,1070,2,85,126,-16,2,1119,276,-14
10113,tgb,152.4667,-31.6,0,ou,4,95,1954,17,1200,4,85,147,-2,9,1299,300,11
10124,tgb,152.55,-30.3667,0,ou,4,94,1974,21,1190,5,86,122,15,9,1209,282,3
10131,tgb,152.6333,-30.0833,0,ou,2,89,1390,33,1059,2,84,153,-18,2,1359,192,12
10148,tgb,153.1167,-30.25,0,ou,4,84,1670,21,1129,2,87,186,19,7,1119,216,78
10151,tgb,153.3,-28.5333,0,ou,3,93,2220,72,1110,4,92,169,-20,1,1439,270,57
10158,tgb,153.6167,-28.65,0,ou,4,90,1850,9,1360,1,88,197,-3,9,1469,294,84
10002,tgb,151.5,-32.2667,0,ou,4,72,1122,30,1080,2,90,170,-9,9,1589,162,50
10006,tgb,152.2,-31.3833,0,ou,1,94,1636,54,1080,2,78,152,9,2,1219,216,17
10057,tgb,151.8,-32.3667,0,ou,4,72,1088,10,1059,2,87,170,2,9,1309,180,42
10009,tgb,152.3333,-31.25,0,ou,1,93,1466,85,1070,2,94,160,50,2,1069,186,34
10038,tgb,153.1333,-30.2167,0,ou,3,83,1642,29,1149,2,88,186,-18,9,1439,216,74
10053,tgb,153.5167,-28.8,0,ou,4,84,1586,23,1179,4,89,191,14,9,1239,264,75
10054,tgb,153.55,-28.5333,0,ou,4,90,1766,3,1159,4,88,199,0,9,1039,240,84
10047,tgb,152.4333,-31.6167,0,ou,4,95,1948,15,1179,4,86,144,-11,9,1539,294,5
10054,tgb,152.7167,-30.3167,0,ou,4,90,1760,23,1070,2,89,150,-3,9,1279,264,5
10056,tgb,152.7167,-28.35,0,ou,1,92,1334,158,970,2,72,157,-3,2,1169,174,44
10077,tgb,153.2667,-28.4,0,ou,4,92,2692,104,910,2,74,142,22,9,1079,324,29
10026,tgb,151.5667,-32.0667,0,ou,1,95,2268,30,1200,4,80,105,-9,1,1329,450,-8
10078,tgb,151.9,-30.5667,0,ou,4,58,696,33,899,1,89,128,5,9,1249,120,-9
10058,tgb,151.8,-31.95,0,ou,4,77,1066,49,1080,2,90,169,-3,9,1209,132,55
10093,tgb,151.9667,-31.2667,0,ou,4,84,954,22,1059,5,91,121,-6,9,1399,138,-6
10126,tgb,152.1667,-28.8,0,ou,1,63,966,61,1000,1,98,151,28,3,1159,156,22
10168,tgb,152.3333,-30.4333,0,ou,4,92,1190,9,1120,5,89,110,-1,9,1569,192,-1
10223,tgb,152.7,-31.7333,0,ou,4,86,1394,1,1139,2,87,175,0,2,1449,228,51
10252,tgb,152.9,-30.45,0,ou,4,83,1550,11,1169,2,88,186,-7,9,1259,210,67
10265,tgb,153,-30.65,0,ou,4,82,1408,9,1330,1,88,185,-3,9,1312,210,68
10267,tgb,153,-30.5167,0,ou,4,81,1520,7,1139,2,89,186,-7,9,1499,204,68
10287,tgb,153.2,-30.1167,0,ou,4,81,1540,8,1159,2,88,187,6,9,1239,216,74
10081,tgb,152.2167,-31.15,0,ou,4,93,1320,19,1110,2,88,125,6,9,1279,162,-18
10122,tgb,152.5,-28.3,0,ou,3,82,1134,23,949,2,87,162,-1,1,1279,156,49
10059,tgb,151.8,-30.1833,0,ou,4,78,888,9,1059,5,91,110,0,9,1419,174,-2
10011,tgb,151.45,-31.9667,0,ou,2,95,1960,39,1159,4,84,92,12,4,1229,414,-15
10129,tgb,152.2,-32.4167,0,ou,4,80,1330,1,1120,4,86,172,0,9,1979,246,48
10143,tgb,152.25,-30.55,0,ou,1,89,1228,35,1100,2,88,129,-29,3,2189,180,-11
10166,tgb,152.3167,-28.3833,0,ou,3,61,856,9,1039,2,93,165,1,9,1359,132,44
10228,tgb,152.7167,-30.3333,0,ou,4,91,1900,17,1169,4,89,145,0,9,1239,282,-4
10245,tgb,152.8333,-31.0833,0,ou,4,83,1240,2,1100,3,88,182,0,9,1569,198,60
10293,tgb,153.2667,-28.8167,0,ou,4,81,1326,3,1120,5,90,197,-6,9,1799,174,74
10140,tgb,152.75,-30.3667,0,ou,1,93,1736,107,1009,2,75,180,-30,1,1419,228,68
10017,tgb,151.4,-32.0333,0,ou,1,94,2050,57,1159,5,82,96,-3,1,1219,432,-13
10182,tgb,152.4167,-30.4833,0,ou,1,90,1598,78,1059,2,93,133,-11,1,1209,222,-11
10060,tgb,151.8167,-32.6833,0,ou,4,71,1084,5,1080,3,86,173,0,9,1369,222,54
10253,tgb,152.9167,-31.45,0,ou,4,89,1538,10,1159,2,87,178,-9,9,1819,258,59
10061,tgb,151.8167,-32.0167,0,ou,2,89,1194,85,959,2,61,164,-25,2,1249,162,44
10062,tgb,151.8167,-31.1833,0,ou,4,76,860,18,1029,2,90,119,0,9,1269,150,-5
10006,tgb,151.1333,-31.35,0,ou,4,49,752,17,1009,2,91,153,0,9,1499,162,5
10063,tgb,151.8333,-32.3333,0,ou,3,80,1220,34,1110,2,87,169,-23,3,1479,192,50
10064,tgb,151.8333,-31.8667,0,ou,4,64,900,27,1029,2,90,173,-3,9,1239,108,54
10065,tgb,151.8333,-30.5333,0,ou,3,63,778,7,980,1,91,128,3,7,1309,138,-7
10066,tgb,151.85,-32.5833,0,ou,4,73,1114,26,1049,2,87,170,-10,9,1359,216,50
10067,tgb,151.85,-31.5833,0,ou,4,78,1018,29,1049,2,88,163,-2,9,1389,132,36
10068,tgb,151.85,-30.125,0,ou,4,75,866,11,990,1,92,114,2,7,1379,168,0
10069,tgb,151.8667,-32.15,0,ou,3,82,1260,36,1019,2,88,155,13,3,1159,180,29
10070,tgb,151.8667,-31.2,0,ou,4,83,944,13,1049,2,91,119,-2,9,1369,156,-5
10071,tgb,151.8667,-31.15,0,ou,1,62,744,132,819,2,85,129,-36,3,1189,114,-22
10072,tgb,151.8667,-30.1,0,ou,4,78,904,8,1000,1,91,115,-3,9,1609,174,0
10007,tgb,151.15,-31.3,0,ou,4,49,760,13,1000,5,91,158,0,9,1369,162,12
