siteid,spid,x,y,occ,group,alt,asp2,ontprec,ontprec4,ontprecsd,ontslp,onttemp,onttempsd,onttmin4,ontveg,watdist
11772,tgb,-80.16638,43.19346,0,bird,221,-3.42E-01,947,78,11,0.102207,66,9677,12,4,840963.2
11773,tgb,-79.89948,44.72298,0,bird,221,-2.33E-01,1015,63,15,0.770762,50,10053,-1,4,670139.3
11774,tgb,-79.66122,43.84197,0,bird,220,-1.10E-01,840,61,13,0.5550606,61,9889,9,4,767249.8
11775,tgb,-79.5331,43.83338,0,bird,220,-9.81E-01,829,60,13,0.3899471,61,9858,11,4,768002
11776,tgb,-76.84597,44.73562,0,bird,220,-9.53E-01,888,67,11,0.6041082,44,10726,-2,2,693936
11777,tgb,-78.13702,44.42878,0,bird,220,-7.20E-01,862,64,10,0.8302111,49,10308,0,4,707918.1
11778,tgb,-81.33197,45.20118,0,bird,220,-9.98E-01,951,61,15,0.5801031,46,9547,-2,2,633021.6
10177,tgb,-80.43096,43.7305,0,bird,425,-4.70E-01,972,71,12,0.5903152,48,9808,-2,4,782821.4
11779,tgb,-78.29313,44.34775,0,bird,220,-7.98E-01,851,63,10,0.5573837,50,10237,2,4,715089
11780,tgb,-82.21902,45.85076,0,bird,220,-9.06E-01,885,65,16,0.7816508,37,10205,-11,4,582926.9
11781,tgb,-81.73254,46.28958,0,bird,220,-9.64E-01,893,62,17,0.6776156,30,10760,-19,2,524414
11782,tgb,-80.49181,42.66328,0,bird,220,-4.79E-01,1028,89,12,0.226648,70,9548,16,2,902043.3
11783,tgb,-81.46275,45.15547,0,bird,220,-9.28E-01,930,60,15,0.587481,47,9482,-2,2,640096.2
11784,tgb,-81.4977,42.66495,0,bird,220,-1.84E-16,982,81,15,0.1584061,70,9605,16,4,911745.8
11785,tgb,-79.29942,44.61561,0,bird,220,-4.47E-01,971,62,12,0.121466,50,10220,0,4,680538.3
11786,tgb,-79.87905,43.14806,0,bird,220,4.96E-01,927,75,11,0.4047179,68,9608,14,4,844498.7
11787,tgb,-78.15693,44.37314,0,bird,220,-7.47E-01,856,64,9,0.1146237,50,10257,2,4,713448.1
11788,tgb,-79.6807,44.3731,0,bird,219,9.71E-01,912,59,11,0.1870834,54,9997,1,3,708136.8
10178,tgb,-81.55852,46.70588,0,bird,425,-6.14E-01,890,60,18,0.1689339,12,11299,-37,1,476900.5
11789,tgb,-82.18318,45.83338,0,bird,219,-2.50E-01,884,65,16,0.9411315,37,10152,-11,2,584440.2
11790,tgb,-79.42409,44.51271,0,bird,219,-8.00E-01,940,60,12,0.3016611,52,10119,0,3,692192.6
11791,tgb,-80.20628,42.87147,0,bird,219,-9.95E-01,999,87,10,0.06312417,69,9573,15,2,877023.3
11792,tgb,-80.0878,44.41936,0,bird,219,7.74E-01,945,61,12,0.2913093,54,9895,2,5,705047.9
11793,tgb,-79.51758,44.39967,0,bird,219,9.90E-01,914,59,11,0,53,10054,2,3,704899.4
11794,tgb,-80.00789,45.34428,0,bird,219,-1.20E-01,1148,69,19,0.7267604,43,10460,-7,5,601935.1
11795,tgb,-79.36421,44.59994,0,bird,219,-1.41E-01,969,62,12,0.339296,50,10181,0,4,682468.2
11796,tgb,-80.84254,42.72267,0,bird,219,3.36E-01,1013,85,13,0.104293,68,9572,14,2,898238.9
11797,tgb,-82.30858,45.76744,0,bird,219,6.00E-01,878,65,15,0.2101285,38,10120,-11,4,592592
11798,tgb,-78.11283,44.24752,0,bird,219,-7.07E-01,848,64,9,0.6705875,51,10159,2,4,727364.5
10017,tgb,-91.20765,48.22131,0,bird,490,6.30E-01,718,46,45,1.708516,9,12163,-39,2,800561.6
10179,tgb,-84.53326,47.36672,0,bird,424,9.90E-01,1080,55,18,3.071002,7,10711,-42,2,481644
11799,tgb,-78.29626,44.32996,0,bird,219,-3.16E-01,848,63,10,0.1711505,51,10201,3,4,717020.3
11800,tgb,-81.53867,42.62428,0,bird,219,6.14E-01,979,81,15,0.08105124,71,9600,17,2,917009.5
11801,tgb,-79.52374,44.30242,0,bird,218,4.31E-01,888,58,11,0.2275963,55,10022,3,4,715586.4
11802,tgb,-79.40685,44.79637,0,bird,218,6.62E-01,1032,65,13,0.2136859,48,10273,-2,2,661122.1
11803,tgb,-81.24634,42.71311,0,bird,218,2.25E-01,1000,82,14,0.2139378,68,9567,15,4,903673.8
11804,tgb,-80.78003,42.74792,0,bird,218,9.53E-01,1011,85,13,0.2235382,68,9592,14,4,894853.1
11805,tgb,-79.57498,43.83966,0,bird,218,-6.00E-01,833,60,13,0.7374231,61,9858,10,4,767082.6
11806,tgb,-79.13308,43.90006,0,bird,218,-9.05E-01,822,59,13,0.8384697,61,9880,11,4,760307.2
11807,tgb,-81.68178,43.80189,0,bird,218,-3.70E-02,1032,68,11,0.5125997,61,9523,8,4,791590.5
11808,tgb,-79.83406,44.24666,0,bird,218,-8.57E-01,896,60,11,0.6269373,55,9943,3,4,722187.6
10180,tgb,-84.95342,48.48335,0,bird,424,-8.18E-01,885,53,20,0.6144469,-8,11715,-58,2,401345.5
11809,tgb,-81.47723,45.155,0,bird,218,-9.73E-01,929,60,15,0.3449617,47,9462,-2,2,640257.3
11810,tgb,-79.9495,42.93968,0,bird,218,-9.94E-01,973,81,11,0.06644874,69,9542,15,4,868023
11811,tgb,-81.68067,43.62162,0,bird,218,-1.68E-01,1015,70,9,0.7267604,63,9564,9,4,810579.4
11812,tgb,-77.88486,44.43337,0,bird,218,-9.49E-01,868,65,10,0.114153,49,10348,0,4,709590.6
11813,tgb,-79.15822,43.90665,0,bird,218,-4.30E-01,822,59,13,0.7088351,61,9892,11,4,759295.2
11814,tgb,-81.50139,42.77958,0,bird,218,-7.68E-01,979,80,14,0.05188776,69,9603,16,4,900269.6
11815,tgb,-81.11567,44.72717,0,bird,218,2.25E-01,1031,65,16,0.6229746,52,9439,1,4,681809.8
11816,tgb,-79.90113,43.49807,0,bird,218,6.10E-01,886,69,13,1.612641,64,9745,12,4,805821.3
11817,tgb,-80.27051,42.81752,0,bird,218,-9.82E-01,1007,88,11,0.1312666,70,9561,14,4,883185.3
11818,tgb,-80.26827,42.77261,0,bird,218,-4.92E-01,1016,88,11,0.1776346,70,9551,15,4,888023.5
10181,tgb,-83.91337,47.98716,0,bird,424,7.40E-01,900,45,21,0.3741627,-1,11763,-52,3,399341.7
11819,tgb,-79.53093,44.15024,0,bird,218,-2.94E-01,857,57,12,0.1117695,57,9975,5,3,732096.3
11820,tgb,-82.19985,45.68338,0,bird,218,4.79E-01,874,64,15,0.4176811,40,9993,-9,2,600609.2
11821,tgb,-82.18803,45.73391,0,bird,217,4.60E-01,878,64,15,0.7420806,39,10062,-10,4,594896.1
11822,tgb,-79.46455,46.31887,0,bird,217,-9.56E-01,1017,64,17,0.9292747,31,11311,-17,5,491284.1
11823,tgb,-79.95379,42.92686,0,bird,217,-1.00E+00,975,81,11,0.3715634,69,9550,15,4,869961.4
11824,tgb,-78.29599,44.33857,0,bird,217,-7.53E-01,848,63,10,0.5573837,51,10212,3,3,716054.6
11825,tgb,-81.55995,42.64703,0,bird,217,9.81E-01,976,81,15,0.09567624,71,9600,17,2,914384.9
11826,tgb,-80.30582,42.84211,0,bird,217,6.12E-17,1004,88,11,0.0886658,69,9583,14,5,880496.4
11827,tgb,-81.32888,42.68167,0,bird,217,-1.84E-16,996,82,14,0.06563339,69,9572,15,4,907527.3
11828,tgb,-80.24979,42.83339,0,bird,217,-7.07E-01,1006,88,11,0.2320479,70,9561,15,4,881146.1
10182,tgb,-80.76114,43.71968,0,bird,423,-7.78E-01,1029,73,10,0.2987916,48,9743,-3,4,787672.9
11829,tgb,-79.8889,43.12498,0,bird,217,-9.38E-01,931,76,12,0.3176584,68,9611,14,4,847469.8
11830,tgb,-81.46533,42.63465,0,bird,217,-9.90E-01,985,81,15,0.2723964,71,9560,17,4,915098.3
11831,tgb,-81.12803,42.674,0,bird,217,-9.99E-01,1006,83,14,0.3777432,69,9552,15,4,906073.1
11832,tgb,-80.86704,42.69277,0,bird,217,-9.62E-01,1012,85,14,0.09567624,69,9563,14,4,901382.4
11833,tgb,-82.07104,46.22242,0,bird,217,-9.96E-01,899,66,16,0.5235122,32,10623,-18,2,540029.1
11834,tgb,-80.37979,45.83476,0,bird,217,-1.00E+00,1053,65,16,0.114153,39,10767,-10,2,550928.8
11835,tgb,-80.73391,42.71534,0,bird,217,-8.44E-01,1014,86,13,0.04151021,69,9563,15,4,898233
11836,tgb,-79.6666,44.37686,0,bird,217,9.98E-01,911,59,12,0.3009463,54,9997,2,4,708092.1
11837,tgb,-80.26545,45.53798,0,bird,216,9.14E-01,1114,68,18,0.09339791,42,10497,-7,2,582607.3
11838,tgb,-77.77446,45.69396,0,bird,216,8.09E-01,868,59,17,4.625533,33,11300,-15,2,573279.1
10183,tgb,-78.7045,45.53072,0,bird,423,8.54E-01,1003,66,14,0.9422176,24,11006,-25,2,580588.1
11839,tgb,-79.90168,43.53653,0,bird,216,-9.53E-01,882,68,13,0.4047179,64,9781,12,4,801944.1
11840,tgb,-81.13382,44.63352,0,bird,216,-8.40E-01,1034,66,15,0.3614262,53,9429,2,4,691604.4
11841,tgb,-79.8171,43.17137,0,bird,216,9.90E-01,916,74,12,0.08366646,68,9607,14,4,842355.6
11842,tgb,-79.82857,43.59192,0,bird,216,-9.79E-01,866,66,13,0.3719979,64,9790,11,4,794872.3
11843,tgb,-76.89904,44.75365,0,bird,216,9.96E-01,887,67,11,0.06644874,45,10717,-2,2,690998.1
11844,tgb,-80.20846,44.45922,0,bird,216,9.49E-01,961,62,12,0.3378648,53,9877,1,4,700938.4
11845,tgb,-80.55669,42.63079,0,bird,216,9.59E-01,1027,88,13,0.02935215,70,9542,15,2,905466.5
11846,tgb,-79.82686,44.36968,0,bird,216,8.37E-02,919,60,11,1.021172,54,9963,2,2,709551.5
11847,tgb,-79.86405,43.16246,0,bird,215,1.10E-01,925,75,11,0.02320492,68,9614,14,4,843498.6
11848,tgb,-79.86128,43.64594,0,bird,215,2.13E-02,868,66,13,0.6289093,63,9797,11,4,790147.1
10184,tgb,-81.53893,47.18089,0,bird,423,-6.03E-01,878,56,20,0.2235382,6,11688,-46,3,426311.3
11849,tgb,-79.86534,44.62228,0,bird,215,-3.25E-01,987,62,13,1.497231,51,10016,-1,4,680644.8
11850,tgb,-79.83102,43.15745,0,bird,215,-9.94E-01,920,74,12,0.1117695,68,9607,14,4,843380.9
11851,tgb,-80.36101,42.6892,0,bird,215,-9.85E-01,1028,89,12,0.1614364,71,9538,16,4,897273.7
11852,tgb,-80.22159,43.20994,0,bird,215,-3.81E-01,951,78,11,0.02075511,66,9677,12,4,839379.3
11853,tgb,-76.68484,44.94502,0,bird,215,-8.48E-01,861,65,11,0.3596341,43,10928,-3,2,675005.1
11854,tgb,-78.30206,44.33661,0,bird,215,-1.10E-01,848,63,10,0.1711505,51,10212,3,4,716054.6
11855,tgb,-86.61668,51.40007,0,bird,214,-9.28E-01,777,46,36,0.09281959,-24,13795,-74,3,338793.8
11856,tgb,-82.04024,45.67931,0,bird,214,-4.94E-01,875,63,15,0.2201401,40,9958,-9,4,597513.1
11857,tgb,-79.86223,43.14711,0,bird,214,6.40E-01,927,75,11,0.1767228,68,9611,14,4,844437.9
11858,tgb,-79.79978,43.13339,0,bird,214,9.72E-01,924,74,11,0.1785416,68,9582,15,4,846180.9
10185,tgb,-78.26366,45.53936,0,bird,422,-2.54E-01,929,62,16,1.707225,23,11088,-26,2,583217.4
11859,tgb,-80.2624,43.14193,0,bird,214,-9.38E-01,959,80,11,0.2953478,66,9669,12,5,847331.9
11860,tgb,-79.97188,44.35839,0,bird,214,-5.69E-01,926,61,11,0.5319799,55,9925,2,4,711162.9
11861,tgb,-79.87432,43.11864,0,bird,214,-9.98E-01,930,76,12,0.4894964,68,9593,15,4,848376.4
11862,tgb,-81.17512,42.66359,0,bird,214,-3.16E-01,1006,82,14,0.9209542,69,9547,15,2,907638.3
11863,tgb,-79.34894,43.88447,0,bird,214,-1.00E+00,822,59,13,0.5009125,61,9880,11,5,762060.6
11864,tgb,-79.80486,43.13478,0,bird,214,9.81E-01,925,75,11,0.04278775,68,9582,15,4,846207.3
11865,tgb,-80.11158,42.89372,0,bird,214,-9.33E-01,991,85,11,0.1711505,69,9552,15,4,873564.5
11866,tgb,-79.88372,43.54542,0,bird,214,-3.51E-01,878,68,13,0.2389079,64,9772,12,5,800907.8
11867,tgb,-79.61966,43.84938,0,bird,214,-9.89E-01,836,61,13,0.7801341,61,9863,10,4,766188.8
11868,tgb,-79.8501,43.16562,0,bird,214,-9.65E-01,922,74,12,0.0622653,68,9614,14,4,842469.2
10186,tgb,-80.77425,43.727,0,bird,421,-9.38E-01,1032,73,10,0.5038064,49,9735,-3,4,786889.8
11869,tgb,-81.74068,42.53945,0,bird,214,7.07E-01,953,80,15,0.1570405,74,9632,19,4,929458.3
11870,tgb,-79.81642,43.11543,0,bird,214,-1.00E+00,926,75,11,0.4991898,68,9572,15,4,848173.6
11871,tgb,-81.68268,42.58296,0,bird,214,-5.81E-01,963,80,15,0.0328167,73,9631,19,4,923909.2
11872,tgb,-80.13205,43.16834,0,bird,214,-9.98E-01,947,78,11,0.121466,66,9664,13,4,843678.6
11873,tgb,-81.7812,42.68382,0,bird,214,3.16E-01,946,80,14,0.05588482,72,9660,18,4,913915.8
11874,tgb,-79.97141,44.37547,0,bird,214,7.07E-01,928,61,11,0.3986862,54,9916,2,2,709225.6
11875,tgb,-76.88656,44.76508,0,bird,214,-9.91E-01,883,67,11,0.1542731,45,10741,-2,2,689469.4
11876,tgb,-79.79432,43.1343,0,bird,213,9.08E-01,922,74,11,0.1785416,68,9578,15,4,846155
11877,tgb,-80.56085,42.63961,0,bird,213,9.07E-01,1026,88,13,0.02935215,70,9551,15,2,904500.6
11878,tgb,-81.36649,44.41672,0,bird,213,9.49E-01,1026,65,15,0.2159419,56,9373,5,4,718862.1
10187,tgb,-81.29391,47.2677,0,bird,421,-9.87E-01,874,55,21,0.2849556,4,11827,-46,2,411664.7
11879,tgb,-79.43807,43.85959,0,bird,213,-9.93E-01,823,59,13,0.7051801,62,9885,11,5,764997.4
11880,tgb,-79.94639,44.80032,0,bird,213,3.14E-02,1040,64,16,1.452583,49,10075,-2,2,661630
11881,tgb,-80.46645,46.16671,0,bird,213,-9.99E-01,988,63,14,0.04151021,35,11113,-13,2,515284.5
11882,tgb,-80.28969,45.55355,0,bird,213,-8.57E-01,1107,67,18,0.1249621,42,10497,-7,5,580832.3
11883,tgb,-79.62329,43.83966,0,bird,212,-1.00E+00,837,61,13,0.7801341,61,9872,10,4,767176
11884,tgb,-77.94924,44.07994,0,bird,212,-9.86E-01,855,67,10,0.643716,54,10044,5,2,748325.9
11885,tgb,-78.33102,44.29449,0,bird,212,-6.49E-01,844,62,9,0.4894964,52,10167,3,5,720595.8
11886,tgb,-80.43596,44.53484,0,bird,212,9.97E-01,1005,65,13,0.6648629,53,9806,1,4,694989.3
11887,tgb,-76.96228,44.71712,0,bird,212,-1.96E-01,888,67,11,0.6143593,46,10677,-2,2,693555.6
11888,tgb,-79.84702,43.15428,0,bird,212,8.80E-01,925,75,11,0.06644874,68,9620,15,4,844408.3
10188,tgb,-78.19927,45.1223,0,bird,420,4.91E-01,927,63,12,0.6631603,29,10774,-19,3,630150.9
11889,tgb,-81.12388,44.78224,0,bird,212,-9.84E-01,1024,65,16,1.009883,52,9441,1,4,675260.9
11890,tgb,-81.5826,42.74878,0,bird,212,-5.55E-01,973,80,14,0.04151021,70,9632,16,4,904244.7
11891,tgb,-81.38563,42.69109,0,bird,212,-2.91E-01,991,81,14,0.2602659,70,9552,16,4,907240.9
11892,tgb,-81.79876,42.68432,0,bird,212,1.10E-01,945,80,14,0.02320492,73,9645,18,4,914186.9
11893,tgb,-81.44364,42.60562,0,bird,212,-9.46E-01,987,81,15,0.5808451,71,9570,17,4,917620.1
11894,tgb,-80.4965,42.68683,0,bird,212,-2.91E-01,1026,89,12,0.4424695,70,9557,16,4,899208.5
11895,tgb,-79.58725,43.844,0,bird,212,-7.20E-01,833,60,13,0.5342019,62,9882,10,4,767096.7
11896,tgb,-80.83977,42.68768,0,bird,212,-9.38E-01,1015,85,14,0.1958026,69,9562,15,4,902093.1
11897,tgb,-80.62652,46.10505,0,bird,212,-9.97E-01,978,62,14,0.5645818,35,10990,-13,2,523120
11898,tgb,-77.89971,44.50005,0,bird,212,-2.75E-01,867,65,10,0.1958026,48,10401,0,2,701700.7
10018,tgb,-80.47549,43.97382,0,bird,489,9.81E-01,995,69,11,0.09397267,42,9783,-8,2,756074.4
10189,tgb,-78.15321,45.00222,0,bird,420,-2.99E-01,918,63,12,0.4576628,30,10718,-17,2,644172.4
11899,tgb,-81.15992,44.80503,0,bird,212,-6.71E-01,1017,65,16,0.3426124,51,9440,1,2,672922
11900,tgb,-78.76373,43.9832,0,bird,211,-2.51E-01,828,61,11,1.052168,59,9904,10,4,752705.6
11901,tgb,-79.81246,43.15832,0,bird,211,-9.99E-01,919,74,12,0.08366646,68,9587,15,4,843298.3
11902,tgb,-82.17006,45.7288,0,bird,211,9.98E-01,878,64,15,0.3758856,39,10022,-9,4,595123.6
11903,tgb,-79.92904,44.29771,0,bird,211,9.86E-01,912,60,11,0.3486877,55,9924,3,2,716730.5
11904,tgb,-76.35918,45.32406,0,bird,211,9.71E-01,856,62,12,0.04640983,38,11317,-6,2,642075.6
11905,tgb,-79.7592,43.10855,0,bird,211,-8.68E-01,922,74,11,0.2723964,69,9575,16,4,848966.1
11906,tgb,-79.31075,43.03773,0,bird,211,-9.99E-01,954,74,11,1.162173,71,9507,16,4,856210.1
11907,tgb,-79.69598,43.87779,0,bird,211,-9.63E-01,844,61,13,1.151753,61,9877,8,4,763452.4
11908,tgb,-78.17856,44.12297,0,bird,211,9.80E-01,838,64,9,1.128148,54,10031,5,4,740289.5
10190,tgb,-80.37852,43.70544,0,bird,419,-9.65E-01,961,70,12,0.7631109,49,9781,-3,5,785251.4
11909,tgb,-79.87981,43.12109,0,bird,211,-9.78E-01,930,76,12,0.4894964,68,9593,15,4,848407.5
11910,tgb,-79.84492,43.15291,0,bird,211,8.14E-01,924,75,11,0.06644874,68,9620,15,4,844379.1
11911,tgb,-81.67599,43.45344,0,bird,211,-2.72E-01,1000,73,8,0.6677716,64,9581,10,4,829446.2
11912,tgb,-80.93791,44.54979,0,bird,211,4.71E-01,1053,67,15,1.670442,54,9522,3,5,698540.4
11913,tgb,-81.21391,44.867,0,bird,211,-9.70E-01,1004,64,16,0.060511,51,9424,0,2,667062
11914,tgb,-78.30534,44.33538,0,bird,211,-6.32E-01,848,63,10,0.8919752,51,10194,3,4,715981.6
11915,tgb,-80.464,45.83462,0,bird,211,4.14E-01,1041,65,15,0.2698144,39,10738,-10,2,551769.6
11916,tgb,-80.31015,45.89611,0,bird,211,4.14E-01,1055,65,15,0.02320492,38,10861,-11,2,543405.3
11917,tgb,-79.7925,43.14782,0,bird,210,-9.49E-01,918,74,12,0.1673326,68,9596,16,4,844215.5
11918,tgb,-79.83434,43.15005,0,bird,210,-8.32E-01,924,75,11,0.0622653,68,9595,16,4,844350.5
10191,tgb,-78.68306,45.51671,0,bird,419,6.88E-01,1002,66,14,1.064526,24,11001,-25,3,582688.4
11919,tgb,-81.71564,42.61178,0,bird,210,-5.37E-01,954,80,15,0.3025523,73,9631,19,4,921565.3
11920,tgb,-80.56775,42.63645,0,bird,210,1.96E-01,1027,88,13,0.02935215,71,9536,16,2,905534.2
11921,tgb,-81.74297,42.62527,0,bird,210,-6.07E-01,952,80,14,0.1673326,73,9631,19,4,919920.4
11922,tgb,-78.28326,44.31696,0,bird,210,-9.06E-01,846,63,10,0.1364952,51,10197,3,4,718059.4
11923,tgb,-80.92562,42.67558,0,bird,210,-9.99E-01,1010,84,14,0.3815724,69,9572,15,4,903915
11924,tgb,-81.42166,42.90993,0,bird,210,8.00E-01,989,80,12,0.4783705,68,9603,14,4,884844.4
11925,tgb,-79.72392,43.67083,0,bird,210,-1.79E-01,850,64,13,0.3025523,63,9819,12,4,786822.9
11926,tgb,-81.8537,42.81364,0,bird,210,1.29E-01,935,79,13,0.1312666,71,9676,17,4,900738.8
11927,tgb,-82.00076,43.09675,0,bird,210,4.56E-01,921,77,12,0.2014948,69,9683,14,5,872854.1
11928,tgb,-79.9831,46.20005,0,bird,210,7.89E-01,1025,64,14,0.02320492,35,11205,-13,2,506954.5
10192,tgb,-80.76858,43.72194,0,bird,419,-7.32E-01,1030,73,10,0.5038064,49,9735,-2,4,786799.8
11929,tgb,-82.43333,49.41667,0,bird,210,-1.00E+00,873,49,23,0.1570405,-5,12856,-54,5,206962.3
11930,tgb,-79.88413,45.12907,0,bird,210,9.70E-01,1124,68,18,0.6648629,46,10330,-5,2,625485.9
11931,tgb,-79.84775,43.11734,0,bird,209,-9.99E-01,927,75,11,0.469624,69,9602,16,4,848286.4
11932,tgb,-79.78539,43.15158,0,bird,209,-7.68E-01,917,74,11,0.2098721,69,9602,16,4,844190.1
11933,tgb,-81.43822,45.12789,0,bird,209,-8.53E-01,937,60,15,0.332726,48,9452,-1,2,643394.1
11934,tgb,-80.41667,42.66881,0,bird,209,-9.78E-01,1029,89,12,0.2741697,71,9548,16,4,900582.3
11935,tgb,-78.28646,44.0928,0,bird,209,8.85E-01,836,63,9,0.7380069,55,9973,6,4,743168.1
11936,tgb,-80.87981,42.67523,0,bird,209,-1.00E+00,1012,85,14,0.2937024,69,9552,16,4,903479.8
11937,tgb,-81.38021,44.4279,0,bird,209,5.37E-01,1026,65,15,0.4205076,56,9373,5,4,718188.1
11938,tgb,-92.43964,54.25478,0,bird,208,-4.96E-01,587,29,48,0.0880564,-42,14573,-88,2,299146
10193,tgb,-78.19972,45.13338,0,bird,419,8.82E-01,928,63,13,0.6631603,28,10808,-19,2,629188
11939,tgb,-79.78946,43.14183,0,bird,208,8.44E-01,921,74,11,0.1673326,69,9607,16,4,845185.3
11940,tgb,-80.5035,45.83859,0,bird,208,-9.98E-01,1036,65,15,0.2366433,39,10732,-10,2,551202.6
11941,tgb,-79.89352,43.1121,0,bird,208,1.96E-01,934,76,11,0.3346623,69,9591,15,4,849408.4
11942,tgb,-79.61987,43.835,0,bird,208,-9.81E-01,837,61,13,0.2801917,62,9889,10,4,768129.3
11943,tgb,-80.65957,42.6503,0,bird,208,-9.49E-01,1021,87,13,0.09845003,70,9533,16,4,904307.8
11944,tgb,-79.88751,43.09747,0,bird,208,6.59E-01,935,76,11,0.2101285,69,9609,15,4,850346.3
11945,tgb,-77.60311,44.50142,0,bird,208,-5.78E-01,881,67,10,1.01774,48,10439,0,2,705646
11946,tgb,-82.48061,45.76831,0,bird,208,-9.20E-01,879,66,16,0.4520996,39,10127,-10,4,594841.2
11947,tgb,-78.27045,44.29843,0,bird,208,1.74E-01,845,63,9,0.1122503,52,10194,3,4,720138.9
11948,tgb,-76.97322,44.73382,0,bird,208,-9.53E-01,886,67,11,0.02320492,45,10706,-2,2,691332
10194,tgb,-80.64967,44.31993,0,bird,418,3.37E-01,1039,68,12,0.6971952,44,9709,-6,5,720100.6
11949,tgb,-80.51844,42.65304,0,bird,208,-1.82E-01,1028,89,12,0.1542731,71,9526,16,4,903202.9
11950,tgb,-80.12414,46.41151,0,bird,207,-9.99E-01,979,62,15,0.1245305,32,11382,-16,4,484850.3
11951,tgb,-79.88424,43.52499,0,bird,207,-9.59E-01,879,68,13,0.2862752,65,9769,12,5,802846.4
11952,tgb,-81.71251,42.63055,0,bird,207,9.69E-01,956,80,14,0.3085439,73,9637,19,4,918572.8
11953,tgb,-79.84144,44.44268,0,bird,207,8.65E-01,935,60,12,0.7317802,54,9964,1,4,700893.4
11954,tgb,-79.72949,43.18069,0,bird,207,6.79E-01,910,73,12,0.3156178,69,9601,16,4,840191.1
11955,tgb,-79.69651,43.71452,0,bird,207,-3.64E-01,846,63,13,0.3632095,63,9849,12,5,780934.8
11956,tgb,-82.88231,45.88982,0,bird,207,-8.76E-01,887,67,17,0.7057143,39,10212,-13,3,587789.3
11957,tgb,-81.87019,42.63109,0,bird,207,8.57E-01,933,80,14,0.02935215,74,9685,19,4,921000.3
11958,tgb,-76.91626,44.57551,0,bird,207,-7.27E-01,912,69,11,0.4916913,47,10582,0,2,709479.7
10195,tgb,-80.73481,43.98123,0,bird,417,7.07E-01,1045,71,10,0.1879448,47,9702,-3,5,758530.8
11959,tgb,-80.10838,42.86555,0,bird,207,-7.07E-01,995,85,11,0.1663644,70,9555,16,4,876470.1
11960,tgb,-80.9496,44.6206,0,bird,207,-5.38E-01,1048,67,15,0.8147649,54,9531,3,4,690992.6
11961,tgb,-80.52409,45.84021,0,bird,207,-5.69E-01,1031,65,15,0.1485836,39,10698,-9,2,551505.6
11962,tgb,-79.67064,43.85974,0,bird,207,6.33E-01,842,61,13,0.5944052,61,9872,10,4,765329.3
11963,tgb,-80.5057,42.64351,0,bird,207,-8.94E-01,1030,89,12,0.1122503,71,9531,17,2,904104.3
11964,tgb,-80.11744,42.87132,0,bird,207,-9.81E-01,995,85,11,0.228305,70,9555,16,2,876513.4
11965,tgb,-79.10594,43.91838,0,bird,207,-7.89E-01,821,59,13,0.9392995,62,9904,11,4,758413
11966,tgb,-83.21958,49.78613,0,bird,207,1.00E+00,880,51,18,0.05188776,-11,13072,-63,3,210021
11967,tgb,-80.21036,45.3576,0,bird,207,-9.84E-01,1128,68,19,0.7105041,44,10384,-5,2,601403.3
11968,tgb,-79.67572,44.73815,0,bird,207,7.53E-01,1021,64,14,1.953422,50,10123,-1,2,668340.2
10196,tgb,-84.74994,47.58338,0,bird,417,9.76E-01,1064,54,19,0.8692974,6,10726,-43,2,470041.4
11969,tgb,-82.01536,45.65628,0,bird,206,-8.32E-01,875,62,15,0.3021961,40,9944,-9,4,598706.3
11970,tgb,-79.74582,43.14398,0,bird,206,-9.94E-01,916,74,11,0.1353065,69,9599,16,4,845040.6
11971,tgb,-81.14354,44.74299,0,bird,206,-7.97E-01,1025,65,16,0.7484374,53,9419,2,5,680286.3
11972,tgb,-81.73455,42.48036,0,bird,206,-1.58E-01,957,80,15,0.587481,75,9624,20,4,935052.6
11973,tgb,-82.40438,45.7725,0,bird,206,9.85E-01,881,66,16,0.2466701,39,10121,-10,2,592951.6
11974,tgb,-81.84301,42.39349,0,bird,206,-9.45E-01,944,80,15,0.4567207,77,9641,22,4,947259
11975,tgb,-77.97885,44.38299,0,bird,206,-9.92E-01,861,65,10,0.04151021,50,10295,1,4,714366.3
11976,tgb,-79.83216,43.17638,0,bird,206,9.46E-01,916,74,12,0.4266093,68,9644,15,4,841441.8
11977,tgb,-79.29511,43.02525,0,bird,206,-1.00E+00,954,74,11,0.4476714,72,9492,16,4,857187.8
11978,tgb,-79.81981,43.10661,0,bird,206,-9.94E-01,926,75,11,0.4991898,69,9599,16,4,849143.2
10197,tgb,-78.82397,45.43793,0,bird,417,-9.72E-01,1025,67,13,0.1485836,26,10915,-23,2,591533.6
11979,tgb,-79.90441,46.07769,0,bird,206,3.67E-01,1051,66,14,0.5068961,36,11105,-12,2,520056.2
11980,tgb,-76.7466,44.69074,0,bird,206,-6.96E-01,897,68,11,0.09845003,46,10687,-1,2,699676.3
11981,tgb,-78.02654,44.3469,0,bird,206,-9.15E-01,857,65,9,0.0622653,50,10268,2,4,717652.2
11982,tgb,-80.94981,44.78339,0,bird,206,8.88E-01,1042,66,16,1.583322,52,9550,1,4,672809.2
11983,tgb,-79.60022,44.70012,0,bird,206,9.57E-01,1009,63,13,0.7027329,50,10127,-1,2,672035.3
11984,tgb,-81.3856,46.01681,0,bird,206,4.14E-01,904,61,15,0.1556629,35,10506,-13,2,546250.9
