siteid,spid,x,y,occ,group,age,deficit,dem,hillshade,mas,mat,r2pet,rain,slope,sseas,toxicats,tseas,vpd
21827,tgb,2689000,6140000,0,plant,2,118,47,181,1467,131,19,927,8,-38,1,19,43
20180,tgb,2138000,5358000,0,plant,2,0,44,174,1193,97,45,1384,3,0,1,230,24
21828,tgb,2689000,6453000,0,plant,2,19,282,189,1499,131,28,1499,6,7,1,79,30
21829,tgb,2689400,6141300,0,plant,2,127,20,180,1467,133,18,906,0,-39,1,8,43
21830,tgb,2689445,6380429,0,plant,2,1,322,190,1466,124,36,1762,4,12,1,81,29
21831,tgb,2689600,6134600,0,plant,2,107,58,180,1467,130,19,952,0,-39,1,39,42
21832,tgb,2689900,6347800,0,plant,2,0,440,179,1447,116,48,2264,4,18,1,84,25
21833,tgb,2690000,6000000,0,plant,2,0,623,185,1396,93,64,2335,22,-10,1,181,26
21835,tgb,2690000,6030000,0,plant,2,0,603,217,1391,92,51,2036,26,7,1,172,21
21838,tgb,2690000,6052000,0,plant,1,84,11,182,1417,129,23,1020,1,-10,1,50,34
21839,tgb,2690000,6160000,0,plant,2,33,122,117,1452,127,26,1231,17,-27,1,-109,41
21841,tgb,2690000,6370000,0,plant,2,7,97,199,1464,136,34,1747,9,11,1,-2,33
20181,tgb,2138000,5585000,0,plant,2,0,1702,215,1281,25,113,3136,17,18,1,263,3
21842,tgb,2690000,6441000,0,plant,2,32,196,151,1486,134,27,1434,15,15,1,58,33
21843,tgb,2690400,6457900,0,plant,2,32,168,185,1502,138,27,1425,5,6,1,27,33
21844,tgb,2690995,6435263,0,plant,1,79,20,179,1480,143,23,1210,0,19,1,-4,37
21845,tgb,2691690,6466342,0,plant,1,62,31,146,1508,146,24,1287,8,5,1,-35,37
21846,tgb,2691769,6462681,0,plant,2,59,21,182,1505,146,24,1298,0,6,1,-45,37
21847,tgb,2692000,5997000,0,plant,2,0,313,76,1402,110,48,1866,26,-15,1,86,31
21848,tgb,2692000,6354000,0,plant,2,0,806,226,1446,98,54,2426,17,21,1,180,17
21849,tgb,2692000,6355000,0,plant,2,0,780,205,1447,99,53,2400,14,21,1,179,18
21850,tgb,2692500,6360700,0,plant,2,0,133,187,1459,133,39,1927,3,12,1,-21,32
21851,tgb,2692600,6360800,0,plant,1,0,126,193,1460,133,38,1920,3,11,1,-21,32
20182,tgb,2139000,5356000,0,plant,2,0,26,162,1192,98,45,1363,5,1,1,220,24
21852,tgb,2692669,6013490,0,plant,2,0,322,223,1406,108,49,1935,19,-16,1,77,32
21853,tgb,2692725,6176295,0,plant,2,16,228,229,1436,121,32,1479,21,-16,1,-117,39
21854,tgb,2692800,6044900,0,plant,1,52,35,182,1412,127,25,1136,1,-7,1,50,33
21855,tgb,2693000,6009000,0,plant,2,0,398,153,1402,104,57,2187,21,-15,1,98,31
21856,tgb,2693000,6353000,0,plant,2,0,810,212,1446,97,55,2446,15,20,1,190,17
21857,tgb,2693200,6146200,0,plant,2,80,86,204,1460,129,21,1015,11,-35,1,-39,42
21858,tgb,2693200,6162500,0,plant,2,26,174,139,1447,123,27,1286,18,-23,1,-97,40
21859,tgb,2693900,6013600,0,plant,2,0,389,169,1403,104,55,2156,18,-15,1,98,31
21860,tgb,2693900,6135500,0,plant,2,86,102,180,1464,127,20,995,1,-37,1,20,41
21861,tgb,2694000,6018000,0,plant,2,0,629,187,1403,91,50,1918,20,-11,1,162,26
20183,tgb,2139000,5493000,0,plant,2,36,292,179,1304,94,27,958,0,-36,1,-58,39
21862,tgb,2694111,6354596,0,plant,2,0,873,227,1446,94,56,2470,20,21,1,201,16
21863,tgb,2694800,6354400,0,plant,2,0,853,179,1447,95,55,2463,17,21,1,191,17
21864,tgb,2695000,6007000,0,plant,2,0,298,183,1403,110,57,2205,17,-17,1,56,33
21865,tgb,2695000,6553000,0,plant,2,51,108,232,1548,152,26,1570,12,2,1,242,38
21866,tgb,2695500,6457700,0,plant,1,30,57,179,1499,143,28,1500,1,10,1,-24,36
21868,tgb,2696700,5954200,0,plant,2,82,179,171,1419,124,25,1152,24,-15,1,241,39
21869,tgb,2697000,6003000,0,plant,2,0,210,156,1404,115,44,1756,22,-17,1,24,34
21870,tgb,2697000,6007000,0,plant,2,0,467,102,1398,100,58,2225,26,-12,1,119,29
21871,tgb,2697000,6051000,0,plant,2,45,42,186,1411,127,26,1147,1,-6,1,40,33
21873,tgb,2697100,6553500,0,plant,2,2,590,83,1535,125,33,1844,27,14,1,291,27
20185,tgb,2139200,5677000,0,plant,1,0,14,175,1351,109,86,3755,0,-19,1,166,36
21875,tgb,2698000,6002000,0,plant,2,10,37,178,1408,126,37,1509,1,-20,1,1,37
21877,tgb,2698000,6553000,0,plant,2,11,423,157,1539,135,31,1761,19,10,1,268,31
21878,tgb,2698000,6554000,0,plant,2,3,564,197,1535,127,33,1827,25,14,1,290,28
21879,tgb,2698700,6225300,0,plant,2,0,538,229,1406,105,45,1910,15,7,1,-31,27
21880,tgb,2699000,5968000,0,plant,2,46,382,146,1413,109,30,1273,20,-13,1,196,34
21881,tgb,2699000,6007000,0,plant,2,0,396,189,1399,104,53,2061,19,-13,1,88,31
21883,tgb,2699000,6554000,0,plant,2,5,540,116,1536,128,32,1817,22,13,1,290,28
21884,tgb,2699400,6224100,0,plant,2,0,640,158,1404,99,47,1996,15,8,1,9,25
21885,tgb,2699500,6064300,0,plant,2,85,19,173,1416,128,23,1005,1,-11,1,0,34
21886,tgb,2699900,6224800,0,plant,2,0,544,184,1406,105,45,1915,8,7,1,-31,27
20186,tgb,2139800,5676100,0,plant,0,0,15,180,1349,109,87,3778,0,-17,0,166,36
21888,tgb,2700000,6028000,0,plant,2,0,765,245,1396,84,60,2272,27,0,1,184,21
21890,tgb,2700000,6030000,0,plant,2,0,785,238,1394,82,61,2331,26,2,1,195,20
21891,tgb,2700000,6042000,0,plant,2,0,732,224,1393,85,48,1888,22,7,1,184,19
21893,tgb,2700000,6060000,0,plant,2,50,35,182,1414,127,25,1103,0,-9,1,40,34
21895,tgb,2700000,6390000,0,plant,2,31,20,180,1475,140,29,1483,0,9,1,-53,36
21896,tgb,2700000,6440000,0,plant,2,61,20,179,1483,142,24,1299,0,19,1,-43,38
21897,tgb,2700600,6426600,0,plant,1,70,19,180,1478,141,23,1217,0,19,1,-43,37
21898,tgb,2700900,6445500,0,plant,2,44,69,176,1487,140,27,1442,12,17,1,-23,37
21899,tgb,2701000,5969000,0,plant,2,7,620,207,1407,96,36,1471,17,-8,1,210,30
21900,tgb,2701000,6008000,0,plant,2,0,215,215,1405,115,42,1678,16,-19,1,4,35
20016,tgb,2022000,5493000,0,plant,2,0,613,242,1185,69,161,4555,34,29,1,249,4
20187,tgb,2140000,5550000,0,plant,2,0,810,193,1342,71,37,1284,17,-41,1,9,29
21901,tgb,2701000,6018000,0,plant,2,0,915,240,1391,76,69,2472,23,-4,1,227,21
21902,tgb,2701000,6026000,0,plant,2,0,1000,86,1390,72,67,2418,29,2,1,238,18
21903,tgb,2701100,6462100,0,plant,2,7,360,175,1501,128,35,1812,7,10,1,90,31
21904,tgb,2701400,5969000,0,plant,2,5,632,73,1407,95,37,1498,24,-8,1,211,30
21906,tgb,2702000,6061000,0,plant,2,44,36,181,1413,127,25,1130,0,-8,1,40,34
21907,tgb,2702500,6488100,0,plant,1,96,13,180,1521,149,22,1246,7,4,1,23,40
21908,tgb,2703000,6354000,0,plant,2,18,21,181,1460,137,33,1652,0,9,1,-112,35
21909,tgb,2703700,6139200,0,plant,1,93,40,177,1457,131,20,981,1,-35,1,-50,41
21910,tgb,2704000,6008000,0,plant,2,14,63,173,1410,124,36,1456,9,-24,1,-18,38
21911,tgb,2704200,6467700,0,plant,2,32,123,175,1504,141,26,1461,12,12,1,6,37
20188,tgb,2140000,5570000,0,plant,2,0,1770,230,1297,22,81,2184,34,3,1,274,6
21912,tgb,2704300,6021500,0,plant,2,0,960,124,1389,74,71,2523,17,-3,1,228,20
21913,tgb,2705000,5981000,0,plant,2,3,633,170,1399,94,37,1446,18,-5,1,191,27
21914,tgb,2705000,6008000,0,plant,2,17,59,164,1410,125,35,1430,4,-24,1,-28,38
21915,tgb,2705100,6208000,0,plant,2,0,428,187,1414,111,37,1626,11,0,1,-73,33
21917,tgb,2706000,6016000,0,plant,2,0,806,93,1396,82,63,2314,25,-10,1,195,24
21918,tgb,2706000,6060000,0,plant,2,19,75,182,1410,125,28,1255,0,-6,1,41,34
21919,tgb,2706300,5978339,0,plant,2,0,785,241,1396,86,40,1543,24,-2,1,224,25
21920,tgb,2706600,6194500,0,plant,2,2,520,180,1416,105,36,1533,0,-2,1,-21,33
21921,tgb,2706895,6450912,0,plant,2,28,131,143,1490,138,31,1630,11,18,1,-12,36
21922,tgb,2707000,6018000,0,plant,2,0,699,91,1400,87,63,2367,20,-13,1,163,27
20189,tgb,2140770,5652356,0,plant,2,0,1062,162,1234,61,190,6188,8,76,1,172,0
21923,tgb,2707000,6087000,0,plant,2,132,21,180,1435,128,20,898,0,-22,1,0,36
21924,tgb,2707200,6222100,0,plant,2,0,317,208,1409,118,41,1816,10,5,1,-126,33
21925,tgb,2708000,5977000,0,plant,2,38,299,201,1408,113,34,1376,13,-15,1,135,35
21927,tgb,2708000,5984000,0,plant,2,49,368,182,1404,108,30,1214,9,-12,1,127,32
21928,tgb,2708000,6050000,0,plant,2,0,603,129,1398,91,46,1862,29,1,1,152,23
21929,tgb,2708000,6051000,0,plant,2,0,620,204,1398,90,46,1830,29,2,1,152,23
21930,tgb,2708400,6116200,0,plant,2,81,116,175,1455,124,21,993,2,-34,1,41,37
21931,tgb,2708900,6116600,0,plant,2,79,123,181,1455,124,21,997,0,-34,1,41,37
21932,tgb,2709000,5983000,0,plant,2,67,328,122,1405,111,29,1180,19,-12,1,116,33
21933,tgb,2709000,6050000,0,plant,2,0,993,166,1389,71,57,2135,18,9,1,249,15
20190,tgb,2141500,5675000,0,plant,1,0,11,182,1352,109,85,3709,0,-20,1,166,36
21934,tgb,2710000,5979000,0,plant,2,26,452,222,1403,104,35,1374,17,-12,1,158,32
21935,tgb,2710000,6023000,0,plant,2,0,358,108,1412,106,60,2409,24,-23,1,37,34
21936,tgb,2710000,6030000,0,plant,2,0,526,227,1401,96,62,2404,33,-12,1,100,29
21937,tgb,2710000,6052000,0,plant,2,0,565,238,1399,93,46,1870,31,0,1,131,24
21938,tgb,2710000,6059000,0,plant,1,0,132,196,1407,121,32,1405,5,-4,1,42,32
21940,tgb,2710100,6068200,0,plant,2,29,19,181,1414,128,27,1198,2,-11,1,10,35
21941,tgb,2711000,6029000,0,plant,2,0,370,104,1407,105,60,2382,27,-17,1,48,33
21942,tgb,2711000,6297000,0,plant,2,0,337,158,1424,121,37,1699,8,19,1,-37,28
21943,tgb,2712000,6051000,0,plant,2,0,608,242,1397,91,56,2210,27,1,1,142,23
21944,tgb,2712000,6060000,0,plant,2,0,180,198,1407,117,34,1490,10,-5,1,54,31
20191,tgb,2141800,5675200,0,plant,1,0,16,179,1353,109,84,3669,0,-20,1,166,37
21945,tgb,2712000,6227000,0,plant,2,0,484,202,1405,109,45,1930,15,10,1,-63,29
21946,tgb,2712000,6376100,0,plant,2,42,27,193,1478,137,25,1270,2,4,1,-112,35
21947,tgb,2712200,6112700,0,plant,2,105,60,173,1452,128,20,935,0,-32,1,30,38
21949,tgb,2713000,6029000,0,plant,2,0,302,144,1412,109,62,2496,10,-21,1,16,35
21950,tgb,2713000,6033000,0,plant,2,0,927,127,1390,75,75,2704,26,0,1,227,21
21951,tgb,2713900,6064000,0,plant,2,0,317,198,1406,107,38,1596,4,-4,1,77,29
21952,tgb,2714000,6032000,0,plant,2,0,746,73,1396,84,70,2599,27,-7,1,174,25
21953,tgb,2714000,6033000,0,plant,2,0,1154,91,1384,64,82,2838,30,3,1,281,16
21954,tgb,2714000,6081000,0,plant,2,110,11,179,1424,129,21,934,0,-16,1,0,36
21955,tgb,2714000,6193000,0,plant,2,14,547,195,1416,104,32,1372,4,-1,1,-21,34
20192,tgb,2142000,5586000,0,plant,2,0,453,140,1357,90,39,1465,17,-43,1,-27,33
21956,tgb,2714000,6215000,0,plant,2,0,720,182,1407,95,53,2220,1,8,1,21,26
21958,tgb,2714400,6215200,0,plant,2,0,725,188,1407,94,54,2234,2,8,1,31,26
21962,tgb,2715000,6212000,0,plant,2,0,768,183,1407,92,53,2204,2,9,1,32,25
21963,tgb,2715000,6215000,0,plant,2,0,746,188,1406,93,54,2257,1,10,1,31,25
21964,tgb,2715000,6222000,0,plant,2,0,838,168,1402,88,57,2316,5,12,1,53,22
21965,tgb,2715100,6031800,0,plant,2,0,739,184,1397,85,70,2615,18,-8,1,164,25
21966,tgb,2716000,6208000,0,plant,2,0,815,186,1408,89,51,2075,2,7,1,43,26
21967,tgb,2716000,6216000,0,plant,2,0,747,185,1406,93,55,2286,1,10,1,31,25
21968,tgb,2716000,6217000,0,plant,2,0,725,181,1406,95,55,2278,0,10,1,21,25
21972,tgb,2717000,6048000,0,plant,2,0,1087,162,1387,67,88,3119,35,5,1,260,16
20195,tgb,2148400,5661100,0,plant,2,0,99,120,1275,106,125,5020,10,45,1,117,18
21974,tgb,2717000,6197000,0,plant,2,9,591,180,1413,102,32,1396,1,0,1,0,33
21975,tgb,2717000,6215000,0,plant,2,0,825,198,1406,89,57,2350,11,10,1,43,24
21976,tgb,2717000,6216000,0,plant,2,0,795,212,1406,91,57,2339,11,10,1,32,24
21978,tgb,2717000,6222000,0,plant,2,0,807,182,1403,90,57,2329,1,12,1,42,23
21979,tgb,2717000,6305000,0,plant,2,0,399,170,1428,118,39,1783,3,20,1,-6,27
21980,tgb,2717800,6154800,0,plant,2,81,160,176,1436,124,21,1001,16,-19,1,-108,39
21981,tgb,2719000,6075700,0,plant,2,48,9,180,1416,129,25,1110,0,-12,1,10,36
21982,tgb,2719000,6198000,0,plant,2,4,647,172,1412,98,34,1447,3,2,1,30,32
21986,tgb,2719600,6398900,0,plant,2,71,59,139,1482,137,22,1145,14,11,1,-82,36
21987,tgb,2720000,6040000,0,plant,2,0,662,230,1400,88,73,2783,23,-8,1,153,27
20197,tgb,2149000,5524000,0,plant,2,0,1088,243,1323,55,47,1487,29,-32,1,84,27
21988,tgb,2720000,6050000,0,plant,2,0,810,205,1393,81,81,3012,31,0,1,195,22
21989,tgb,2720000,6100000,0,plant,2,115,48,173,1433,128,19,891,1,-21,1,10,36
21990,tgb,2720000,6216000,0,plant,2,0,1313,189,1399,62,74,2764,6,16,1,171,13
21991,tgb,2720000,6217000,0,plant,2,0,1297,200,1398,62,73,2750,8,17,1,171,13
21993,tgb,2720000,6230000,0,plant,2,0,687,182,1404,98,51,2168,4,13,1,10,25
21994,tgb,2721000,6054000,0,plant,2,0,1270,223,1383,58,95,3327,25,11,1,313,11
21995,tgb,2721000,6056000,0,plant,2,0,928,203,1390,75,84,3168,26,6,1,227,18
21996,tgb,2721000,6060000,0,plant,2,0,513,186,1399,96,72,2926,19,-1,1,110,26
21997,tgb,2721000,6216000,0,plant,2,0,1327,95,1399,61,74,2787,20,16,1,172,13
21998,tgb,2721277,6312672,0,plant,2,0,862,176,1428,93,54,2308,6,25,1,161,16
20198,tgb,2149500,5610800,0,plant,2,0,600,37,1344,84,62,2241,28,-23,1,4,27
21999,tgb,2721900,6041900,0,plant,2,0,1073,190,1389,68,86,3052,22,0,1,260,18
22000,tgb,2722000,6009000,0,plant,1,145,40,179,1408,126,23,937,0,-22,1,-28,38
22001,tgb,2722000,6017000,0,plant,2,88,76,180,1413,124,27,1109,0,-27,1,-48,39
22002,tgb,2722000,6054000,0,plant,2,0,916,136,1390,75,82,3007,29,4,1,227,19
22003,tgb,2722000,6226000,0,plant,2,0,821,182,1405,90,57,2369,2,14,1,42,23
22005,tgb,2722800,6152400,0,plant,2,88,165,154,1433,124,21,975,10,-17,1,-98,39
22007,tgb,2723000,5983000,0,plant,2,142,100,181,1413,125,29,1122,12,-25,1,71,40
22008,tgb,2723000,6041000,0,plant,2,0,593,117,1403,92,67,2564,22,-11,1,122,29
22009,tgb,2723000,6050000,0,plant,2,0,438,167,1402,100,70,2763,9,-8,1,79,31
22010,tgb,2723000,6056000,0,plant,2,0,776,143,1393,82,76,2873,25,2,1,195,21
20199,tgb,2150400,5661400,0,plant,2,0,136,218,1275,104,125,5001,14,45,3,128,18
22011,tgb,2723000,6061000,0,plant,2,0,773,165,1394,82,79,3091,14,3,1,195,21
22012,tgb,2723000,6203000,0,plant,2,0,948,176,1408,81,48,1932,3,7,1,85,25
22013,tgb,2723000,6207000,0,plant,2,0,1108,180,1406,72,59,2289,5,11,1,118,21
22014,tgb,2723000,6214000,0,plant,2,0,1076,189,1405,74,66,2604,5,13,1,98,20
22016,tgb,2723000,6552000,0,plant,2,26,71,183,1545,153,30,1801,15,8,1,162,39
22017,tgb,2723000,6554000,0,plant,2,34,59,208,1545,154,29,1748,11,8,1,162,39
22018,tgb,2723200,6413300,0,plant,2,23,134,200,1481,134,30,1568,8,17,1,-61,35
22019,tgb,2723219,6058356,0,plant,2,0,943,206,1390,74,84,3170,18,6,1,238,17
22020,tgb,2723587,6132525,0,plant,2,39,278,177,1431,116,25,1116,1,-19,1,14,34
22021,tgb,2724000,6041000,0,plant,2,0,361,178,1411,105,55,2172,14,-17,1,48,35
20017,tgb,2023156,5490510,0,plant,2,0,820,252,1181,59,169,4580,32,32,1,292,1
20200,tgb,2151000,5660800,0,plant,2,0,403,227,1265,92,139,5275,24,55,3,122,11
22022,tgb,2724000,6058000,0,plant,2,0,855,96,1391,78,78,2953,22,4,1,216,20
22024,tgb,2724000,6554000,0,plant,2,25,168,188,1543,148,30,1776,10,11,1,204,37
22025,tgb,2724300,6316100,0,plant,2,0,643,160,1433,105,47,2087,9,24,1,98,21
22026,tgb,2725000,6103000,0,plant,2,121,58,179,1428,127,18,858,0,-19,1,20,36
22030,tgb,2725000,6549000,0,plant,2,8,130,189,1544,150,33,1968,13,8,1,173,38
22031,tgb,2725140,6187358,0,plant,2,39,623,175,1420,99,27,1170,1,0,1,-20,33
22032,tgb,2725300,6205900,0,plant,2,0,1211,174,1406,67,60,2292,7,11,1,140,20
22033,tgb,2725500,6515000,0,plant,2,0,870,126,1518,106,45,2355,19,20,1,287,22
22034,tgb,2725500,6515200,0,plant,2,0,866,193,1518,106,45,2353,16,20,1,287,22
22035,tgb,2725800,6515000,0,plant,2,0,832,164,1519,108,45,2339,20,20,1,277,23
20201,tgb,2151100,5662600,0,plant,2,0,121,178,1279,105,122,4913,12,43,1,128,19
22036,tgb,2725800,6558500,0,plant,2,44,32,162,1547,156,28,1695,6,9,1,161,39
22038,tgb,2726000,6058000,0,plant,2,0,354,109,1399,105,64,2582,15,-3,1,68,30
22040,tgb,2726000,6209000,0,plant,2,0,1274,185,1405,63,66,2516,5,13,1,161,18
22043,tgb,2726100,6223600,0,plant,2,0,909,188,1408,85,63,2565,2,14,1,64,23
22044,tgb,2726300,6312300,0,plant,2,0,949,125,1429,89,54,2308,20,25,1,173,15
22045,tgb,2726719,6052768,0,plant,2,0,647,190,1394,89,72,2730,18,0,1,153,25
22048,tgb,2727000,6055000,0,plant,2,0,554,125,1395,94,72,2796,13,-1,1,121,27
22049,tgb,2727000,6206000,0,plant,2,0,1464,190,1403,53,68,2499,10,14,1,234,15
22050,tgb,2727000,6207000,0,plant,2,0,1446,206,1403,54,69,2538,11,14,1,224,15
22051,tgb,2727000,6208000,0,plant,2,0,1477,182,1403,53,72,2628,6,14,1,224,14
20202,tgb,2152000,5389000,0,plant,2,20,170,201,1218,93,30,960,10,-8,1,191,25
22054,tgb,2727300,6216200,0,plant,1,0,1320,195,1405,61,76,2881,11,16,1,172,16
22056,tgb,2727600,6553300,0,plant,2,0,375,159,1539,137,35,2023,10,15,1,247,33
22057,tgb,2728000,6012000,0,plant,1,171,58,179,1410,125,21,857,0,-25,1,-48,39
22058,tgb,2728000,6053000,0,plant,2,0,724,155,1392,85,73,2742,19,0,1,174,24
22059,tgb,2728000,6057000,0,plant,2,0,327,205,1399,107,65,2627,11,-4,1,67,31
22060,tgb,2728000,6210000,0,plant,2,0,1689,204,1400,42,83,2929,15,18,1,298,9
22063,tgb,2728082,5972227,0,plant,2,76,281,207,1411,116,34,1341,22,-21,1,134,38
22064,tgb,2728200,6020300,0,plant,2,141,110,179,1416,122,24,945,0,-28,1,-57,39
22065,tgb,2729000,6046000,0,plant,2,0,386,145,1405,104,57,2288,10,-11,1,58,33
22066,tgb,2729000,6104000,0,plant,1,103,65,180,1423,127,20,902,0,-17,1,10,35
20203,tgb,2152200,5668800,0,plant,2,0,30,185,1338,109,92,3961,1,-7,1,136,33
22067,tgb,2729000,6217000,0,plant,2,0,1384,199,1406,58,78,2937,5,17,1,193,15
22068,tgb,2729000,6218000,0,plant,2,0,1269,199,1408,64,74,2871,8,15,1,151,17
22069,tgb,2729000,6219000,0,plant,2,0,1196,203,1409,68,73,2849,7,15,1,130,19
22070,tgb,2729500,6555900,0,plant,2,0,343,113,1541,139,35,2017,15,14,1,247,33
22071,tgb,2729600,6556300,0,plant,2,1,335,155,1541,140,35,2002,15,14,1,236,34
22072,tgb,2730000,6010000,0,plant,2,143,154,199,1407,119,24,933,6,-22,1,-46,37
22073,tgb,2730000,6040000,0,plant,2,18,273,120,1413,111,41,1615,13,-19,1,16,37
22074,tgb,2730000,6058000,0,plant,2,0,373,200,1397,105,63,2521,10,-2,1,68,30
22075,tgb,2730000,6070000,0,plant,2,0,580,136,1398,93,51,2056,17,0,1,151,25
22076,tgb,2730000,6110000,0,plant,2,84,111,179,1421,125,21,957,0,-15,1,11,34
20204,tgb,2152800,5660300,0,plant,2,0,990,195,1243,65,175,5859,17,73,3,160,0
22077,tgb,2730000,6120000,0,plant,2,61,226,179,1421,118,22,1004,1,-14,1,33,33
22078,tgb,2730000,6160000,0,plant,2,49,475,121,1422,107,24,1073,15,-8,1,-2,33
22079,tgb,2730000,6180000,0,plant,2,49,540,198,1421,105,22,1016,6,-4,1,-41,34
22080,tgb,2730000,6190000,0,plant,2,29,694,179,1419,96,28,1220,1,0,1,-9,32
22082,tgb,2730000,6270000,0,plant,2,0,882,102,1417,90,41,1756,13,19,1,122,21
22084,tgb,2730000,6292000,0,plant,2,0,559,181,1428,110,37,1664,0,18,1,66,25
22085,tgb,2730000,6294000,0,plant,2,0,560,178,1429,110,37,1686,2,18,1,66,25
22086,tgb,2730000,6310000,0,plant,2,0,713,186,1433,102,45,1983,8,22,1,109,20
22087,tgb,2730000,6490000,0,plant,2,10,90,187,1519,144,34,1925,11,14,1,25,40
22088,tgb,2730000,6510000,0,plant,2,11,180,161,1530,142,35,1977,20,10,1,86,38
20205,tgb,2152800,5667700,0,plant,2,0,55,202,1318,108,104,4412,6,8,1,137,29
22089,tgb,2730037,6169750,0,plant,2,74,394,196,1424,112,20,940,8,-8,1,-64,36
22090,tgb,2730300,6296000,0,plant,2,0,520,182,1430,112,37,1669,4,18,1,45,26
22091,tgb,2730318,6296045,0,plant,2,0,529,162,1430,112,37,1678,5,18,1,45,26
22093,tgb,2730600,6338900,0,plant,2,24,97,171,1456,132,28,1361,8,14,1,-140,32
22094,tgb,2731000,6091000,0,plant,2,73,30,180,1415,129,22,994,0,-11,1,10,36
22095,tgb,2731000,6211000,0,plant,2,0,2596,100,1389,-2,127,3697,18,29,1,522,0
22096,tgb,2731000,6257000,0,plant,2,0,878,147,1414,90,43,1841,9,18,1,82,22
22097,tgb,2731000,6292000,0,plant,2,0,583,185,1428,109,37,1676,1,19,1,66,25
22098,tgb,2731000,6295000,0,plant,2,0,539,180,1430,111,37,1669,0,18,1,56,26
22099,tgb,2731000,6516000,0,plant,2,13,136,160,1534,145,34,1969,16,9,1,85,39
20206,tgb,2153400,5388500,0,plant,2,18,89,130,1220,97,30,977,13,-9,1,190,27
22100,tgb,2731000,6547000,0,plant,2,5,111,180,1546,150,36,2122,13,7,1,153,39
22101,tgb,2731800,6554900,0,plant,2,5,196,158,1545,147,35,2036,16,11,1,194,37
22102,tgb,2732000,5977000,0,plant,2,87,165,166,1416,122,34,1354,14,-26,1,102,41
22103,tgb,2732000,6224000,0,plant,1,0,1063,180,1412,76,67,2713,2,15,1,87,21
22105,tgb,2732000,6296000,0,plant,2,0,537,183,1431,111,37,1669,0,18,1,56,26
22106,tgb,2732122,6434100,0,plant,2,112,1,179,1484,141,20,1077,0,22,1,-103,38
22107,tgb,2732300,6549200,0,plant,1,12,17,174,1549,155,35,2052,1,6,1,131,41
22109,tgb,2732900,6544400,0,plant,2,12,34,160,1548,154,35,2058,9,6,1,122,41
22110,tgb,2733000,6263000,0,plant,2,0,805,187,1420,94,40,1727,4,18,1,91,24
22112,tgb,2734000,5980000,0,plant,2,78,224,213,1414,118,35,1376,17,-25,1,93,40
20207,tgb,2153900,5659600,0,plant,2,0,1278,187,1233,51,195,6131,15,82,1,195,0
22113,tgb,2734000,6081000,0,plant,2,4,293,185,1405,111,31,1347,10,-4,1,86,30
22114,tgb,2734000,6138000,0,plant,2,40,305,173,1419,115,24,1088,6,-10,1,-5,34
22115,tgb,2734000,6278000,0,plant,2,0,889,209,1423,91,41,1769,9,20,1,132,21
22116,tgb,2734000,6297000,0,plant,2,0,554,176,1433,111,37,1679,1,18,1,56,25
22117,tgb,2734000,6345000,0,plant,2,17,260,180,1459,124,30,1474,0,15,1,-48,29
22118,tgb,2734600,6014300,0,plant,1,184,68,182,1413,125,22,877,0,-27,1,-48,39
22120,tgb,2735000,6181000,0,plant,2,38,703,179,1418,95,25,1082,3,-2,1,31,31
22121,tgb,2735000,6253000,0,plant,2,0,659,170,1422,102,40,1767,3,15,1,39,28
22122,tgb,2735000,6452000,0,plant,2,45,134,90,1491,138,27,1470,19,25,1,27,36
22123,tgb,2735100,6494800,0,plant,2,0,377,112,1520,130,39,2171,14,16,1,119,35
20208,tgb,2154000,5665000,0,plant,2,0,319,183,1277,97,127,4960,9,46,1,120,15
22124,tgb,2735300,5990200,0,plant,2,128,51,196,1416,128,32,1245,5,-28,1,40,42
22125,tgb,2735600,6253700,0,plant,2,0,658,187,1423,102,39,1750,1,15,1,39,28
22126,tgb,2736000,6114000,0,plant,2,85,162,181,1411,122,21,928,0,-8,1,12,33
22127,tgb,2736000,6115000,0,plant,1,83,169,180,1411,122,21,931,0,-8,1,12,33
22128,tgb,2736000,6277000,0,plant,2,0,634,141,1429,106,35,1553,11,16,1,77,27
22129,tgb,2736500,6181600,0,plant,2,26,823,184,1416,88,27,1160,4,0,1,73,29
22130,tgb,2737000,6115000,0,plant,2,84,175,179,1409,121,21,926,0,-7,1,12,32
22131,tgb,2737700,6204400,0,plant,1,0,1190,158,1416,68,46,1813,6,6,1,140,23
22132,tgb,2738000,6223000,0,plant,2,0,1605,84,1408,48,82,3001,24,21,1,256,11
22133,tgb,2738000,6238000,0,plant,2,0,641,184,1422,102,48,2107,1,13,1,0,29
20209,tgb,2154359,5658999,0,plant,2,0,1339,218,1232,48,199,6170,20,82,1,206,0
22135,tgb,2738000,6499000,0,plant,1,35,11,177,1530,148,32,1848,0,9,1,14,43
22136,tgb,2738029,6452135,0,plant,2,11,473,227,1490,120,35,1819,16,26,1,103,30
22137,tgb,2738400,6494800,0,plant,2,2,205,229,1524,138,36,2051,14,14,1,67,39
22138,tgb,2738400,6502300,0,plant,2,44,17,181,1531,149,32,1821,6,9,1,13,43
22139,tgb,2738700,6506000,0,plant,2,36,137,180,1531,143,33,1889,12,11,1,65,40
22140,tgb,2738800,6480000,0,plant,2,1,200,155,1512,137,37,2048,12,18,1,47,38
22142,tgb,2739000,6228000,0,plant,2,0,1845,173,1402,36,92,3206,5,25,1,330,4
