siteid,spid,x,y,occ,group,bcc,calc,ccc,ddeg,nutri,pday,precyy,sfroyy,slope,sradyy,swb,tavecc,topo
11394,tgb,1578430,116080,0,tree,66,1,33,2174,7.0625,37,1486,0,280,9971,24,-2,-25
11395,tgb,1578440,16380,0,tree,25,1,12,3502,8.1875,35,1151,0,597,16342,-74,1,146
11396,tgb,1578470,116140,0,tree,96,1,4,2239,8,36,1449,0,249,10275,24,-1,-250
11397,tgb,1578470,116240,0,tree,81,1,12,2284,8,36,1430,0,227,16467,-16,-1,-189
11398,tgb,1578500,14650,0,tree,0,0,100,3536,12,34,1095,0,48,15091,-124,1,0
10013,tgb,1500259,17755,0,tree,100,0,0,3354,24,27,1050,0,15,18060,-192,0,18
10139,tgb,1518350,63350,0,tree,6,1,94,2186,17,36,1619,0,73,20075,9,-1,1
11399,tgb,1578520,59050,0,tree,29,0,71,2517,12,36,1571,0,263,11269,37,-1,167
11400,tgb,1578530,37180,0,tree,10,1,21,1896,16.625,39,1578,0,218,11696,55,-2,-137
11401,tgb,1578540,29420,0,tree,35,1,58,3126,7,38,1305,0,293,12238,3,0,-142
11402,tgb,1578550,13850,0,tree,21,0,79,3457,12,34,1100,0,64,16811,-173,1,-10
11403,tgb,1578570,9150,0,tree,8,0,79,2124,9.1875,37,1383,0,131,17042,-33,-2,325
11404,tgb,1578600,14450,0,tree,0,0,88,3511,12,34,1098,0,45,15739,-134,1,8
11405,tgb,1578650,14800,0,tree,4,0,96,3563,12,34,1091,0,42,15830,-149,1,-4
11406,tgb,1578650,21790,0,tree,21,1,29,3493,17.0625,36,1189,0,318,21487,-161,1,30
11407,tgb,1578670,44750,0,tree,4,1,96,2229,7,38,1532,0,337,12361,24,-1,-140
11408,tgb,1578700,14450,0,tree,0,0,100,3520,12,34,1096,0,51,16011,-146,1,7
10140,tgb,1518450,53950,0,tree,12,1,81,1891,12.625,37,1822,0,61,17162,32,-2,39
11409,tgb,1578700,14850,0,tree,10,0,89,3581,12,34,1089,0,41,15409,-143,1,-14
11410,tgb,1578750,14500,0,tree,12,0,81,3533,12,34,1092,0,64,15969,-147,1,0
11411,tgb,1578750,109690,0,tree,81,1,19,3004,12.5,32,1004,0,203,21081,-292,0,-7
11412,tgb,1578840,110090,0,tree,62,1,31,2864,14.5,33,1074,0,200,20962,-209,0,32
11413,tgb,1578850,109670,0,tree,85,0,14,3059,12.9375,32,972,0,325,21861,-298,0,-30
11414,tgb,1578880,110240,0,tree,39,1,10,2776,17,33,1121,0,199,21224,-181,0,59
11415,tgb,1578950,14750,0,tree,2,0,54,3596,12,34,1084,0,46,16046,-156,1,-62
11416,tgb,1578950,109530,0,tree,17,1,2,3082,18,32,976,0,64,17068,-210,0,0
11417,tgb,1578980,51580,0,tree,46,1,54,2153,7,37,1564,0,290,10049,24,-2,-128
11418,tgb,1579000,14450,0,tree,17,0,46,3566,12,34,1085,0,48,16220,-164,1,-33
10141,tgb,1518940,42450,0,tree,100,0,0,3268,21,29,1120,0,62,19231,-266,0,2
11419,tgb,1579000,55530,0,tree,0,1,100,1953,17,38,1690,0,238,13851,53,-2,-2
11420,tgb,1579010,15750,0,tree,37,0,12,3502,4,35,1126,0,342,18339,-198,1,-161
11421,tgb,1579010,60310,0,tree,2,0,92,2604,12,36,1542,0,173,20865,12,-1,157
11422,tgb,1579030,55420,0,tree,0,1,100,1943,8.25,38,1695,0,280,14727,38,-2,-10
11423,tgb,1579050,51710,0,tree,43,0,56,2223,7,37,1535,0,230,11445,24,-2,-143
11424,tgb,1579050,55950,0,tree,2,1,73,1990,17,38,1691,0,209,16094,53,-2,51
11425,tgb,1579050,131950,0,tree,35,1,45,2402,18,37,1505,0,71,17250,25,0,0
11426,tgb,1579100,14350,0,tree,19,0,12,3566,12,34,1082,0,49,16100,-156,1,-45
11427,tgb,1579100,14850,0,tree,6,0,62,3608,12,34,1080,0,62,15496,-141,1,-110
11428,tgb,1579130,15530,0,tree,2,0,4,3660,9.9375,34,1081,0,96,17121,-184,1,-203
10142,tgb,1518970,42770,0,tree,98,0,2,3226,20.0625,29,1131,0,174,17160,-185,0,178
11429,tgb,1579140,45150,0,tree,21,1,79,2024,7,38,1579,0,406,11146,22,-2,94
11430,tgb,1579140,51860,0,tree,0,0,100,2313,7,37,1502,0,170,12906,14,-1,-161
11431,tgb,1579170,37590,0,tree,23,1,64,1804,12,39,1590,0,251,12403,39,-3,-153
11432,tgb,1579230,7170,0,tree,8,0,92,2723,3,35,1200,0,248,12317,-60,0,30
11433,tgb,1579280,42910,0,tree,25,1,75,2187,0.9375,38,1525,0,442,17951,-4,-2,-357
11434,tgb,1579290,42790,0,tree,4,1,96,2241,7.1875,38,1512,0,387,16942,18,-1,-304
11435,tgb,1579300,116110,0,tree,58,1,41,2031,12,37,1576,0,214,20935,13,-2,56
11436,tgb,1579300,147500,0,tree,37,1,62,3055,15.25,34,1112,0,169,16650,-97,0,6
11437,tgb,1579340,147570,0,tree,70,1,29,3119,12,34,1113,0,216,14581,-70,0,-22
11438,tgb,1579350,15130,0,tree,29,0,39,3529,5.25,34,1110,0,356,15734,-138,1,-153
10143,tgb,1518990,66770,0,tree,0,1,100,1853,17,38,1835,0,28,18529,42,-2,38
11439,tgb,1579400,15200,0,tree,33,0,54,3490,3,35,1123,0,439,16901,-154,1,-153
11440,tgb,1579410,7290,0,tree,0,0,81,2734,16.75,35,1197,0,102,16142,-96,0,82
11441,tgb,1579430,110550,0,tree,98,1,2,2811,17,33,1101,0,192,20719,-186,0,43
11442,tgb,1579450,109950,0,tree,79,1,21,3085,11.375,32,969,0,285,22154,-328,0,125
11443,tgb,1579460,42770,0,tree,50,0,12,2051,5.6875,39,1552,0,418,22206,6,-2,-273
11444,tgb,1579480,7230,0,tree,4,0,96,2750,16,35,1187,0,130,16962,-128,0,133
11445,tgb,1579510,66300,0,tree,4,0,90,2533,25,36,1553,0,32,17770,67,-1,-2
11446,tgb,1579520,39750,0,tree,39,1,60,1990,7,39,1551,0,409,21837,-7,-2,-54
11447,tgb,1579600,16080,0,tree,37,1,62,2431,3.375,37,1374,0,420,15394,1,-1,430
11448,tgb,1579650,14550,0,tree,19,0,31,3487,2.75,35,1114,0,446,15970,-136,1,-294
10144,tgb,1519000,42120,0,tree,38,0,0,3286,24,29,1110,0,50,19048,-241,0,12
11449,tgb,1579650,51910,0,tree,17,0,14,2365,7,36,1467,0,337,8964,24,-1,-142
11450,tgb,1579660,51820,0,tree,35,0,58,2262,7,37,1504,0,338,9105,24,-1,-73
11451,tgb,1579670,115850,0,tree,50,1,50,2221,16.0625,36,1467,0,169,20750,2,-1,-22
11452,tgb,1579710,7330,0,tree,2,0,73,2843,16,35,1164,0,186,18119,-158,0,159
11453,tgb,1579750,43050,0,tree,10,1,8,1641,0.4375,40,1663,0,556,20861,0,-3,196
11454,tgb,1579750,87160,0,tree,29,0,70,2954,24,32,1122,0,38,17603,-73,0,42
11455,tgb,1579770,111400,0,tree,50,1,50,2705,8.875,33,1162,0,132,19818,-165,0,25
11456,tgb,1579810,111290,0,tree,54,1,45,2731,7,33,1151,0,145,20112,-177,0,25
11457,tgb,1579830,15610,0,tree,19,0,81,2740,2.1875,36,1306,0,446,15108,-30,0,-19
11458,tgb,1579830,39900,0,tree,90,1,4,2123,2.625,38,1500,0,459,20765,-3,-2,-126
10145,tgb,1519050,56450,0,tree,31,1,12,1941,18,37,1779,0,26,18371,33,-2,-6
11459,tgb,1579850,13050,0,tree,0,0,0,3520,12,34,1074,0,100,14893,-129,1,-78
11460,tgb,1579850,33760,0,tree,12,1,69,2091,12.25,39,1494,0,294,20963,15,-2,146
11461,tgb,1579900,45450,0,tree,98,1,2,2152,7,38,1493,0,430,16902,12,-2,124
11462,tgb,1579950,110340,0,tree,100,1,0,3142,8.9375,31,941,0,268,21266,-330,0,-41
11463,tgb,1580020,86100,0,tree,64,0,29,3116,26,31,1029,0,159,21171,-184,0,-38
11464,tgb,1580050,13950,0,tree,17,0,8,3181,2.1875,35,1173,0,394,15846,-111,0,-42
11465,tgb,1580050,18470,0,tree,0,1,100,2978,12,36,1277,0,362,12306,10,0,-179
11466,tgb,1580050,111950,0,tree,8,1,92,2631,17,34,1209,0,141,20519,-118,0,19
11467,tgb,1580050,112950,0,tree,56,1,43,2432,11.375,35,1339,0,261,15201,-1,-1,51
11468,tgb,1580050,119950,0,tree,29,1,70,2319,12,36,1456,0,196,11795,24,-1,-121
10146,tgb,1519130,41900,0,tree,25,0,12,3311,24,29,1100,0,81,19462,-253,0,12
11469,tgb,1580050,131950,0,tree,31,1,43,2420,17.75,37,1503,0,65,17088,42,0,-21
11470,tgb,1580070,110820,0,tree,68,1,31,2973,7,32,1027,0,180,20907,-276,0,6
11471,tgb,1580150,18280,0,tree,0,1,100,2670,7.3125,37,1350,0,489,8102,16,0,-89
11472,tgb,1580150,18350,0,tree,2,1,98,2798,11.6875,37,1319,0,380,10347,33,0,-140
11473,tgb,1580160,22920,0,tree,0,1,13,3496,11.6875,36,1206,0,219,16449,-112,1,-420
11474,tgb,1580190,139910,0,tree,75,1,0,3025,12.9375,34,1129,0,377,11499,6,0,-114
11475,tgb,1580200,1050,0,tree,2,0,98,2157,2.125,35,1274,0,417,8490,1,-2,272
11476,tgb,1580250,18200,0,tree,0,1,100,2437,7,38,1412,0,474,7102,8,-1,3
11477,tgb,1580350,111250,0,tree,33,1,66,2864,17,33,1088,0,158,20907,-210,0,22
11478,tgb,1580350,139850,0,tree,98,1,2,3162,13,34,1094,0,322,17810,-131,0,-283
10147,tgb,1519150,56050,0,tree,0,1,100,1915,18,37,1797,0,28,18417,36,-2,13
11479,tgb,1580380,123190,0,tree,66,1,33,2703,17.125,35,1282,0,211,14156,1,0,-53
11480,tgb,1580430,55210,0,tree,0,0,50,2271,7.3125,36,1517,0,226,13373,20,-2,-203
11481,tgb,1580430,55900,0,tree,31,0,25,2340,7,36,1506,0,79,16332,5,-1,-123
11482,tgb,1580510,31080,0,tree,8,1,67,2902,12,39,1349,0,280,14018,17,0,-137
11483,tgb,1580530,45080,0,tree,25,0,50,2377,0,38,1412,0,603,7116,0,-1,-661
11484,tgb,1580550,12850,0,tree,10,0,89,2948,2.9375,36,1213,0,422,12552,-42,0,-20
11485,tgb,1580550,43410,0,tree,0,0,0,1964,5,39,1530,0,245,13130,5,-2,-175
11486,tgb,1580550,89290,0,tree,54,0,39,3116,17.4375,31,1052,0,244,11516,-16,0,15
11487,tgb,1580560,45060,0,tree,50,0,12,2468,0,37,1392,0,379,9033,0,-1,-137
11488,tgb,1580580,70050,0,tree,2,0,92,2368,25,37,1536,0,139,17534,68,-1,-32
10148,tgb,1519950,61050,0,tree,50,0,0,2295,25,35,1555,0,133,15378,18,-1,-27
11489,tgb,1580610,56160,0,tree,37,0,43,2427,7,36,1477,0,216,17755,0,-1,-131
11490,tgb,1580630,44200,0,tree,50,0,12,1946,0,39,1529,0,476,15772,0,-2,30
11491,tgb,1580650,10950,0,tree,27,0,17,3445,3,34,1066,0,394,16745,-188,1,-156
11492,tgb,1580650,13350,0,tree,48,0,8,2883,2.875,36,1233,0,414,19810,-126,0,283
11493,tgb,1580650,14150,0,tree,39,0,60,2532,7,37,1338,0,311,19790,-82,0,146
11494,tgb,1580650,139630,0,tree,56,1,19,3235,27,33,1050,0,219,20817,-220,1,-168
11495,tgb,1580700,76600,0,tree,35,0,14,2900,17,33,1112,0,112,15450,-50,0,-29
11496,tgb,1580730,43610,0,tree,19,0,0,2062,7,38,1499,0,254,14366,15,-2,-171
11497,tgb,1580770,66890,0,tree,54,0,39,2671,17,36,1460,0,253,13571,45,-1,-33
11498,tgb,1580790,52000,0,tree,60,1,39,2153,7,37,1496,0,368,19259,5,-2,152
10014,tgb,1500275,17607,0,tree,100,0,0,3354,24,27,1050,0,11,18246,-195,0,25
10149,tgb,1520050,37950,0,tree,35,0,8,3472,17,28,1030,0,54,19839,-330,1,1
11499,tgb,1580800,19200,0,tree,0,1,100,2208,12,38,1482,0,404,11814,37,-1,136
11500,tgb,1580850,14150,0,tree,10,0,89,2405,5.9375,37,1381,0,378,18574,-29,-1,-126
11501,tgb,1580850,52200,0,tree,94,1,6,2173,7,37,1488,0,385,18494,6,-2,114
11502,tgb,1581050,3950,0,tree,0,0,75,2814,7,34,1101,0,343,17686,-192,0,2
11503,tgb,1581050,9950,0,tree,12,0,87,2963,2.1875,35,1176,0,432,15457,-89,0,7
11504,tgb,1581050,10950,0,tree,54,0,39,2875,3,36,1203,0,298,17941,-133,0,-126
11505,tgb,1581050,11950,0,tree,6,0,87,2558,2.4375,37,1309,0,507,16816,-36,0,-3
11506,tgb,1581050,31950,0,tree,29,1,14,2577,12,39,1414,0,208,19275,-15,0,121
11507,tgb,1581050,104500,0,tree,12,0,81,3351,17,30,940,0,3,18438,-272,0,0
11508,tgb,1581050,112950,0,tree,6,1,94,2567,17,34,1261,0,88,19980,-90,-1,10
10150,tgb,1520550,39050,0,tree,100,0,0,3472,25,28,1030,0,18,18226,-270,1,0
11509,tgb,1581050,113950,0,tree,27,1,10,2401,11,35,1364,0,59,18033,-29,-1,94
11510,tgb,1581050,115950,0,tree,44,1,6,2446,17,35,1357,0,106,20387,-38,-1,-10
11511,tgb,1581050,116950,0,tree,64,1,35,2195,12,37,1513,0,141,20510,6,-1,-29
11512,tgb,1581050,130950,0,tree,12,1,6,2385,17,37,1524,0,22,18289,47,-1,-20
11513,tgb,1581050,138850,0,tree,46,1,23,3204,15.75,33,1058,0,317,12548,-45,1,-121
11514,tgb,1581050,139950,0,tree,45,1,35,2799,17,35,1266,0,264,21002,-85,0,20
11515,tgb,1581050,155950,0,tree,71,1,4,3174,13.875,34,1082,0,40,17408,-162,0,54
11516,tgb,1581150,104500,0,tree,35,0,64,3351,17,30,940,0,3,18428,-271,0,0
11517,tgb,1581180,22620,0,tree,6,0,94,3220,7,37,1262,0,329,10941,8,0,-159
11518,tgb,1581200,82650,0,tree,64,0,35,2849,24,33,1123,0,51,17427,-46,0,43
10151,tgb,1520850,60850,0,tree,6,1,0,2053,17.0625,36,1700,0,146,14894,38,-2,26
11519,tgb,1581200,138800,0,tree,27,1,10,3231,23.25,33,1047,0,313,13353,-55,1,-126
11520,tgb,1581250,32530,0,tree,10,1,71,2741,9.8125,39,1377,0,395,8229,24,0,-110
11521,tgb,1581270,112900,0,tree,2,0,98,2628,17,34,1229,0,85,19413,-98,0,3
11522,tgb,1581300,76600,0,tree,60,0,39,2875,17,33,1122,0,90,19648,-109,0,13
11523,tgb,1581350,9950,0,tree,6,0,0,2670,7,36,1248,0,229,18810,-128,0,39
11524,tgb,1581350,10250,0,tree,39,0,60,2576,6.375,37,1284,0,351,16518,-59,0,82
11525,tgb,1581350,13150,0,tree,0,0,100,2278,17.0625,38,1408,0,483,8369,53,-1,-118
11526,tgb,1581350,114220,0,tree,8,1,23,2483,12,35,1319,0,104,16994,-34,-1,48
11527,tgb,1581350,126700,0,tree,35,1,46,2127,17,38,1671,0,79,17046,43,-1,31
11528,tgb,1581400,146500,0,tree,12,1,75,2782,11.9375,35,1267,0,110,19630,-88,0,32
10152,tgb,1521050,17950,0,tree,6,0,0,3279,24,29,979,0,13,18436,-200,0,9
11529,tgb,1581410,137940,0,tree,25,0,56,3007,13.75,34,1169,0,223,11440,-12,0,-126
11530,tgb,1581450,9550,0,tree,21,0,23,2604,7,36,1263,0,187,17272,-96,0,108
11531,tgb,1581450,104050,0,tree,43,0,19,3351,17,30,948,0,1,18460,-268,0,0
11532,tgb,1581450,113880,0,tree,19,0,81,2517,17,35,1296,0,118,18309,-46,-1,32
11533,tgb,1581500,75450,0,tree,14,0,85,2908,24.5,33,1122,0,109,19591,-77,0,0
11534,tgb,1581540,54850,0,tree,27,1,60,1868,7,38,1615,0,396,17694,21,-3,314
11535,tgb,1581550,10250,0,tree,23,0,77,2404,7,37,1332,0,327,19639,-79,-1,71
11536,tgb,1581550,130950,0,tree,0,0,50,2391,0,37,1524,0,13,18872,-33,-1,-15
11537,tgb,1581550,137950,0,tree,17,0,83,2943,12,35,1204,0,350,9760,10,0,-42
11538,tgb,1581650,4610,0,tree,10,0,27,2965,7,34,1072,0,258,21415,-298,0,43
10153,tgb,1521550,39350,0,tree,98,0,2,3484,17,28,1024,0,6,18477,-307,1,6
11539,tgb,1581650,9850,0,tree,31,0,68,2511,7,37,1297,0,292,16995,-62,0,-33
11540,tgb,1581650,30650,0,tree,21,0,79,2205,12,40,1517,0,319,14415,36,-1,-153
11541,tgb,1581660,43530,0,tree,41,1,39,2049,7.5,38,1465,0,364,10090,24,-2,-294
11542,tgb,1581730,147090,0,tree,87,0,6,3107,12,34,1102,0,347,10203,-4,0,-136
11543,tgb,1581750,131130,0,tree,6,0,75,2391,17.1875,37,1525,0,21,18851,45,-1,-13
11544,tgb,1581770,147050,0,tree,60,1,27,3131,12,34,1109,0,233,15718,-148,0,-220
11545,tgb,1581780,112180,0,tree,35,1,14,2840,17,33,1113,0,125,20639,-195,0,10
11546,tgb,1581790,54980,0,tree,46,1,48,2000,7,37,1565,0,374,20090,12,-2,136
11547,tgb,1581800,106350,0,tree,63,0,0,3257,17,31,959,0,266,22364,-325,0,19
11548,tgb,1581800,106950,0,tree,81,0,19,3134,17.3125,31,1005,0,108,17017,-191,0,78
10154,tgb,1521700,43975,0,tree,94,0,0,3189,17,30,1143,0,279,21642,-263,0,9
11549,tgb,1581800,131200,0,tree,0,0,100,2385,17,37,1528,0,20,18762,46,-1,-8
11550,tgb,1581830,130870,0,tree,0,0,75,2385,18,37,1529,0,42,17580,26,-1,-7
11551,tgb,1581840,57510,0,tree,17,0,46,2735,7,35,1392,0,96,19077,-29,0,-178
11552,tgb,1581900,77150,0,tree,31,0,50,2966,17.5625,33,1069,0,186,22295,-159,0,-38
11553,tgb,1581900,88400,0,tree,21,0,66,3175,19.8125,31,1029,0,164,15905,-78,0,-27
11554,tgb,1581900,107050,0,tree,89,0,10,3113,18.0625,31,1019,0,121,17405,-190,0,88
11555,tgb,1581900,130930,0,tree,12,0,81,2378,18,37,1533,0,54,17111,28,-1,-2
11556,tgb,1581940,4760,0,tree,60,1,8,3060,7,34,1045,0,376,20318,-284,0,95
11557,tgb,1581950,10650,0,tree,0,0,100,2067,3,38,1445,0,370,20129,-33,-2,146
11558,tgb,1581950,44330,0,tree,10,1,89,2310,7,38,1397,0,315,14532,5,-1,44
10155,tgb,1521800,53650,0,tree,2,1,98,2261,18,35,1585,0,102,19996,-6,-1,-6
11559,tgb,1581950,46850,0,tree,2,1,98,2313,7.0625,37,1404,0,389,14503,15,-1,-168
11560,tgb,1581950,77100,0,tree,6,0,81,2956,17,33,1078,0,79,16739,-85,0,-30
11561,tgb,1581950,77150,0,tree,45,0,41,2990,17,33,1054,0,196,20924,-160,0,-58
11562,tgb,1582000,107250,0,tree,96,0,4,3113,16.375,31,1010,0,198,14301,-123,0,74
11563,tgb,1582040,146750,0,tree,60,1,39,3046,12,34,1157,0,299,13071,-27,0,-262
11564,tgb,1582050,2010,0,tree,27,0,73,2790,7,34,1075,0,326,20986,-288,0,163
11565,tgb,1582050,22950,0,tree,25,1,37,3102,7.25,37,1283,0,309,13855,-50,0,-304
11566,tgb,1582050,51950,0,tree,0,0,0,2879,13.875,35,1261,0,65,17744,-38,0,-90
11567,tgb,1582050,125950,0,tree,71,1,4,2032,14.5,39,1723,0,69,19838,39,-2,108
11568,tgb,1582050,129950,0,tree,8,0,4,2406,17,37,1515,0,53,19692,41,-1,-15
10156,tgb,1521850,41750,0,tree,94,0,0,3466,25,28,1025,0,17,18833,-248,1,1
11569,tgb,1582050,130950,0,tree,19,1,81,2362,18,37,1537,0,52,17418,27,-1,2
11570,tgb,1582050,131950,0,tree,0,1,88,2360,17.0625,37,1537,0,15,18282,47,-1,0
11571,tgb,1582070,53620,0,tree,73,1,2,2301,7,36,1425,0,364,19735,-2,-1,54
11572,tgb,1582070,114590,0,tree,77,1,23,2661,16.5,34,1235,0,46,19201,-93,0,-21
11573,tgb,1582100,77200,0,tree,48,0,39,3014,17,33,1049,0,155,17205,-113,0,-136
11574,tgb,1582110,112560,0,tree,39,1,17,2781,19.1875,33,1155,0,63,19743,-151,0,16
11575,tgb,1582110,137650,0,tree,45,1,54,2777,12,35,1269,0,289,13498,-15,0,-252
11576,tgb,1582130,137600,0,tree,79,1,21,2706,12,36,1309,0,354,9523,29,0,-136
11577,tgb,1582150,23350,0,tree,81,0,6,2758,7,38,1359,0,282,19969,-58,0,-41
11578,tgb,1582150,47230,0,tree,2,1,73,2150,7.375,37,1442,0,407,15376,19,-2,-220
10157,tgb,1521850,53650,0,tree,4,1,96,2276,18,35,1585,0,101,20341,-7,-1,-1
11579,tgb,1582150,112520,0,tree,79,1,21,2814,17,33,1133,0,121,20736,-185,0,13
11580,tgb,1582200,350,0,tree,0,0,94,2261,6.1875,35,1239,0,474,6381,21,-1,106
11581,tgb,1582200,4990,0,tree,27,0,4,3181,2.125,33,1012,0,381,19056,-293,0,76
11582,tgb,1582200,82850,0,tree,33,0,66,2892,17,33,1100,0,83,16448,-69,0,2
11583,tgb,1582210,56810,0,tree,48,1,8,2505,7,36,1444,0,283,10885,23,-1,50
11584,tgb,1582250,22950,0,tree,2,0,98,2972,7,37,1319,0,385,12082,20,0,-130
11585,tgb,1582250,32320,0,tree,6,1,31,2242,12,40,1499,0,325,11650,34,-1,220
11586,tgb,1582270,5070,0,tree,6,0,0,3238,2,33,999,0,394,15900,-236,0,168
11587,tgb,1582280,5000,0,tree,0,1,0,3293,2.5,33,982,0,350,20065,-336,0,31
11588,tgb,1582300,83700,0,tree,50,0,19,2880,17,33,1122,0,83,18422,-90,0,8
10158,tgb,1522050,60050,0,tree,43,1,31,1970,25,36,1751,0,63,17502,65,-2,-37
11589,tgb,1582310,112470,0,tree,64,1,23,2834,17,33,1128,0,110,20558,-184,0,10
11590,tgb,1582330,2000,0,tree,69,0,31,2817,7,33,1066,0,375,21047,-290,0,118
11591,tgb,1582450,23250,0,tree,33,0,54,2951,7.6875,37,1321,0,222,15123,-17,0,-199
11592,tgb,1582500,200,0,tree,6,0,25,2261,7,35,1221,0,394,12758,-27,-1,124
11593,tgb,1582550,23350,0,tree,41,0,27,2918,7.8125,37,1327,0,196,18353,-55,0,-231
11594,tgb,1582570,57780,0,tree,23,0,58,2819,17,35,1371,0,29,17820,6,0,-30
11595,tgb,1582730,32550,0,tree,4,1,2,2275,17,40,1488,0,181,16061,35,-1,130
11596,tgb,1582790,75820,0,tree,12,0,62,2848,25,34,1160,0,8,18610,-44,0,8
11597,tgb,1582790,142590,0,tree,83,1,17,3307,8,33,1011,0,330,10027,-50,1,-126
11598,tgb,1582800,108300,0,tree,94,0,6,3199,17,31,970,0,218,17372,-211,0,29
10015,tgb,1500310,18070,0,tree,100,0,0,3366,24,27,1049,0,37,17708,-186,0,10
10159,tgb,1522100,21700,0,tree,85,0,14,3305,25,29,994,0,8,18204,-192,0,0
11599,tgb,1582800,112130,0,tree,31,1,50,3007,17,32,1044,0,111,20651,-249,0,-19
11600,tgb,1582810,112410,0,tree,79,1,21,2904,17,32,1096,0,103,20405,-209,0,-6
11601,tgb,1582820,7060,0,tree,13,0,0,3144,3.3125,34,1063,0,390,22011,-291,0,187
11602,tgb,1582850,1350,0,tree,0,0,19,3026,7,33,990,0,165,14523,-226,0,-79
11603,tgb,1582850,7350,0,tree,46,0,23,2834,2,35,1160,0,314,22848,-253,0,237
11604,tgb,1582850,7700,0,tree,23,0,33,2605,2,36,1237,0,267,22306,-205,0,237
11605,tgb,1582850,7800,0,tree,0,0,6,2511,2,37,1270,0,331,22905,-167,-1,209
11606,tgb,1582850,8450,0,tree,4,0,96,2035,2,39,1437,0,335,23007,-73,-2,168
11607,tgb,1582850,8550,0,tree,21,0,73,1953,5.3125,39,1467,0,213,21675,-46,-2,188
11608,tgb,1582850,49250,0,tree,8,1,92,2277,7,37,1401,0,354,14337,13,-1,51
10160,tgb,1522130,20600,0,tree,54,0,2,3284,25,29,998,0,16,18204,-184,0,3
11609,tgb,1582850,119450,0,tree,40,1,4,1678,11.75,40,1910,0,237,11519,37,-3,94
11610,tgb,1582950,7670,0,tree,56,0,31,2667,2.125,36,1210,0,374,19885,-164,0,172
11611,tgb,1582950,84500,0,tree,31,0,68,2835,24,33,1153,0,60,19235,-60,0,50
11612,tgb,1582960,7170,0,tree,98,0,2,3156,6.5,34,1062,0,379,22341,-305,0,59
11613,tgb,1583020,7320,0,tree,60,0,8,3039,2.4375,35,1095,0,410,21961,-267,0,101
11614,tgb,1583040,8300,0,tree,14,0,79,2151,2,38,1391,0,236,20778,-88,-2,167
11615,tgb,1583050,7550,0,tree,79,0,8,2831,2.0625,35,1159,0,300,20532,-214,0,-147
11616,tgb,1583050,7750,0,tree,69,0,0,2673,2,36,1207,0,427,20566,-160,0,128
11617,tgb,1583050,7950,0,tree,81,0,6,2454,2,37,1284,0,436,22258,-122,-1,125
11618,tgb,1583050,8450,0,tree,8,0,54,2018,2,39,1442,0,353,22907,-62,-2,177
10161,tgb,1522200,20700,0,tree,87,0,12,3284,25,29,1000,0,16,18105,-179,0,3
11619,tgb,1583050,72330,0,tree,0,0,0,2790,25,34,1257,0,33,18247,6,0,-12
11620,tgb,1583050,87200,0,tree,21,0,73,3070,17,32,1067,0,125,19540,-157,0,-18
11621,tgb,1583050,111950,0,tree,98,1,2,3020,17,32,1038,0,125,20823,-256,0,0
11622,tgb,1583050,113950,0,tree,0,0,0,2732,38,33,1204,0,11,18748,-83,0,-8
11623,tgb,1583050,132950,0,tree,43,1,37,2376,17.375,37,1529,0,132,14817,36,-1,-6
11624,tgb,1583050,134950,0,tree,23,1,39,2500,18,37,1450,0,94,15900,23,0,-15
11625,tgb,1583050,140600,0,tree,0,1,0,2823,12,35,1252,0,65,18750,-87,0,-56
11626,tgb,1583070,7020,0,tree,48,0,8,3460,7.375,33,978,0,365,22434,-384,1,-143
11627,tgb,1583070,7380,0,tree,52,0,17,3015,2.625,35,1103,0,357,21403,-266,0,76
11628,tgb,1583090,7650,0,tree,85,0,8,2755,2,36,1182,0,388,20875,-187,0,125
10162,tgb,1522300,20100,0,tree,83,0,17,3276,25,29,999,0,8,18294,-186,0,1
11629,tgb,1583110,8590,0,tree,27,0,72,1946,5.0625,39,1472,0,216,21467,-41,-2,178
11630,tgb,1583130,7250,0,tree,85,0,8,3120,3.5,34,1071,0,394,21911,-279,0,49
11631,tgb,1583150,7350,0,tree,77,0,23,3093,3,34,1078,0,382,21635,-278,0,25
11632,tgb,1583160,7190,0,tree,58,0,10,3272,7,34,1031,0,221,21431,-334,0,-13
11633,tgb,1583180,112380,0,tree,96,1,4,2884,17,33,1111,0,84,19641,-182,0,15
11634,tgb,1583190,60680,0,tree,10,1,52,2831,6.5625,36,1449,0,130,18038,-8,0,136
11635,tgb,1583220,111990,0,tree,100,1,0,3013,17,32,1043,0,135,21024,-254,0,9
11636,tgb,1583250,7370,0,tree,90,0,4,3147,3,34,1067,0,281,22099,-317,0,-3
11637,tgb,1583250,7810,0,tree,31,0,0,2857,3,35,1154,0,354,21814,-227,0,0
11638,tgb,1583250,112230,0,tree,75,1,25,2934,17,32,1087,0,102,20370,-216,0,24
10163,tgb,1522330,20150,0,tree,92,0,8,3276,25,29,999,0,8,18277,-184,0,1
11639,tgb,1583250,112900,0,tree,68,1,31,2764,17,33,1178,0,67,19255,-131,0,20
11640,tgb,1583260,22430,0,tree,25,1,37,2435,7,38,1441,0,511,19620,11,-1,47
11641,tgb,1583270,112310,0,tree,94,1,6,2898,17,32,1101,0,113,20632,-207,0,26
11642,tgb,1583300,89950,0,tree,50,0,50,3079,17,32,1075,0,147,14987,-77,0,136
